External_Id__c,Owner.External_Id__c,Case.External_Id__c,CreatedDate__c,LastModifiedDate__c,Subject,Type,TaskSubtype,CallDurationInSeconds,Status,Priority
W_Task.2590,W_Services_User.10,W_Case.2049,2014-12-16 00:00:00,2014-12-16 00:00:00,Call,Call,Call,1080,Completed,Normal
W_Task.2591,W_Services_User.13,W_Case.4655,2015-05-22 00:00:00,2015-05-22 00:00:00,Call,Call,Task,360,On Hold,Normal
W_Task.2592,W_Services_User.16,W_Case.2116,2015-07-10 00:00:00,2015-07-10 00:00:00,Call,Call,Email,1800,Not Started,Normal
W_Task.2593,W_Services_User.15,W_Case.4966,2015-06-12 00:00:00,2015-06-12 00:00:00,Send Quote,Email,Email,1200,Not Started,Normal
W_Task.2594,W_Services_User.1,W_Case.886,2016-09-18 00:00:00,2016-09-18 00:00:00,Other,Prep,Task,1440,Completed,Normal
W_Task.2595,W_Services_User.18,W_Case.4018,2016-10-26 00:00:00,2016-10-26 00:00:00,Other,Other,Call,300,Not Started,Normal
W_Task.2596,W_Services_User.7,W_Case.4390,2016-10-22 00:00:00,2016-10-22 00:00:00,Send Letter,Email,Task,1800,In Progress,High
W_Task.2597,W_Services_User.2,W_Case.2598,2016-10-03 00:00:00,2016-10-03 00:00:00,Other,Prep,Task,1800,Completed,Normal
W_Task.2598,W_Services_User.17,W_Case.6999,2016-06-20 00:00:00,2016-06-20 00:00:00,Call,Meeting,Email,2160,On Hold,Normal
W_Task.2599,W_Services_User.14,W_Case.551,2013-12-27 00:00:00,2013-12-27 00:00:00,Send Letter,Email,Email,360,In Progress,High
W_Task.2600,W_Services_User.15,W_Case.3488,2014-02-05 00:00:00,2014-02-05 00:00:00,Send Letter,Email,Email,1800,Not Started,Normal
W_Task.2601,W_Services_User.18,W_Case.3353,2014-02-06 00:00:00,2014-02-06 00:00:00,Call,Call,Call,450,Not Started,Normal
W_Task.2602,W_Services_User.7,W_Case.4735,2016-09-01 00:00:00,2016-09-01 00:00:00,Send Quote,Email,Email,150,On Hold,Normal
W_Task.2603,W_Services_User.5,W_Case.3891,2016-10-04 00:00:00,2016-10-04 00:00:00,Send Letter,Email,Email,2700,Completed,Normal
W_Task.2604,W_Services_User.7,W_Case.3948,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Task,960,In Progress,Normal
W_Task.2605,W_Services_User.15,W_Case.5132,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Call,720,In Progress,High
W_Task.2606,W_Services_User.4,W_Case.3156,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Task,750,In Progress,High
W_Task.2607,W_Services_User.6,W_Case.1831,2015-06-19 00:00:00,2015-06-19 00:00:00,Other,Meeting,Call,900,Completed,Normal
W_Task.2608,W_Services_User.16,W_Case.1641,2015-07-21 00:00:00,2015-07-21 00:00:00,Send Letter,Email,Email,1440,In Progress,Normal
W_Task.2609,W_Services_User.3,W_Case.3100,2017-04-15 00:00:00,2017-04-15 00:00:00,Call,Meeting,Email,1350,In Progress,Normal
W_Task.2610,W_Services_User.13,W_Case.2212,2017-02-20 00:00:00,2017-02-20 00:00:00,Call,Meeting,Call,720,Not Started,Normal
W_Task.2611,W_Services_User.1,W_Case.4239,2017-05-02 00:00:00,2017-05-02 00:00:00,Call,Meeting,Email,900,Not Started,High
W_Task.2612,W_Services_User.19,W_Case.1232,2017-01-22 00:00:00,2017-01-22 00:00:00,Other,Meeting,Call,1500,Completed,Normal
W_Task.2613,W_Services_User.16,W_Case.760,2017-02-03 00:00:00,2017-02-03 00:00:00,Call,Call,Call,480,Not Started,Normal
W_Task.2614,W_Services_User.5,W_Case.3780,2017-02-17 00:00:00,2017-02-17 00:00:00,Send Letter,Email,Task,300,Completed,Normal
W_Task.2615,W_Services_User.19,W_Case.6176,2014-12-13 00:00:00,2014-12-13 00:00:00,Send Letter,Email,Email,1080,Completed,Normal
W_Task.2616,W_Services_User.6,W_Case.6827,2014-10-23 00:00:00,2014-10-23 00:00:00,Send Quote,Email,Call,1440,Completed,Normal
W_Task.2617,W_Services_User.1,W_Case.7187,2014-12-07 00:00:00,2014-12-07 00:00:00,Call,Call,Task,2160,On Hold,Normal
W_Task.2618,W_Services_User.19,W_Case.3829,2015-12-04 00:00:00,2015-12-04 00:00:00,Call,Call,Call,3600,Completed,Normal
W_Task.2619,W_Services_User.16,W_Case.6856,2016-01-21 00:00:00,2016-01-21 00:00:00,Send Letter,Email,Call,600,In Progress,High
W_Task.2620,W_Services_User.20,W_Case.2602,2017-02-26 00:00:00,2017-02-26 00:00:00,Send Letter,Email,Email,900,Completed,Normal
W_Task.2621,W_Services_User.19,W_Case.2564,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Task,600,Not Started,High
W_Task.2622,W_Services_User.2,W_Case.2659,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Call,360,In Progress,Normal
W_Task.2623,W_Services_User.4,W_Case.4755,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,240,Not Started,Normal
W_Task.2624,W_Services_User.4,W_Case.5466,2016-04-20 00:00:00,2016-04-20 00:00:00,Send Quote,Email,Call,30,On Hold,Normal
W_Task.2625,W_Services_User.18,W_Case.6712,2016-03-11 00:00:00,2016-03-11 00:00:00,Send Letter,Email,Email,480,On Hold,Normal
W_Task.2626,W_Services_User.9,W_Case.2356,2015-11-01 00:00:00,2015-11-01 00:00:00,Call,Meeting,Task,1920,Not Started,Normal
W_Task.2627,W_Services_User.17,W_Case.1935,2015-08-10 00:00:00,2015-08-10 00:00:00,Other,Other,Task,1440,Completed,Normal
W_Task.2628,W_Services_User.11,W_Case.2003,2015-10-21 00:00:00,2015-10-21 00:00:00,Call,Call,Call,360,On Hold,Normal
W_Task.2629,W_Services_User.12,W_Case.2439,2014-12-15 00:00:00,2014-12-15 00:00:00,Call,Meeting,Call,900,Not Started,High
W_Task.2630,W_Services_User.10,W_Case.6822,2015-10-19 00:00:00,2015-10-19 00:00:00,Call,Call,Call,1500,On Hold,Normal
W_Task.2631,W_Services_User.8,W_Case.411,2015-11-11 00:00:00,2015-11-11 00:00:00,Call,Call,Email,720,Completed,Normal
W_Task.2632,W_Services_User.16,W_Case.1942,2015-09-04 00:00:00,2015-09-04 00:00:00,Other,Prep,Task,600,In Progress,Normal
W_Task.2633,W_Services_User.20,W_Case.2370,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Task,120,Completed,High
W_Task.2634,W_Services_User.10,W_Case.5418,2015-06-08 00:00:00,2015-06-08 00:00:00,Call,Call,Email,720,In Progress,Normal
W_Task.2635,W_Services_User.19,W_Case.5236,2016-08-16 00:00:00,2016-08-16 00:00:00,Send Letter,Email,Email,360,On Hold,Normal
W_Task.2636,W_Services_User.5,W_Case.3606,2016-07-30 00:00:00,2016-07-30 00:00:00,Send Letter,Email,Email,900,In Progress,Normal
W_Task.2637,W_Services_User.3,W_Case.5764,2016-06-04 00:00:00,2016-06-04 00:00:00,Send Quote,Email,Call,3000,Not Started,High
W_Task.2638,W_Services_User.6,W_Case.5888,2016-07-02 00:00:00,2016-07-02 00:00:00,Send Letter,Email,Email,600,On Hold,Normal
W_Task.2639,W_Services_User.15,W_Case.2851,2016-06-06 00:00:00,2016-06-06 00:00:00,Other,Meeting,Task,480,On Hold,Normal
W_Task.2640,W_Services_User.9,W_Case.4878,2016-04-28 00:00:00,2016-04-28 00:00:00,Send Letter,Email,Task,180,In Progress,Normal
W_Task.2641,W_Services_User.17,W_Case.7059,2016-05-14 00:00:00,2016-05-14 00:00:00,Send Letter,Email,Email,1200,On Hold,Normal
W_Task.2642,W_Services_User.20,W_Case.3268,2016-04-01 00:00:00,2016-04-01 00:00:00,Call,Call,Task,270,Not Started,Normal
W_Task.2643,W_Services_User.2,W_Case.1812,2014-08-30 00:00:00,2014-08-30 00:00:00,Other,Meeting,Email,720,Not Started,Normal
W_Task.2644,W_Services_User.17,W_Case.1932,2014-08-30 00:00:00,2014-08-30 00:00:00,Call,Call,Task,720,In Progress,Normal
W_Task.2645,W_Services_User.4,W_Case.5692,2015-01-03 00:00:00,2015-01-03 00:00:00,Send Letter,Email,Task,1440,In Progress,Normal
W_Task.2646,W_Services_User.3,W_Case.5158,2015-01-07 00:00:00,2015-01-07 00:00:00,Send Quote,Email,Call,360,Not Started,Normal
W_Task.2647,W_Services_User.4,W_Case.6344,2016-11-28 00:00:00,2016-11-28 00:00:00,Other,Prep,Call,5400,Not Started,Normal
W_Task.2648,W_Services_User.1,W_Case.6109,2016-11-02 00:00:00,2016-11-02 00:00:00,Send Quote,Email,Task,1350,Not Started,Normal
W_Task.2649,W_Services_User.9,W_Case.3079,2016-10-24 00:00:00,2016-10-24 00:00:00,Send Letter,Email,Call,1800,Not Started,Normal
W_Task.2650,W_Services_User.7,W_Case.6308,2016-08-11 00:00:00,2016-08-11 00:00:00,Send Letter,Email,Email,450,On Hold,Normal
W_Task.2651,W_Services_User.11,W_Case.5404,2016-07-26 00:00:00,2016-07-26 00:00:00,Send Quote,Email,Email,240,In Progress,Normal
W_Task.2652,W_Services_User.17,W_Case.1895,2016-01-24 00:00:00,2016-01-24 00:00:00,Send Letter,Email,Email,600,On Hold,Normal
W_Task.2653,W_Services_User.8,W_Case.6800,2017-01-18 00:00:00,2017-01-18 00:00:00,Other,Other,Email,2160,In Progress,Normal
W_Task.2654,W_Services_User.9,W_Case.392,2016-12-21 00:00:00,2016-12-21 00:00:00,Send Letter,Email,Call,90,In Progress,Normal
W_Task.2655,W_Services_User.8,W_Case.5486,2017-01-20 00:00:00,2017-01-20 00:00:00,Send Letter,Email,Email,300,Completed,Normal
W_Task.2656,W_Services_User.1,W_Case.4859,2016-08-30 00:00:00,2016-08-30 00:00:00,Call,Call,Task,720,Completed,High
W_Task.2657,W_Services_User.3,W_Case.2594,2016-07-26 00:00:00,2016-07-26 00:00:00,Call,Meeting,Task,1800,In Progress,Normal
W_Task.2658,W_Services_User.15,W_Case.822,2014-12-18 00:00:00,2014-12-18 00:00:00,Other,Prep,Call,120,On Hold,Normal
W_Task.2659,W_Services_User.5,W_Case.1686,2015-01-22 00:00:00,2015-01-22 00:00:00,Other,Meeting,Email,360,Completed,High
W_Task.2660,W_Services_User.11,W_Case.5217,2014-12-06 00:00:00,2014-12-06 00:00:00,Send Letter,Email,Task,180,Not Started,Normal
W_Task.2661,W_Services_User.13,W_Case.1867,2016-10-22 00:00:00,2016-10-22 00:00:00,Send Letter,Email,Task,900,On Hold,Normal
W_Task.2662,W_Services_User.16,W_Case.4309,2016-10-30 00:00:00,2016-10-30 00:00:00,Call,Meeting,Task,600,Completed,Normal
W_Task.2663,W_Services_User.9,W_Case.341,2016-10-30 00:00:00,2016-10-30 00:00:00,Send Quote,Email,Email,240,Completed,Normal
W_Task.2664,W_Services_User.12,W_Case.766,2016-08-09 00:00:00,2016-08-09 00:00:00,Call,Call,Task,480,Completed,Normal
W_Task.2665,W_Services_User.7,W_Case.7026,2016-06-08 00:00:00,2016-06-08 00:00:00,Other,Other,Call,4500,On Hold,Normal
W_Task.2666,W_Services_User.14,W_Case.1690,2016-06-22 00:00:00,2016-06-22 00:00:00,Other,Other,Task,540,Not Started,Normal
W_Task.2667,W_Services_User.4,W_Case.1823,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,360,In Progress,Normal
W_Task.2668,W_Services_User.16,W_Case.1773,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Meeting,Task,2160,Not Started,Normal
W_Task.2669,W_Services_User.2,W_Case.4422,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,1800,Completed,Normal
W_Task.2670,W_Services_User.14,W_Case.2247,2016-10-12 00:00:00,2016-10-12 00:00:00,Send Letter,Email,Call,1080,Not Started,Normal
W_Task.2671,W_Services_User.12,W_Case.1790,2016-10-14 00:00:00,2016-10-14 00:00:00,Call,Meeting,Email,1620,Not Started,Normal
W_Task.2672,W_Services_User.8,W_Case.6381,2016-09-05 00:00:00,2016-09-05 00:00:00,Send Letter,Email,Task,1080,Not Started,Normal
W_Task.2673,W_Services_User.8,W_Case.3904,2017-03-06 00:00:00,2017-03-06 00:00:00,Send Letter,Email,Email,1620,Not Started,Normal
W_Task.2674,W_Services_User.16,W_Case.2426,2017-02-10 00:00:00,2017-02-10 00:00:00,Send Quote,Email,Task,4500,Completed,Normal
W_Task.2675,W_Services_User.4,W_Case.7227,2017-01-21 00:00:00,2017-01-21 00:00:00,Send Quote,Email,Call,540,On Hold,Normal
W_Task.2676,W_Services_User.14,W_Case.324,2016-04-10 00:00:00,2016-04-10 00:00:00,Send Letter,Email,Task,240,On Hold,Normal
W_Task.2677,W_Services_User.12,W_Case.641,2016-03-23 00:00:00,2016-03-23 00:00:00,Send Letter,Email,Task,2160,Not Started,Normal
W_Task.2678,W_Services_User.8,W_Case.3121,2015-09-16 00:00:00,2015-09-16 00:00:00,Other,Other,Email,3600,Completed,Normal
W_Task.2679,W_Services_User.8,W_Case.325,2015-08-09 00:00:00,2015-08-09 00:00:00,Other,Meeting,Call,1440,In Progress,Normal
W_Task.2680,W_Services_User.2,W_Case.6468,2015-07-31 00:00:00,2015-07-31 00:00:00,Send Letter,Email,Task,2160,In Progress,Normal
W_Task.2681,W_Services_User.18,W_Case.7157,2015-10-21 00:00:00,2015-10-21 00:00:00,Call,Call,Call,2400,On Hold,Normal
W_Task.2682,W_Services_User.4,W_Case.3898,2015-08-30 00:00:00,2015-08-30 00:00:00,Call,Call,Email,4320,On Hold,Normal
W_Task.2683,W_Services_User.3,W_Case.3742,2015-11-06 00:00:00,2015-11-06 00:00:00,Call,Call,Task,3240,In Progress,Normal
W_Task.2684,W_Services_User.18,W_Case.5661,2014-09-16 00:00:00,2014-09-16 00:00:00,Call,Call,Call,5400,Not Started,High
W_Task.2685,W_Services_User.2,W_Case.3099,2014-09-18 00:00:00,2014-09-18 00:00:00,Other,Meeting,Email,6480,Not Started,Normal
W_Task.2686,W_Services_User.6,W_Case.3608,2016-01-13 00:00:00,2016-01-13 00:00:00,Call,Call,Email,1200,In Progress,Normal
W_Task.2687,W_Services_User.16,W_Case.6772,2016-02-28 00:00:00,2016-02-28 00:00:00,Other,Meeting,Call,540,In Progress,Normal
W_Task.2688,W_Services_User.11,W_Case.4037,2015-04-15 00:00:00,2015-04-15 00:00:00,Send Letter,Email,Call,1440,Completed,Normal
W_Task.2689,W_Services_User.11,W_Case.7003,2015-02-10 00:00:00,2015-02-10 00:00:00,Other,Prep,Call,3000,Not Started,Normal
W_Task.2690,W_Services_User.10,W_Case.5240,2016-12-01 00:00:00,2016-12-01 00:00:00,Send Letter,Email,Call,900,Not Started,Normal
W_Task.2691,W_Services_User.10,W_Case.2992,2017-01-30 00:00:00,2017-01-30 00:00:00,Other,Meeting,Call,3600,On Hold,Normal
W_Task.2692,W_Services_User.19,W_Case.2473,2017-02-24 00:00:00,2017-02-24 00:00:00,Other,Meeting,Task,2700,In Progress,Normal
W_Task.2693,W_Services_User.3,W_Case.5928,2017-03-21 00:00:00,2017-03-21 00:00:00,Send Quote,Email,Call,240,In Progress,Normal
W_Task.2694,W_Services_User.5,W_Case.1732,2017-05-01 00:00:00,2017-05-01 00:00:00,Call,Call,Email,540,Completed,Normal
W_Task.2695,W_Services_User.14,W_Case.5844,2017-04-28 00:00:00,2017-04-28 00:00:00,Send Letter,Email,Call,1350,In Progress,Normal
W_Task.2696,W_Services_User.4,W_Case.1682,2014-12-24 00:00:00,2014-12-24 00:00:00,Call,Call,Task,2700,On Hold,Normal
W_Task.2697,W_Services_User.18,W_Case.2547,2014-12-09 00:00:00,2014-12-09 00:00:00,Send Quote,Email,Email,2400,On Hold,Normal
W_Task.2698,W_Services_User.4,W_Case.2717,2014-12-17 00:00:00,2014-12-17 00:00:00,Send Letter,Email,Task,180,In Progress,High
W_Task.2699,W_Services_User.2,W_Case.6663,2017-04-13 00:00:00,2017-04-13 00:00:00,Other,Meeting,Call,540,On Hold,Normal
W_Task.2700,W_Services_User.20,W_Case.1614,2017-04-08 00:00:00,2017-04-08 00:00:00,Call,Call,Call,120,Completed,Normal
W_Task.2701,W_Services_User.8,W_Case.516,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Email,720,On Hold,High
W_Task.2702,W_Services_User.12,W_Case.1523,2016-12-14 00:00:00,2016-12-14 00:00:00,Send Letter,Email,Email,2400,Completed,High
W_Task.2703,W_Services_User.6,W_Case.4284,2017-05-06 00:00:00,2017-05-06 00:00:00,Other,Meeting,Email,2160,Not Started,Normal
W_Task.2704,W_Services_User.4,W_Case.1061,2017-03-21 00:00:00,2017-03-21 00:00:00,Other,Meeting,Call,180,Completed,High
W_Task.2705,W_Services_User.10,W_Case.404,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,5400,On Hold,Normal
W_Task.2706,W_Services_User.14,W_Case.2245,2016-05-26 00:00:00,2016-05-26 00:00:00,Call,Call,Call,240,In Progress,Normal
W_Task.2707,W_Services_User.9,W_Case.639,2016-04-12 00:00:00,2016-04-12 00:00:00,Send Letter,Email,Call,1080,On Hold,Normal
W_Task.2708,W_Services_User.9,W_Case.1159,2016-07-01 00:00:00,2016-07-01 00:00:00,Send Letter,Email,Email,300,In Progress,Normal
W_Task.2709,W_Services_User.9,W_Case.3689,2016-08-22 00:00:00,2016-08-22 00:00:00,Send Letter,Email,Call,1200,On Hold,High
W_Task.2710,W_Services_User.4,W_Case.1522,2016-07-15 00:00:00,2016-07-15 00:00:00,Send Letter,Email,Task,1440,Completed,Normal
W_Task.2711,W_Services_User.7,W_Case.5397,2014-08-18 00:00:00,2014-08-18 00:00:00,Call,Meeting,Task,600,On Hold,Normal
W_Task.2712,W_Services_User.16,W_Case.206,2014-09-09 00:00:00,2014-09-09 00:00:00,Send Letter,Email,Email,2400,On Hold,High
W_Task.2713,W_Services_User.3,W_Case.889,2014-09-23 00:00:00,2014-09-23 00:00:00,Other,Other,Email,900,In Progress,Normal
W_Task.2714,W_Services_User.9,W_Case.3215,2017-01-24 00:00:00,2017-01-24 00:00:00,Call,Call,Call,720,On Hold,Normal
W_Task.2715,W_Services_User.10,W_Case.7200,2016-12-24 00:00:00,2016-12-24 00:00:00,Send Letter,Email,Call,2700,Completed,High
W_Task.2716,W_Services_User.19,W_Case.480,2016-12-25 00:00:00,2016-12-25 00:00:00,Send Quote,Email,Email,270,In Progress,Normal
W_Task.2717,W_Services_User.12,W_Case.5009,2016-10-17 00:00:00,2016-10-17 00:00:00,Other,Meeting,Task,900,Completed,High
W_Task.2718,W_Services_User.15,W_Case.5225,2016-10-09 00:00:00,2016-10-09 00:00:00,Call,Call,Call,300,Completed,Normal
W_Task.2719,W_Services_User.4,W_Case.3030,2016-01-30 00:00:00,2016-01-30 00:00:00,Call,Meeting,Call,2700,Not Started,Normal
W_Task.2720,W_Services_User.7,W_Case.7141,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Task,1080,In Progress,Normal
W_Task.2721,W_Services_User.2,W_Case.4629,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Meeting,Email,1440,On Hold,Normal
W_Task.2722,W_Services_User.2,W_Case.3706,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,120,On Hold,Normal
W_Task.2723,W_Services_User.12,W_Case.903,2015-07-06 00:00:00,2015-07-06 00:00:00,Call,Call,Task,360,Completed,Normal
W_Task.2724,W_Services_User.15,W_Case.2562,2014-02-22 00:00:00,2014-02-22 00:00:00,Send Quote,Email,Call,300,In Progress,Normal
W_Task.2725,W_Services_User.7,W_Case.7324,2014-01-29 00:00:00,2014-01-29 00:00:00,Other,Meeting,Email,3600,Not Started,Normal
W_Task.2726,W_Services_User.16,W_Case.2617,2016-11-05 00:00:00,2016-11-05 00:00:00,Other,Meeting,Call,180,Completed,Normal
W_Task.2727,W_Services_User.6,W_Case.277,2016-09-26 00:00:00,2016-09-26 00:00:00,Send Quote,Email,Call,360,In Progress,Normal
W_Task.2728,W_Services_User.3,W_Case.271,2015-05-08 00:00:00,2015-05-08 00:00:00,Send Quote,Email,Call,720,On Hold,Normal
W_Task.2729,W_Services_User.17,W_Case.448,2017-02-11 00:00:00,2017-02-11 00:00:00,Other,Other,Call,1800,Not Started,Normal
W_Task.2730,W_Services_User.13,W_Case.3610,2017-02-04 00:00:00,2017-02-04 00:00:00,Send Letter,Email,Email,600,Not Started,Normal
W_Task.2731,W_Services_User.2,W_Case.4106,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Other,Task,1200,Completed,Normal
W_Task.2732,W_Services_User.11,W_Case.4931,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,1080,Not Started,Normal
W_Task.2733,W_Services_User.9,W_Case.150,2014-01-28 00:00:00,2014-01-28 00:00:00,Send Quote,Email,Call,1800,In Progress,Normal
W_Task.2734,W_Services_User.17,W_Case.5004,2014-03-05 00:00:00,2014-03-05 00:00:00,Other,Prep,Task,4320,On Hold,Normal
W_Task.2735,W_Services_User.15,W_Case.4411,2014-01-16 00:00:00,2014-01-16 00:00:00,Other,Meeting,Call,120,Not Started,Normal
W_Task.2736,W_Services_User.17,W_Case.4361,2014-09-19 00:00:00,2014-09-19 00:00:00,Call,Call,Email,600,Not Started,Normal
W_Task.2737,W_Services_User.14,W_Case.698,2014-09-21 00:00:00,2014-09-21 00:00:00,Send Letter,Email,Task,2160,Completed,High
W_Task.2738,W_Services_User.2,W_Case.3435,2014-04-07 00:00:00,2014-04-07 00:00:00,Send Quote,Email,Email,2880,Not Started,Normal
W_Task.2739,W_Services_User.2,W_Case.5674,2014-03-10 00:00:00,2014-03-10 00:00:00,Send Letter,Email,Email,30,In Progress,Normal
W_Task.2740,W_Services_User.8,W_Case.6723,2014-02-27 00:00:00,2014-02-27 00:00:00,Send Quote,Email,Email,720,In Progress,Normal
W_Task.2741,W_Services_User.7,W_Case.7236,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Task,1080,Completed,Normal
W_Task.2742,W_Services_User.16,W_Case.3621,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Email,480,Completed,Normal
W_Task.2743,W_Services_User.2,W_Case.3397,2014-10-09 00:00:00,2014-10-09 00:00:00,Send Letter,Email,Call,1440,Not Started,Normal
W_Task.2744,W_Services_User.17,W_Case.6236,2015-05-24 00:00:00,2015-05-24 00:00:00,Other,Meeting,Email,2250,Not Started,Normal
W_Task.2745,W_Services_User.10,W_Case.714,2015-08-11 00:00:00,2015-08-11 00:00:00,Send Letter,Email,Call,2160,Completed,High
W_Task.2746,W_Services_User.6,W_Case.659,2015-07-11 00:00:00,2015-07-11 00:00:00,Send Letter,Email,Task,180,On Hold,Normal
W_Task.2747,W_Services_User.19,W_Case.7343,2015-06-18 00:00:00,2015-06-18 00:00:00,Send Letter,Email,Task,600,Completed,High
W_Task.2748,W_Services_User.7,W_Case.5152,2016-02-13 00:00:00,2016-02-13 00:00:00,Other,Other,Email,2700,On Hold,Normal
W_Task.2749,W_Services_User.18,W_Case.4404,2015-12-20 00:00:00,2015-12-20 00:00:00,Other,Meeting,Email,2160,In Progress,Normal
W_Task.2750,W_Services_User.19,W_Case.696,2015-12-17 00:00:00,2015-12-17 00:00:00,Send Quote,Email,Call,1200,On Hold,Normal
W_Task.2751,W_Services_User.20,W_Case.6354,2015-10-29 00:00:00,2015-10-29 00:00:00,Other,Other,Task,900,Completed,Normal
W_Task.2752,W_Services_User.19,W_Case.910,2015-03-27 00:00:00,2015-03-27 00:00:00,Other,Other,Task,1200,Not Started,Normal
W_Task.2753,W_Services_User.1,W_Case.7165,2016-09-16 00:00:00,2016-09-16 00:00:00,Call,Call,Call,4320,Completed,Normal
W_Task.2754,W_Services_User.16,W_Case.3423,2016-09-17 00:00:00,2016-09-17 00:00:00,Send Letter,Email,Task,600,Completed,Normal
W_Task.2755,W_Services_User.6,W_Case.5792,2017-05-11 00:00:00,2017-05-11 00:00:00,Call,Call,Email,300,Completed,Normal
W_Task.2756,W_Services_User.8,W_Case.33,2017-03-11 00:00:00,2017-03-11 00:00:00,Other,Prep,Email,180,Not Started,Normal
W_Task.2757,W_Services_User.16,W_Case.700,2013-12-17 00:00:00,2013-12-17 00:00:00,Other,Meeting,Task,300,Not Started,Normal
W_Task.2758,W_Services_User.15,W_Case.654,2013-12-23 00:00:00,2013-12-23 00:00:00,Other,Prep,Email,1440,On Hold,Normal
W_Task.2759,W_Services_User.8,W_Case.1636,2016-03-06 00:00:00,2016-03-06 00:00:00,Send Quote,Email,Call,360,In Progress,Normal
W_Task.2760,W_Services_User.2,W_Case.2770,2016-03-18 00:00:00,2016-03-18 00:00:00,Call,Meeting,Email,2700,On Hold,Normal
W_Task.2761,W_Services_User.10,W_Case.3002,2016-07-30 00:00:00,2016-07-30 00:00:00,Call,Call,Call,120,Completed,Normal
W_Task.2762,W_Services_User.6,W_Case.6744,2016-06-10 00:00:00,2016-06-10 00:00:00,Call,Meeting,Call,1440,Not Started,Normal
W_Task.2763,W_Services_User.10,W_Case.685,2016-08-10 00:00:00,2016-08-10 00:00:00,Other,Other,Call,4320,Completed,Normal
W_Task.2764,W_Services_User.4,W_Case.2925,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,600,In Progress,Normal
W_Task.2765,W_Services_User.8,W_Case.3914,2017-05-10 00:00:00,2017-05-10 00:00:00,Send Letter,Email,Email,3600,Completed,High
W_Task.2766,W_Services_User.12,W_Case.2500,2017-05-14 00:00:00,2017-05-14 00:00:00,Other,Prep,Task,3240,Completed,Normal
W_Task.2767,W_Services_User.8,W_Case.4988,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Task,600,On Hold,Normal
W_Task.2768,W_Services_User.12,W_Case.5119,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Call,3240,Completed,Normal
W_Task.2769,W_Services_User.4,W_Case.4991,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Quote,Email,Call,2160,In Progress,Normal
W_Task.2770,W_Services_User.8,W_Case.6514,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Task,300,Completed,Normal
W_Task.2771,W_Services_User.15,W_Case.4018,2017-05-15 00:00:00,2017-05-15 00:00:00,Call,Call,Call,720,Not Started,High
W_Task.2772,W_Services_User.15,W_Case.396,2017-05-15 00:00:00,2017-05-15 00:00:00,Send Letter,Email,Email,2160,Not Started,Normal
W_Task.2773,W_Services_User.10,W_Case.5362,2017-05-15 00:00:00,2017-05-15 00:00:00,Other,Prep,Email,720,Not Started,High
W_Task.2774,W_Services_User.2,W_Case.2371,2016-12-07 00:00:00,2016-12-07 00:00:00,Call,Call,Task,270,Not Started,Normal
W_Task.2775,W_Services_User.19,W_Case.3293,2015-01-12 00:00:00,2015-01-12 00:00:00,Other,Prep,Email,450,In Progress,Normal
W_Task.2776,W_Services_User.3,W_Case.3214,2016-06-15 00:00:00,2016-06-15 00:00:00,Send Letter,Email,Task,360,On Hold,Normal
W_Task.2777,W_Services_User.10,W_Case.4612,2016-08-24 00:00:00,2016-08-24 00:00:00,Send Letter,Email,Task,2160,Not Started,Normal
W_Task.2778,W_Services_User.3,W_Case.117,2014-09-29 00:00:00,2014-09-29 00:00:00,Send Letter,Email,Task,4320,Completed,Normal
W_Task.2779,W_Services_User.5,W_Case.630,2014-08-28 00:00:00,2014-08-28 00:00:00,Send Letter,Email,Email,600,Completed,Normal
W_Task.2780,W_Services_User.20,W_Case.7015,2014-09-05 00:00:00,2014-09-05 00:00:00,Other,Other,Email,600,In Progress,Normal
