External_Id__c,Case.External_Id__c,CreatedById__c,CreatedDate__c,Field__c,OldValue__c,NewValue__c
W_CaseHistory.903,W_Case.395,W_User.16,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.904,W_Case.396,W_User.10,2016-11-04 00:00:00,created,,
W_CaseHistory.905,W_Case.396,W_User.10,2016-11-04 00:00:00,Status,,New
W_CaseHistory.906,W_Case.396,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.907,W_Case.397,W_User.13,2016-09-29 00:00:00,created,,
W_CaseHistory.908,W_Case.397,W_User.13,2016-09-29 00:00:00,Status,,New
W_CaseHistory.909,W_Case.397,W_User.13,2016-09-29 00:00:00,Status,New,On Hold
W_CaseHistory.910,W_Case.397,W_User.13,2016-10-29 00:00:00,Status,On Hold,Working
W_CaseHistory.911,W_Case.397,W_User.13,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.912,W_Case.398,W_User.14,2016-11-04 00:00:00,created,,
W_CaseHistory.913,W_Case.398,W_User.14,2016-11-04 00:00:00,Status,,New
W_CaseHistory.914,W_Case.398,W_User.14,2016-11-09 00:00:00,Status,New,On Hold
W_CaseHistory.915,W_Case.398,W_User.14,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.916,W_Case.399,W_User.8,2016-08-24 00:00:00,created,,
W_CaseHistory.917,W_Case.399,W_User.8,2016-08-24 00:00:00,Status,,New
W_CaseHistory.918,W_Case.399,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.919,W_Case.400,W_User.10,2016-09-29 00:00:00,created,,
W_CaseHistory.920,W_Case.400,W_User.10,2016-09-29 00:00:00,Status,,New
W_CaseHistory.921,W_Case.400,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.922,W_Case.401,W_User.9,2016-08-12 00:00:00,created,,
W_CaseHistory.923,W_Case.401,W_User.9,2016-08-12 00:00:00,Status,,New
W_CaseHistory.924,W_Case.401,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.925,W_Case.402,W_User.14,2016-09-17 00:00:00,created,,
W_CaseHistory.926,W_Case.402,W_User.14,2016-09-17 00:00:00,Status,,New
W_CaseHistory.927,W_Case.402,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.928,W_Case.403,W_User.15,2016-10-11 00:00:00,created,,
W_CaseHistory.929,W_Case.403,W_User.15,2016-10-11 00:00:00,Status,,New
W_CaseHistory.930,W_Case.403,W_User.15,2016-10-24 00:00:00,Status,New,On Hold
W_CaseHistory.931,W_Case.403,W_User.15,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.932,W_Case.404,W_User.13,2016-09-17 00:00:00,created,,
W_CaseHistory.933,W_Case.404,W_User.13,2016-09-17 00:00:00,Status,,New
W_CaseHistory.934,W_Case.404,W_User.13,2016-10-05 00:00:00,Status,New,Working
W_CaseHistory.935,W_Case.404,W_User.13,2016-10-11 00:00:00,Status,Working,On Hold
W_CaseHistory.936,W_Case.404,W_User.13,2016-10-12 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.937,W_Case.404,W_User.13,2016-10-17 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.938,W_Case.404,W_User.13,2016-10-28 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.939,W_Case.404,W_User.13,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.940,W_Case.405,W_User.9,2016-11-04 00:00:00,created,,
W_CaseHistory.941,W_Case.405,W_User.9,2016-11-04 00:00:00,Status,,New
W_CaseHistory.942,W_Case.405,W_User.9,2016-11-09 00:00:00,Status,New,Working
W_CaseHistory.943,W_Case.405,W_User.9,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.944,W_Case.406,W_User.13,2016-11-04 00:00:00,created,,
W_CaseHistory.945,W_Case.406,W_User.13,2016-11-04 00:00:00,Status,,New
W_CaseHistory.946,W_Case.406,W_User.13,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.947,W_Case.407,W_User.8,2016-09-29 00:00:00,created,,
W_CaseHistory.948,W_Case.407,W_User.8,2016-09-29 00:00:00,Status,,New
W_CaseHistory.949,W_Case.407,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.950,W_Case.408,W_User.9,2016-09-29 00:00:00,created,,
W_CaseHistory.951,W_Case.408,W_User.9,2016-09-29 00:00:00,Status,,New
W_CaseHistory.952,W_Case.408,W_User.9,2016-10-27 00:00:00,Status,New,Working
W_CaseHistory.953,W_Case.408,W_User.9,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.954,W_Case.409,W_User.8,2016-11-04 00:00:00,created,,
W_CaseHistory.955,W_Case.409,W_User.8,2016-11-04 00:00:00,Status,,New
W_CaseHistory.956,W_Case.409,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.957,W_Case.410,W_User.7,2016-08-12 00:00:00,created,,
W_CaseHistory.958,W_Case.410,W_User.7,2016-08-12 00:00:00,Status,,New
W_CaseHistory.959,W_Case.410,W_User.7,2016-08-16 00:00:00,Status,New,Working
W_CaseHistory.960,W_Case.410,W_User.7,2016-09-09 00:00:00,Status,Working,Escalated
W_CaseHistory.961,W_Case.410,W_User.7,2016-09-15 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.962,W_Case.410,W_User.7,2016-10-02 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.963,W_Case.410,W_User.7,2016-10-23 00:00:00,Status,Working,On Hold
W_CaseHistory.964,W_Case.410,W_User.7,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.965,W_Case.411,W_User.13,2016-09-05 00:00:00,created,,
W_CaseHistory.966,W_Case.411,W_User.13,2016-09-05 00:00:00,Status,,New
W_CaseHistory.967,W_Case.411,W_User.13,2016-09-19 00:00:00,Status,New,Working
W_CaseHistory.968,W_Case.411,W_User.13,2016-10-14 00:00:00,Status,Working,On Hold
W_CaseHistory.969,W_Case.411,W_User.13,2016-10-23 00:00:00,Status,On Hold,Working
W_CaseHistory.970,W_Case.411,W_User.13,2016-11-03 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.971,W_Case.411,W_User.13,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.972,W_Case.413,W_User.12,2016-09-17 00:00:00,created,,
W_CaseHistory.973,W_Case.413,W_User.12,2016-09-17 00:00:00,Status,,New
W_CaseHistory.974,W_Case.413,W_User.12,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.975,W_Case.414,W_User.2,2016-07-31 00:00:00,created,,
W_CaseHistory.976,W_Case.414,W_User.2,2016-07-31 00:00:00,Status,,New
W_CaseHistory.977,W_Case.414,W_User.2,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.978,W_Case.415,W_User.12,2016-08-12 00:00:00,created,,
W_CaseHistory.979,W_Case.415,W_User.12,2016-08-12 00:00:00,Status,,New
W_CaseHistory.980,W_Case.415,W_User.12,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.981,W_Case.416,W_User.18,2016-08-24 00:00:00,created,,
W_CaseHistory.982,W_Case.416,W_User.18,2016-08-24 00:00:00,Status,,New
W_CaseHistory.983,W_Case.416,W_User.18,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.984,W_Case.417,W_User.8,2016-08-12 00:00:00,created,,
W_CaseHistory.985,W_Case.417,W_User.8,2016-08-12 00:00:00,Status,,New
W_CaseHistory.986,W_Case.417,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.987,W_Case.418,W_User.14,2016-09-17 00:00:00,created,,
W_CaseHistory.988,W_Case.418,W_User.14,2016-09-17 00:00:00,Status,,New
W_CaseHistory.989,W_Case.418,W_User.14,2016-10-11 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.990,W_Case.418,W_User.14,2016-10-13 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.991,W_Case.418,W_User.14,2016-10-26 00:00:00,Status,Working,On Hold
W_CaseHistory.992,W_Case.418,W_User.14,2016-11-06 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.993,W_Case.418,W_User.14,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.994,W_Case.419,W_User.9,2016-07-31 00:00:00,created,,
W_CaseHistory.995,W_Case.419,W_User.9,2016-07-31 00:00:00,Status,,New
W_CaseHistory.996,W_Case.419,W_User.9,2016-08-06 00:00:00,Status,New,On Hold
W_CaseHistory.997,W_Case.419,W_User.9,2016-08-24 00:00:00,Status,On Hold,Working
W_CaseHistory.998,W_Case.419,W_User.9,2016-08-31 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.999,W_Case.419,W_User.9,2016-09-05 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.1000,W_Case.419,W_User.9,2016-09-23 00:00:00,Status,On Hold,Working
W_CaseHistory.1001,W_Case.419,W_User.9,2016-10-12 00:00:00,Status,Working,Escalated
W_CaseHistory.1002,W_Case.419,W_User.9,2016-11-09 00:00:00,Status,Escalated,Working
W_CaseHistory.1003,W_Case.419,W_User.9,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1004,W_Case.420,W_User.7,2016-10-11 00:00:00,created,,
W_CaseHistory.1005,W_Case.420,W_User.7,2016-10-11 00:00:00,Status,,New
W_CaseHistory.1006,W_Case.420,W_User.7,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1007,W_Case.421,W_User.14,2016-08-12 00:00:00,created,,
W_CaseHistory.1008,W_Case.421,W_User.14,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1009,W_Case.421,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1010,W_Case.422,W_User.6,2016-07-31 00:00:00,created,,
W_CaseHistory.1011,W_Case.422,W_User.6,2016-07-31 00:00:00,Status,,New
W_CaseHistory.1012,W_Case.422,W_User.6,2016-08-17 00:00:00,Status,New,Working
W_CaseHistory.1013,W_Case.422,W_User.6,2016-08-19 00:00:00,Status,Working,Escalated
W_CaseHistory.1014,W_Case.422,W_User.6,2016-09-18 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.1015,W_Case.422,W_User.6,2016-09-23 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.1016,W_Case.422,W_User.6,2016-10-06 00:00:00,Status,Working,On Hold
W_CaseHistory.1017,W_Case.422,W_User.6,2016-11-05 00:00:00,Status,On Hold,Working
W_CaseHistory.1018,W_Case.422,W_User.6,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1019,W_Case.423,W_User.3,2016-11-04 00:00:00,created,,
W_CaseHistory.1020,W_Case.423,W_User.3,2016-11-04 00:00:00,Status,,New
W_CaseHistory.1021,W_Case.423,W_User.3,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1022,W_Case.424,W_User.11,2016-07-31 00:00:00,created,,
W_CaseHistory.1023,W_Case.424,W_User.11,2016-07-31 00:00:00,Status,,New
W_CaseHistory.1024,W_Case.424,W_User.11,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1025,W_Case.425,W_User.17,2016-07-19 00:00:00,created,,
W_CaseHistory.1026,W_Case.425,W_User.17,2016-07-19 00:00:00,Status,,New
W_CaseHistory.1027,W_Case.425,W_User.17,2016-08-11 00:00:00,Status,New,Working
W_CaseHistory.1028,W_Case.425,W_User.17,2016-09-09 00:00:00,Status,Working,On Hold
W_CaseHistory.1029,W_Case.425,W_User.17,2016-09-29 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.1030,W_Case.425,W_User.17,2016-10-15 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.1031,W_Case.425,W_User.17,2016-10-15 00:00:00,Status,Escalated,Working
W_CaseHistory.1032,W_Case.425,W_User.17,2016-11-03 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.1033,W_Case.425,W_User.17,2016-11-12 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.1034,W_Case.425,W_User.17,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1035,W_Case.426,W_User.8,2016-08-24 00:00:00,created,,
W_CaseHistory.1036,W_Case.426,W_User.8,2016-08-24 00:00:00,Status,,New
W_CaseHistory.1037,W_Case.426,W_User.8,2016-09-16 00:00:00,Status,New,Escalated
W_CaseHistory.1038,W_Case.426,W_User.8,2016-10-14 00:00:00,Status,Escalated,On Hold
W_CaseHistory.1039,W_Case.426,W_User.8,2016-11-06 00:00:00,Status,On Hold,Working
W_CaseHistory.1040,W_Case.426,W_User.8,2016-11-10 00:00:00,Status,Working,On Hold
W_CaseHistory.1041,W_Case.426,W_User.8,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.1042,W_Case.427,W_User.10,2016-09-29 00:00:00,created,,
W_CaseHistory.1043,W_Case.427,W_User.10,2016-09-29 00:00:00,Status,,New
W_CaseHistory.1044,W_Case.427,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1045,W_Case.428,W_User.14,2016-09-05 00:00:00,created,,
W_CaseHistory.1046,W_Case.428,W_User.14,2016-09-05 00:00:00,Status,,New
W_CaseHistory.1047,W_Case.428,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1048,W_Case.429,W_User.10,2016-10-11 00:00:00,created,,
W_CaseHistory.1049,W_Case.429,W_User.10,2016-10-11 00:00:00,Status,,New
W_CaseHistory.1050,W_Case.429,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1051,W_Case.430,W_User.16,2016-09-17 00:00:00,created,,
W_CaseHistory.1052,W_Case.430,W_User.16,2016-09-17 00:00:00,Status,,New
W_CaseHistory.1053,W_Case.430,W_User.16,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1054,W_Case.431,W_User.13,2016-09-05 00:00:00,created,,
W_CaseHistory.1055,W_Case.431,W_User.13,2016-09-05 00:00:00,Status,,New
W_CaseHistory.1056,W_Case.431,W_User.13,2016-09-30 00:00:00,Status,New,Working
W_CaseHistory.1057,W_Case.431,W_User.13,2016-10-12 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.1058,W_Case.431,W_User.13,2016-10-17 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.1059,W_Case.431,W_User.13,2016-10-24 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.1060,W_Case.431,W_User.13,2016-11-12 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.1061,W_Case.431,W_User.13,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1062,W_Case.432,W_User.10,2016-09-29 00:00:00,created,,
W_CaseHistory.1063,W_Case.432,W_User.10,2016-09-29 00:00:00,Status,,New
W_CaseHistory.1064,W_Case.432,W_User.10,2016-10-18 00:00:00,Status,New,Working
W_CaseHistory.1065,W_Case.432,W_User.10,2016-11-12 00:00:00,Status,Working,On Hold
W_CaseHistory.1066,W_Case.432,W_User.10,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.1067,W_Case.433,W_User.12,2016-08-12 00:00:00,created,,
W_CaseHistory.1068,W_Case.433,W_User.12,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1069,W_Case.433,W_User.12,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1070,W_Case.434,W_User.13,2016-11-04 00:00:00,created,,
W_CaseHistory.1071,W_Case.434,W_User.13,2016-11-04 00:00:00,Status,,New
W_CaseHistory.1072,W_Case.434,W_User.13,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1073,W_Case.435,W_User.9,2016-07-19 00:00:00,created,,
W_CaseHistory.1074,W_Case.435,W_User.9,2016-07-19 00:00:00,Status,,New
W_CaseHistory.1075,W_Case.435,W_User.9,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1076,W_Case.436,W_User.15,2016-08-12 00:00:00,created,,
W_CaseHistory.1077,W_Case.436,W_User.15,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1078,W_Case.436,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1079,W_Case.437,W_User.14,2016-08-24 00:00:00,created,,
W_CaseHistory.1080,W_Case.437,W_User.14,2016-08-24 00:00:00,Status,,New
W_CaseHistory.1081,W_Case.437,W_User.14,2016-09-09 00:00:00,Status,New,Escalated
W_CaseHistory.1082,W_Case.437,W_User.14,2016-09-25 00:00:00,Status,Escalated,Working
W_CaseHistory.1083,W_Case.437,W_User.14,2016-10-04 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.1084,W_Case.437,W_User.14,2016-11-03 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.1085,W_Case.437,W_User.14,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1086,W_Case.438,W_User.6,2016-10-23 00:00:00,created,,
W_CaseHistory.1087,W_Case.438,W_User.6,2016-10-23 00:00:00,Status,,New
W_CaseHistory.1088,W_Case.438,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1089,W_Case.439,W_User.19,2016-09-05 00:00:00,created,,
W_CaseHistory.1090,W_Case.439,W_User.19,2016-09-05 00:00:00,Status,,New
W_CaseHistory.1091,W_Case.439,W_User.19,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1092,W_Case.440,W_User.12,2016-08-12 00:00:00,created,,
W_CaseHistory.1093,W_Case.440,W_User.12,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1094,W_Case.440,W_User.12,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1095,W_Case.441,W_User.14,2016-09-29 00:00:00,created,,
W_CaseHistory.1096,W_Case.441,W_User.14,2016-09-29 00:00:00,Status,,New
W_CaseHistory.1097,W_Case.441,W_User.14,2016-10-23 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.1098,W_Case.441,W_User.14,2016-11-16 00:00:00,Status,Waiting on Customer,Closed
W_CaseHistory.1099,W_Case.442,W_User.10,2016-10-23 00:00:00,created,,
W_CaseHistory.1100,W_Case.442,W_User.10,2016-10-23 00:00:00,Status,,New
W_CaseHistory.1101,W_Case.442,W_User.10,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1102,W_Case.443,W_User.12,2016-09-29 00:00:00,created,,
W_CaseHistory.1103,W_Case.443,W_User.12,2016-09-29 00:00:00,Status,,New
W_CaseHistory.1104,W_Case.443,W_User.12,2016-10-02 00:00:00,Status,New,On Hold
W_CaseHistory.1105,W_Case.443,W_User.12,2016-10-26 00:00:00,Status,On Hold,Working
W_CaseHistory.1106,W_Case.443,W_User.12,2016-11-13 00:00:00,Status,Working,On Hold
W_CaseHistory.1107,W_Case.443,W_User.12,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.1108,W_Case.444,W_User.15,2016-09-17 00:00:00,created,,
W_CaseHistory.1109,W_Case.444,W_User.15,2016-09-17 00:00:00,Status,,New
W_CaseHistory.1110,W_Case.444,W_User.15,2016-10-05 00:00:00,Status,New,On Hold
W_CaseHistory.1111,W_Case.444,W_User.15,2016-10-25 00:00:00,Status,On Hold,Escalated
W_CaseHistory.1112,W_Case.444,W_User.15,2016-11-13 00:00:00,Status,Escalated,On Hold
W_CaseHistory.1113,W_Case.444,W_User.15,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.1114,W_Case.445,W_User.11,2016-08-12 00:00:00,created,,
W_CaseHistory.1115,W_Case.445,W_User.11,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1116,W_Case.445,W_User.11,2016-08-30 00:00:00,Status,New,Escalated
W_CaseHistory.1117,W_Case.445,W_User.11,2016-09-29 00:00:00,Status,Escalated,Working
W_CaseHistory.1118,W_Case.445,W_User.11,2016-10-12 00:00:00,Status,Working,On Hold
W_CaseHistory.1119,W_Case.445,W_User.11,2016-11-10 00:00:00,Status,On Hold,Working
W_CaseHistory.1120,W_Case.445,W_User.11,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1121,W_Case.446,W_User.6,2016-09-05 00:00:00,created,,
W_CaseHistory.1122,W_Case.446,W_User.6,2016-09-05 00:00:00,Status,,New
W_CaseHistory.1123,W_Case.446,W_User.6,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1124,W_Case.447,W_User.15,2016-08-12 00:00:00,created,,
W_CaseHistory.1125,W_Case.447,W_User.15,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1126,W_Case.447,W_User.15,2016-08-19 00:00:00,Status,New,Escalated
W_CaseHistory.1127,W_Case.447,W_User.15,2016-08-27 00:00:00,Status,Escalated,Working
W_CaseHistory.1128,W_Case.447,W_User.15,2016-09-14 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.1129,W_Case.447,W_User.15,2016-10-12 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.1130,W_Case.447,W_User.15,2016-10-25 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.1131,W_Case.447,W_User.15,2016-10-25 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.1132,W_Case.447,W_User.15,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.1133,W_Case.448,W_User.12,2016-08-12 00:00:00,created,,
W_CaseHistory.1134,W_Case.448,W_User.12,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1135,W_Case.448,W_User.12,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1136,W_Case.449,W_User.14,2016-09-05 00:00:00,created,,
W_CaseHistory.1137,W_Case.449,W_User.14,2016-09-05 00:00:00,Status,,New
W_CaseHistory.1138,W_Case.449,W_User.14,2016-09-16 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.1139,W_Case.449,W_User.14,2016-10-07 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.1140,W_Case.449,W_User.14,2016-10-26 00:00:00,Status,Escalated,On Hold
W_CaseHistory.1141,W_Case.449,W_User.14,2016-11-16 00:00:00,Status,On Hold,Closed
W_CaseHistory.1142,W_Case.450,W_User.8,2016-10-23 00:00:00,created,,
W_CaseHistory.1143,W_Case.450,W_User.8,2016-10-23 00:00:00,Status,,New
W_CaseHistory.1144,W_Case.450,W_User.8,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1145,W_Case.451,W_User.12,2016-08-12 00:00:00,created,,
W_CaseHistory.1146,W_Case.451,W_User.12,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1147,W_Case.451,W_User.12,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1148,W_Case.452,W_User.18,2016-11-04 00:00:00,created,,
W_CaseHistory.1149,W_Case.452,W_User.18,2016-11-04 00:00:00,Status,,New
W_CaseHistory.1150,W_Case.452,W_User.18,2016-11-06 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.1151,W_Case.452,W_User.18,2016-11-07 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.1152,W_Case.452,W_User.18,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1153,W_Case.453,W_User.3,2016-09-29 00:00:00,created,,
W_CaseHistory.1154,W_Case.453,W_User.3,2016-09-29 00:00:00,Status,,New
W_CaseHistory.1155,W_Case.453,W_User.3,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1156,W_Case.454,W_User.7,2016-10-11 00:00:00,created,,
W_CaseHistory.1157,W_Case.454,W_User.7,2016-10-11 00:00:00,Status,,New
W_CaseHistory.1158,W_Case.454,W_User.7,2016-10-25 00:00:00,Status,New,Escalated
W_CaseHistory.1159,W_Case.454,W_User.7,2016-10-27 00:00:00,Status,Escalated,Waiting on Customer
W_CaseHistory.1160,W_Case.454,W_User.7,2016-11-02 00:00:00,Status,Waiting on Customer,Working
W_CaseHistory.1161,W_Case.454,W_User.7,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1162,W_Case.455,W_User.10,2016-09-29 00:00:00,created,,
W_CaseHistory.1163,W_Case.455,W_User.10,2016-09-29 00:00:00,Status,,New
W_CaseHistory.1164,W_Case.455,W_User.10,2016-09-29 00:00:00,Status,New,Working
W_CaseHistory.1165,W_Case.455,W_User.10,2016-10-28 00:00:00,Status,Working,Escalated
W_CaseHistory.1166,W_Case.455,W_User.10,2016-10-31 00:00:00,Status,Escalated,Working
W_CaseHistory.1167,W_Case.455,W_User.10,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1168,W_Case.456,W_User.14,2016-10-23 00:00:00,created,,
W_CaseHistory.1169,W_Case.456,W_User.14,2016-10-23 00:00:00,Status,,New
W_CaseHistory.1170,W_Case.456,W_User.14,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1171,W_Case.458,W_User.7,2016-07-31 00:00:00,created,,
W_CaseHistory.1172,W_Case.458,W_User.7,2016-07-31 00:00:00,Status,,New
W_CaseHistory.1173,W_Case.458,W_User.7,2016-08-06 00:00:00,Status,New,Escalated
W_CaseHistory.1174,W_Case.458,W_User.7,2016-09-05 00:00:00,Status,Escalated,On Hold
W_CaseHistory.1175,W_Case.458,W_User.7,2016-09-17 00:00:00,Status,On Hold,Working
W_CaseHistory.1176,W_Case.458,W_User.7,2016-10-14 00:00:00,Status,Working,Waiting on Customer
W_CaseHistory.1177,W_Case.458,W_User.7,2016-11-06 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.1178,W_Case.458,W_User.7,2016-11-14 00:00:00,Status,On Hold,Working
W_CaseHistory.1179,W_Case.458,W_User.7,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1180,W_Case.459,W_User.1,2016-07-31 00:00:00,created,,
W_CaseHistory.1181,W_Case.459,W_User.1,2016-07-31 00:00:00,Status,,New
W_CaseHistory.1182,W_Case.459,W_User.1,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1183,W_Case.460,W_User.15,2016-11-04 00:00:00,created,,
W_CaseHistory.1184,W_Case.460,W_User.15,2016-11-04 00:00:00,Status,,New
W_CaseHistory.1185,W_Case.460,W_User.15,2016-11-16 00:00:00,Status,New,Closed
W_CaseHistory.1186,W_Case.461,W_User.13,2016-08-12 00:00:00,created,,
W_CaseHistory.1187,W_Case.461,W_User.13,2016-08-12 00:00:00,Status,,New
W_CaseHistory.1188,W_Case.461,W_User.13,2016-08-27 00:00:00,Status,New,Escalated
W_CaseHistory.1189,W_Case.461,W_User.13,2016-09-14 00:00:00,Status,Escalated,On Hold
W_CaseHistory.1190,W_Case.461,W_User.13,2016-09-20 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.1191,W_Case.461,W_User.13,2016-10-15 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.1192,W_Case.461,W_User.13,2016-10-26 00:00:00,Status,On Hold,Waiting on Customer
W_CaseHistory.1193,W_Case.461,W_User.13,2016-11-11 00:00:00,Status,Waiting on Customer,On Hold
W_CaseHistory.1194,W_Case.461,W_User.13,2016-11-14 00:00:00,Status,On Hold,Working
W_CaseHistory.1195,W_Case.461,W_User.13,2016-11-16 00:00:00,Status,Working,Closed
W_CaseHistory.1196,W_Case.462,W_User.1,2016-09-29 00:00:00,created,,
W_CaseHistory.1197,W_Case.462,W_User.1,2016-09-29 00:00:00,Status,,New
W_CaseHistory.1198,W_Case.462,W_User.1,2016-10-15 00:00:00,Status,New,Waiting on Customer
W_CaseHistory.1199,W_Case.462,W_User.1,2016-11-13 00:00:00,Status,Waiting on Customer,Escalated
W_CaseHistory.1200,W_Case.462,W_User.1,2016-11-16 00:00:00,Status,Escalated,Closed
W_CaseHistory.1201,W_Case.463,W_User.6,2016-08-12 00:00:00,created,,
W_CaseHistory.1202,W_Case.463,W_User.6,2016-08-12 00:00:00,Status,,New
