External_Id__c,Owner.External_Id__c,Account.External_Id__c,Contact.External_Id__c,CreatedDate__c,ClosedDate__c,Channel,Tier,Product_Family_KB__c,Priority,SLA,Reason,Type_of_Support__c,CSAT__c,Status,First_Contact_Close__c,Time_Open__c,Team__c,close_date_offset,account_case_ct,Offer_Voucher__c,Send_FieldService__c,IsEscalated
W_Case.347,W_Services_User.10,W_Account.788,W_Contact.788,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cell Phones,High,Violation,General Question,Silver,69.89122553,Closed,True,120,Central Sales,5,4,True,True,false
W_Case.348,W_Services_User.10,W_Account.791,W_Contact.791,2017-04-15 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cell Phones,Medium,Compliant,General Question,Silver,69.22407542,Closed,False,12,Central Sales,5,2,True,False,true
W_Case.349,W_Services_User.8,W_Account.793,W_Contact.793,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Cell Phones,Low,Compliant,Documentation,Silver,68.70195794,Closed,False,48,Central Sales,5,1,True,True,true
W_Case.350,W_Services_User.15,W_Account.800,W_Contact.800,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,DVD Players,Medium,Violation,Unknown Failure,Silver,68.20159536,Closed,False,120,East Sales,5,1,True,False,false
W_Case.351,W_Services_User.8,W_Account.803,W_Contact.803,2017-01-21 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,DVD Players,Low,Violation,Documentation,Silver,63.28498912,Closed,True,96,Central Sales,5,1,False,False,true
W_Case.352,W_Services_User.11,W_Account.808,W_Contact.808,2017-04-15 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Headphones,Medium,Compliant,Documentation,Silver,64.91370558,Closed,True,12,East Sales,5,1,True,True,true
W_Case.353,W_Services_User.18,W_Account.815,W_Contact.815,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Home Audio,Medium,Compliant,General Question,Platinum,66.52646846,Closed,False,24,South Sales,5,1,False,True,true
W_Case.354,W_Services_User.4,W_Account.816,W_Contact.816,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Home Audio,Medium,Compliant,General Question,Platinum,71.35605511,Closed,False,36,West Sales,5,2,False,True,true
W_Case.355,W_Services_User.6,W_Account.823,W_Contact.823,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Tablets,Low,Compliant,Documentation,Free,89.92385787,Closed,False,24,Central Sales,5,2,True,True,true
W_Case.356,W_Services_User.19,W_Account.826,W_Contact.826,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,TVs,Medium,Violation,Documentation,Free,65.87382161,Closed,False,72,South Sales,5,2,False,True,true
W_Case.357,W_Services_User.6,W_Account.827,W_Contact.827,2017-02-26 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,TVs,Medium,Violation,Documentation,Free,68.6475707,Closed,True,60,Central Sales,5,2,True,False,true
W_Case.358,W_Services_User.17,W_Account.829,W_Contact.829,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Video Games,High,Violation,Unknown Failure,Free,60,Closed,True,120,South Sales,5,2,False,True,false
W_Case.359,W_Services_User.15,W_Account.832,W_Contact.832,2017-02-02 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Video Games,Medium,Violation,Unknown Failure,Free,60.25290065,Closed,True,84,East Sales,5,1,False,False,false
W_Case.360,W_Services_User.12,W_Account.834,W_Contact.834,2017-01-21 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Video Games,Medium,Violation,Unknown Failure,Free,60.48948513,Closed,False,96,East Sales,5,1,False,False,true
W_Case.361,W_Services_User.15,W_Account.836,W_Contact.836,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Video Games,Low,Compliant,General Question,Free,60.69343727,Closed,True,48,East Sales,5,2,False,False,true
W_Case.362,W_Services_User.13,W_Account.839,W_Contact.839,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cables,Medium,Compliant,Unknown Failure,Free,61.76939811,Closed,True,24,East Sales,5,1,False,False,true
W_Case.363,W_Services_User.3,W_Account.840,W_Contact.840,2017-02-02 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cables,Medium,Violation,Documentation,Free,62.48005801,Closed,False,84,West Sales,5,1,False,False,true
W_Case.364,W_Services_User.12,W_Account.841,W_Contact.841,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cables,Low,Compliant,Documentation,Free,63.72371284,Closed,False,48,East Sales,5,1,False,True,true
W_Case.365,W_Services_User.13,W_Account.843,W_Contact.843,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cameras,High,Violation,Hardware Question,Free,82.78825236,Closed,False,120,East Sales,5,1,True,True,false
W_Case.366,W_Services_User.1,W_Account.846,W_Contact.846,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cameras,Medium,Compliant,Unknown Failure,Free,78.11094996,Closed,False,36,West Sales,5,6,False,False,true
W_Case.367,W_Services_User.8,W_Account.846,W_Contact.846,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cameras,Low,Violation,General Question,Free,76.53372009,Closed,False,72,Central Sales,5,6,False,False,true
W_Case.368,W_Services_User.11,W_Account.846,W_Contact.846,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Cameras,Low,Compliant,Documentation,Free,75.66352429,Closed,True,24,East Sales,5,6,True,True,true
W_Case.369,W_Services_User.11,W_Account.849,W_Contact.849,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cell Phones,High,Compliant,Unknown Failure,Silver,71.05148658,Closed,False,36,East Sales,5,1,True,True,false
W_Case.370,W_Services_User.10,W_Account.855,W_Contact.855,2017-02-26 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Cell Phones,Low,Violation,Unknown Failure,Silver,67.59970993,Closed,False,60,Central Sales,5,1,False,True,true
W_Case.371,W_Services_User.9,W_Account.857,W_Contact.857,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Computers,High,Compliant,Unknown Failure,Free,68.17621465,Closed,True,24,Central Sales,5,1,True,True,false
W_Case.372,W_Services_User.13,W_Account.858,W_Contact.858,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Computers,High,Compliant,Unknown Failure,Free,70.96809282,Closed,True,48,East Sales,5,1,False,True,false
W_Case.373,W_Services_User.5,W_Account.859,W_Contact.859,2017-01-21 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Computers,High,Violation,Documentation,Free,66.97969543,Closed,True,96,West Sales,5,2,False,False,false
W_Case.374,W_Services_User.13,W_Account.859,W_Contact.859,2017-02-02 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Computers,Medium,Violation,General Question,Free,68.17621465,Closed,False,84,East Sales,5,2,False,True,false
W_Case.375,W_Services_User.1,W_Account.862,W_Contact.862,2017-01-21 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Computers,Low,Violation,Documentation,Free,76.75126904,Closed,False,96,West Sales,5,6,True,True,true
W_Case.376,W_Services_User.1,W_Account.862,W_Contact.862,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,DVD Players,High,Compliant,Hardware Question,Silver,63.67657723,Closed,True,48,West Sales,5,6,False,True,false
W_Case.377,W_Services_User.20,W_Account.862,W_Contact.862,2017-02-26 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Unknown Failure,Silver,62.04496012,Closed,True,60,South Sales,5,6,True,False,false
W_Case.378,W_Services_User.14,W_Account.865,W_Contact.865,2017-02-02 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,DVD Players,Medium,Violation,General Question,Silver,67.87527194,Closed,False,84,East Sales,5,1,False,False,true
W_Case.379,W_Services_User.4,W_Account.870,W_Contact.870,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Headphones,Low,Compliant,Documentation,Silver,66.28426396,Closed,False,24,West Sales,5,19,True,False,true
W_Case.380,W_Services_User.7,W_Account.870,W_Contact.870,2017-01-09 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Home Audio,Low,Violation,General Question,Platinum,74.88034808,Closed,True,108,Central Sales,5,19,True,True,true
W_Case.381,W_Services_User.19,W_Account.870,W_Contact.870,2017-01-09 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Tablets,High,Violation,Unknown Failure,Free,72.44923858,Closed,True,108,South Sales,5,19,True,False,false
W_Case.382,W_Services_User.4,W_Account.871,W_Contact.871,2017-01-21 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Tablets,High,Violation,General Question,Free,68.33756345,Closed,True,96,West Sales,5,1,True,True,false
W_Case.383,W_Services_User.13,W_Account.873,W_Contact.873,2017-02-26 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Tablets,Medium,Violation,Unknown Failure,Free,69.70812183,Closed,False,60,East Sales,5,1,False,False,true
W_Case.384,W_Services_User.2,W_Account.876,W_Contact.876,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Tablets,Low,Violation,General Question,Free,75.98984772,Closed,True,120,West Sales,5,1,False,True,true
W_Case.385,W_Services_User.13,W_Account.878,W_Contact.878,2017-01-09 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,TVs,High,Violation,General Question,Free,62.9369108,Closed,False,108,East Sales,5,1,True,False,false
W_Case.386,W_Services_User.10,W_Account.879,W_Contact.879,2017-01-21 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,TVs,Medium,Violation,General Question,Free,67.1791153,Closed,False,96,Central Sales,5,9,False,False,false
W_Case.387,W_Services_User.2,W_Account.879,W_Contact.879,2017-01-09 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,TVs,Medium,Violation,Unknown Failure,Free,70.76867295,Closed,False,108,West Sales,5,9,True,True,true
W_Case.388,W_Services_User.9,W_Account.883,W_Contact.883,2017-04-15 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Video Games,Low,Compliant,Unknown Failure,Free,60.63633067,Closed,False,12,Central Sales,5,3,False,False,true
W_Case.389,W_Services_User.7,W_Account.888,W_Contact.888,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Cables,Low,Compliant,Documentation,Free,63.90500363,Closed,True,36,Central Sales,5,2,False,False,true
W_Case.390,W_Services_User.7,W_Account.893,W_Contact.893,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Cameras,Medium,Violation,Documentation,Free,77.51269036,Closed,True,120,Central Sales,5,4,True,True,true
W_Case.391,W_Services_User.1,W_Account.893,W_Contact.893,2017-04-15 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Cameras,Low,Compliant,Unknown Failure,Free,76.96881798,Closed,False,12,West Sales,5,4,True,False,true
W_Case.392,W_Services_User.8,W_Account.899,W_Contact.899,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Computers,High,Compliant,Documentation,Free,70.96809282,Closed,True,48,Central Sales,5,2,False,True,false
W_Case.393,W_Services_User.6,W_Account.905,W_Contact.905,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Computers,Low,Compliant,General Question,Free,78.9448876,Closed,True,48,Central Sales,5,2,False,True,true
W_Case.394,W_Services_User.7,W_Account.907,W_Contact.907,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Unknown Failure,Silver,63.3720087,Closed,True,72,Central Sales,5,1,True,True,false
W_Case.395,W_Services_User.6,W_Account.917,W_Contact.917,2017-03-22 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Headphones,Low,Compliant,Unknown Failure,Silver,66.58883249,Closed,False,36,Central Sales,5,1,True,True,true
W_Case.396,W_Services_User.9,W_Account.921,W_Contact.921,2017-04-03 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Home Audio,High,Compliant,Unknown Failure,Platinum,80.97171864,Closed,False,24,Central Sales,5,1,True,True,false
W_Case.397,W_Services_User.7,W_Account.922,W_Contact.922,2017-04-15 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Home Audio,Medium,Compliant,Documentation,Platinum,68.74546773,Closed,True,12,Central Sales,5,1,True,True,false
W_Case.398,W_Services_User.3,W_Account.926,W_Contact.926,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 3,Home Audio,Low,Violation,General Question,Platinum,74.18419144,Closed,False,72,West Sales,5,1,True,False,true
W_Case.399,W_Services_User.15,W_Account.928,W_Contact.928,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Tablets,Medium,Violation,General Question,Free,70.62182741,Closed,True,120,East Sales,5,4,False,True,false
W_Case.400,W_Services_User.11,W_Account.929,W_Contact.929,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 2,Tablets,Medium,Compliant,Unknown Failure,Free,70.05076142,Closed,True,48,East Sales,5,1,False,True,true
W_Case.401,W_Services_User.8,W_Account.930,W_Contact.930,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,TVs,High,Violation,General Question,Free,63.91588107,Closed,False,120,Central Sales,5,4,False,True,false
W_Case.402,W_Services_User.11,W_Account.936,W_Contact.936,2017-02-02 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Video Games,High,Violation,Documentation,Free,60.37527194,Closed,False,84,East Sales,5,2,False,False,false
W_Case.403,W_Services_User.11,W_Account.937,W_Contact.937,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Video Games,High,Compliant,Documentation,Free,60.24474257,Closed,False,48,East Sales,5,1,False,False,false
W_Case.404,W_Services_User.9,W_Account.939,W_Contact.939,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Video Games,Medium,Violation,Documentation,Free,60.25290065,Closed,True,120,Central Sales,5,1,False,False,false
W_Case.405,W_Services_User.8,W_Account.944,W_Contact.944,2017-01-09 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cables,High,Violation,Documentation,Free,62.16823785,Closed,True,108,Central Sales,5,2,False,False,false
W_Case.406,W_Services_User.7,W_Account.945,W_Contact.945,2017-02-14 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cables,High,Violation,General Question,Free,62.60696157,Closed,False,72,Central Sales,5,1,False,True,false
W_Case.407,W_Services_User.10,W_Account.946,W_Contact.946,2016-12-28 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cables,High,Violation,Documentation,Free,62.29876722,Closed,False,120,Central Sales,5,1,False,True,false
W_Case.408,W_Services_User.12,W_Account.947,W_Contact.947,2017-04-15 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cables,Medium,Compliant,Documentation,Free,62.35678028,Closed,True,12,East Sales,5,1,False,False,false
W_Case.409,W_Services_User.6,W_Account.959,W_Contact.959,2017-03-10 20:27:49,2017-04-27 20:27:49,Chat,Tier 1,Cell Phones,High,Compliant,General Question,Silver,70.90645395,Closed,False,48,Central Sales,5,1,False,False,false
W_Case.410,W_Services_User.17,W_Account.965,W_Contact.965,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,DVD Players,Medium,Compliant,Unknown Failure,Silver,66.3524293,Closed,False,24,South Sales,6,20,False,True,true
W_Case.411,W_Services_User.11,W_Account.968,W_Contact.968,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Headphones,Medium,Compliant,Unknown Failure,Silver,65.32994924,Closed,True,36,East Sales,6,1,True,False,true
W_Case.412,W_Services_User.12,W_Account.978,W_Contact.978,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Tablets,High,Compliant,Documentation,Free,78.95939086,Closed,False,24,East Sales,6,3,False,False,false
W_Case.413,W_Services_User.18,W_Account.979,W_Contact.979,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Tablets,High,Compliant,Unknown Failure,Free,73.93401015,Closed,False,36,South Sales,6,1,False,True,false
W_Case.414,W_Services_User.19,W_Account.987,W_Contact.987,2016-12-27 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,TVs,High,Violation,Documentation,Free,63.26323423,Closed,False,120,South Sales,6,2,False,True,false
W_Case.415,W_Services_User.4,W_Account.988,W_Contact.988,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,TVs,High,Compliant,Unknown Failure,Free,70.93183466,Closed,True,48,West Sales,6,1,False,False,false
W_Case.416,W_Services_User.11,W_Account.990,W_Contact.990,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,TVs,Medium,Compliant,General Question,Free,67.1791153,Closed,True,48,East Sales,6,1,False,False,true
W_Case.417,W_Services_User.8,W_Account.991,W_Contact.991,2017-01-20 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,TVs,Medium,Violation,Hardware Question,Free,71.58448151,Closed,True,96,Central Sales,6,1,True,False,true
W_Case.418,W_Services_User.6,W_Account.995,W_Contact.995,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Video Games,High,Compliant,Unknown Failure,Free,60,Closed,False,36,Central Sales,6,1,False,True,false
W_Case.419,W_Services_User.9,W_Account.997,W_Contact.997,2016-12-27 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Video Games,High,Violation,Unknown Failure,Free,60.81580856,Closed,False,120,Central Sales,6,2,False,False,false
W_Case.420,W_Services_User.11,W_Account.999,W_Contact.999,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Video Games,Medium,Compliant,Documentation,Free,60.52211748,Closed,False,36,East Sales,6,1,False,True,true
W_Case.421,W_Services_User.6,W_Account.1001,W_Contact.1001,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Video Games,Low,Compliant,Unknown Failure,Free,60.72606962,Closed,True,36,Central Sales,6,7,False,True,true
W_Case.422,W_Services_User.17,W_Account.1001,W_Contact.1001,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cables,High,Compliant,Unknown Failure,Free,61.91805656,Closed,False,48,South Sales,6,7,False,False,false
W_Case.423,W_Services_User.10,W_Account.1001,W_Contact.1001,2017-02-01 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cables,High,Violation,Documentation,Free,62.45105149,Closed,False,84,Central Sales,6,7,False,True,false
W_Case.424,W_Services_User.11,W_Account.1001,W_Contact.1001,2017-02-01 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cables,Medium,Violation,Unknown Failure,Free,61.47208122,Closed,False,84,East Sales,6,7,False,True,true
W_Case.425,W_Services_User.5,W_Account.1003,W_Contact.1003,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Cables,Low,Violation,Unknown Failure,Free,63.41914431,Closed,True,72,West Sales,6,2,False,True,true
W_Case.426,W_Services_User.9,W_Account.1004,W_Contact.1004,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cameras,High,Violation,Hardware Question,Free,83.33212473,Closed,True,108,Central Sales,6,1,False,True,false
W_Case.427,W_Services_User.12,W_Account.1005,W_Contact.1005,2017-02-01 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cameras,High,Violation,Unknown Failure,Free,74.24945613,Closed,False,84,East Sales,6,1,False,False,false
W_Case.428,W_Services_User.5,W_Account.1007,W_Contact.1007,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cameras,High,Compliant,General Question,Free,80.77592458,Closed,False,48,West Sales,6,1,False,True,false
W_Case.429,W_Services_User.19,W_Account.1011,W_Contact.1011,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cell Phones,High,Compliant,Unknown Failure,Silver,68.06381436,Closed,False,48,South Sales,6,6,True,False,false
W_Case.430,W_Services_User.14,W_Account.1012,W_Contact.1012,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cell Phones,Medium,Violation,General Question,Silver,68.09282088,Closed,True,108,East Sales,6,2,True,False,true
W_Case.431,W_Services_User.6,W_Account.1012,W_Contact.1012,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cell Phones,Medium,Compliant,General Question,Silver,72.70485859,Closed,True,12,Central Sales,6,2,True,True,true
W_Case.432,W_Services_User.8,W_Account.1013,W_Contact.1013,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cell Phones,Low,Compliant,Unknown Failure,Silver,68.64394489,Closed,False,36,Central Sales,6,1,False,False,true
W_Case.433,W_Services_User.13,W_Account.1014,W_Contact.1014,2017-01-20 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Cell Phones,Low,Violation,General Question,Silver,67.59970993,Closed,True,96,East Sales,6,1,False,False,true
W_Case.434,W_Services_User.12,W_Account.1016,W_Contact.1016,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Computers,High,Violation,General Question,Free,66.97969543,Closed,False,72,East Sales,6,2,True,True,false
W_Case.435,W_Services_User.9,W_Account.1018,W_Contact.1018,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Computers,Medium,Violation,Hardware Question,Free,68.17621465,Closed,False,72,Central Sales,6,10,True,False,false
W_Case.436,W_Services_User.8,W_Account.1018,W_Contact.1018,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Computers,Medium,Violation,Hardware Question,Free,66.18201595,Closed,True,108,Central Sales,6,10,False,False,true
W_Case.437,W_Services_User.6,W_Account.1018,W_Contact.1018,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Documentation,Silver,63.17621465,Closed,True,108,Central Sales,6,10,True,False,false
W_Case.438,W_Services_User.13,W_Account.1018,W_Contact.1018,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,DVD Players,Medium,Violation,Unknown Failure,Silver,67.5924583,Closed,False,108,East Sales,6,10,True,False,false
W_Case.439,W_Services_User.6,W_Account.1038,W_Contact.1038,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Tablets,High,Compliant,Documentation,Free,79.75888325,Closed,False,24,Central Sales,6,2,True,False,false
W_Case.440,W_Services_User.13,W_Account.1038,W_Contact.1038,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Tablets,High,Compliant,Unknown Failure,Free,74.96192893,Closed,True,24,East Sales,6,2,True,False,false
W_Case.441,W_Services_User.5,W_Account.1040,W_Contact.1040,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Tablets,High,Compliant,Unknown Failure,Free,79.75888325,Closed,True,12,West Sales,6,1,False,False,false
W_Case.442,W_Services_User.6,W_Account.1049,W_Contact.1049,2016-12-27 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,TVs,Medium,Violation,Unknown Failure,Free,67.99492386,Closed,False,120,Central Sales,6,1,False,True,false
W_Case.443,W_Services_User.15,W_Account.1050,W_Contact.1050,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,TVs,Low,Violation,Documentation,Free,63.75271936,Closed,False,108,East Sales,6,175,False,True,true
W_Case.444,W_Services_User.13,W_Account.1050,W_Contact.1050,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Video Games,High,Compliant,Unknown Failure,Free,60.41606236,Closed,True,12,East Sales,6,175,False,False,false
W_Case.445,W_Services_User.13,W_Account.1050,W_Contact.1050,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Video Games,Medium,Compliant,Unknown Failure,Free,60.29369108,Closed,True,24,East Sales,6,175,False,False,false
W_Case.446,W_Services_User.12,W_Account.1050,W_Contact.1050,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Video Games,Low,Compliant,Documentation,Free,60.69343727,Closed,True,24,East Sales,6,175,False,True,true
W_Case.447,W_Services_User.10,W_Account.1050,W_Contact.1050,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cables,Medium,Violation,Documentation,Free,61.45395214,Closed,True,72,Central Sales,6,175,False,False,true
W_Case.448,W_Services_User.10,W_Account.1050,W_Contact.1050,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cameras,High,Compliant,Documentation,Free,82.24437999,Closed,False,12,Central Sales,6,175,True,True,false
W_Case.449,W_Services_User.9,W_Account.1050,W_Contact.1050,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Cameras,Medium,Compliant,General Question,Free,78.98114576,Closed,False,12,Central Sales,6,175,True,True,true
W_Case.450,W_Services_User.13,W_Account.1050,W_Contact.1050,2017-01-08 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cell Phones,High,Violation,General Question,Free,70.44234953,Closed,True,108,East Sales,6,175,False,False,false
W_Case.451,W_Services_User.20,W_Account.1050,W_Contact.1050,2017-04-02 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Cell Phones,High,Compliant,General Question,Silver,67.48368383,Closed,False,24,South Sales,6,175,False,False,false
W_Case.452,W_Services_User.6,W_Account.1050,W_Contact.1050,2017-03-09 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Cell Phones,Low,Compliant,General Question,Silver,68.81798405,Closed,False,48,Central Sales,6,175,False,True,true
W_Case.453,W_Services_User.12,W_Account.1050,W_Contact.1050,2017-02-13 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Computers,High,Violation,Unknown Failure,Free,67.37853517,Closed,False,72,East Sales,6,175,True,True,false
W_Case.454,W_Services_User.13,W_Account.1050,W_Contact.1050,2017-02-25 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Computers,High,Violation,Unknown Failure,Free,69.173314,Closed,True,60,East Sales,6,175,True,False,false
W_Case.455,W_Services_User.9,W_Account.1050,W_Contact.1050,2017-04-14 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Computers,Medium,Compliant,Documentation,Free,72.36403191,Closed,False,12,Central Sales,6,175,True,True,true
W_Case.456,W_Services_User.7,W_Account.1050,W_Contact.1050,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,DVD Players,High,Compliant,Hardware Question,Silver,63.65482234,Closed,True,36,Central Sales,6,175,False,False,false
W_Case.457,W_Services_User.4,W_Account.1050,W_Contact.1050,2017-02-25 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,DVD Players,High,Violation,Unknown Failure,Silver,63.69833212,Closed,True,60,West Sales,6,175,True,True,false
W_Case.458,W_Services_User.7,W_Account.1050,W_Contact.1050,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 2,Headphones,Low,Compliant,Documentation,Silver,65.44162437,Closed,True,36,Central Sales,6,175,False,True,true
W_Case.459,W_Services_User.4,W_Account.1050,W_Contact.1050,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 3,Headphones,Low,Compliant,Documentation,Silver,66.02030457,Closed,True,36,West Sales,6,175,True,True,true
W_Case.460,W_Services_User.10,W_Account.1050,W_Contact.1050,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Home Audio,High,Compliant,General Question,Platinum,76.79477883,Closed,True,36,Central Sales,6,175,False,True,false
W_Case.461,W_Services_User.12,W_Account.1050,W_Contact.1050,2017-03-21 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Home Audio,Medium,Compliant,Documentation,Platinum,69.7026831,Closed,True,36,East Sales,6,175,False,False,false
W_Case.462,W_Services_User.7,W_Account.1050,W_Contact.1050,2017-02-25 20:27:49,2017-04-26 20:27:49,Chat,Tier 1,Tablets,High,Violation,Documentation,Free,74.96192893,Closed,False,60,Central Sales,6,175,False,True,false
