External_Id__c,Owner.External_Id__c,Account.External_Id__c,DateTimeCreated__c,CloseDate,Name,Products__c,StageName,Amount,Type
W_Services_Opportunity.1326,W_Services_User.10,W_Services_Account.462,2015-02-17 22:58:45,2015-07-19 22:58:45,New Opportunity [2015-02-17 22:58:45],GC50000,Negotiation,121900,Services
W_Services_Opportunity.1327,W_Services_User.11,W_Services_Account.280,2016-03-01 19:36:58,2016-09-08 19:36:58,New Opportunity [2016-03-01 19:36:58],GC5000 series,Closed Lost,144700,New Business
W_Services_Opportunity.1328,W_Services_User.2,W_Services_Account.23,2016-02-12 13:23:57,2016-04-23 13:23:57,New Opportunity [2016-02-12 13:23:57],GC50000,Proposal/Quote,137400,Add-On Business
W_Services_Opportunity.1329,W_Services_User.17,W_Services_Account.557,2015-12-24 03:17:55,2016-04-18 03:17:55,New Opportunity [2015-12-24 03:17:55],GC50000,Needs Analysis,154900,Add-On Business
W_Services_Opportunity.1330,W_Services_User.17,W_Services_Account.946,2016-06-04 12:42:43,2016-08-22 12:42:43,New Opportunity [2016-06-04 12:42:43],GC10001,Needs Analysis,106700,Add-On Business
W_Services_Opportunity.1331,W_Services_User.16,W_Services_Account.826,2015-07-05 02:09:24,2015-11-20 02:09:24,New Opportunity [2015-07-05 02:09:24],GC50000,Needs Analysis,142400,New Business
W_Services_Opportunity.1332,W_Services_User.12,W_Services_Account.390,2015-11-02 15:09:38,2016-02-23 15:09:38,New Opportunity [2015-11-02 15:09:38],GC1000 series,Qualification,166000,New Business
W_Services_Opportunity.1333,W_Services_User.1,W_Services_Account.990,2016-05-13 19:00:48,2016-09-24 19:00:48,New Opportunity [2016-05-13 19:00:48],GC10001,Proposal/Quote,142700,Add-On Business
W_Services_Opportunity.1334,W_Services_User.19,W_Services_Account.816,2015-12-13 23:37:04,2016-04-01 23:37:04,New Opportunity [2015-12-13 23:37:04],GC50000,Needs Analysis,126100,New Business
W_Services_Opportunity.1335,W_Services_User.3,W_Services_Account.536,2015-08-28 23:40:49,2016-03-17 23:40:49,New Opportunity [2015-08-28 23:40:49],GC50000,Qualification,137700,Add-On Business
W_Services_Opportunity.1336,W_Services_User.14,W_Services_Account.459,2015-04-04 00:14:39,2015-08-20 00:14:39,New Opportunity [2015-04-04 00:14:39],GC10001,Closed Won,134000,Services
W_Services_Opportunity.1337,W_Services_User.3,W_Services_Account.420,2016-07-02 18:54:44,2016-10-09 18:54:44,New Opportunity [2016-07-02 18:54:44],GC20002,Qualification,127300,New Business
W_Services_Opportunity.1338,W_Services_User.16,W_Services_Account.727,2015-04-06 08:06:32,2015-08-16 08:06:32,New Opportunity [2015-04-06 08:06:32],GC10001,Closed Lost,92100,Add-On Business
W_Services_Opportunity.1339,W_Services_User.6,W_Services_Account.317,2016-10-25 16:34:57,2017-05-04 16:34:57,New Opportunity [2016-10-25 16:34:57],GC5000 series,Negotiation,160800,Renewal
W_Services_Opportunity.1340,W_Services_User.4,W_Services_Account.700,2016-08-30 19:45:46,2016-12-01 19:45:46,New Opportunity [2016-08-30 19:45:46],GC1000 series,Qualification,164500,Renewal
W_Services_Opportunity.1341,W_Services_User.1,W_Services_Account.48,2015-07-30 11:55:35,2016-01-27 11:55:35,New Opportunity [2015-07-30 11:55:35],GC1000 series,Proposal/Quote,99200,New Business
W_Services_Opportunity.1342,W_Services_User.4,W_Services_Account.979,2015-01-27 08:49:54,2015-08-18 08:49:54,New Opportunity [2015-01-27 08:49:54],GC5000 series,Qualification,82800,Add-On Business
W_Services_Opportunity.1343,W_Services_User.8,W_Services_Account.769,2016-05-13 00:32:59,2016-11-30 00:32:59,New Opportunity [2016-05-13 00:32:59],GC20002,Closed Lost,183100,Add-On Business
W_Services_Opportunity.1344,W_Services_User.17,W_Services_Account.35,2016-01-20 17:45:48,2016-08-10 17:45:48,New Opportunity [2016-01-20 17:45:48],GC20002,Qualification,145000,Renewal
W_Services_Opportunity.1345,W_Services_User.6,W_Services_Account.537,2016-03-22 16:52:50,2016-07-16 16:52:50,New Opportunity [2016-03-22 16:52:50],GC50000,Closed Lost,146500,Services
W_Services_Opportunity.1346,W_Services_User.12,W_Services_Account.191,2016-06-11 00:31:23,2016-08-28 00:31:23,New Opportunity [2016-06-11 00:31:23],GC50000,Qualification,130000,Add-On Business
W_Services_Opportunity.1347,W_Services_User.5,W_Services_Account.118,2016-05-28 11:37:40,2016-08-08 11:37:40,New Opportunity [2016-05-28 11:37:40],GC5000 series,Proposal/Quote,135200,New Business
W_Services_Opportunity.1348,W_Services_User.4,W_Services_Account.169,2015-05-20 11:59:07,2015-12-09 11:59:07,New Opportunity [2015-05-20 11:59:07],GC20002,Proposal/Quote,163200,Add-On Business
W_Services_Opportunity.1349,W_Services_User.2,W_Services_Account.189,2015-06-03 03:51:42,2015-10-10 03:51:42,New Opportunity [2015-06-03 03:51:42],GC10001,Proposal/Quote,196300,New Business
W_Services_Opportunity.1350,W_Services_User.6,W_Services_Account.539,2016-01-13 14:47:50,2016-08-04 14:47:50,New Opportunity [2016-01-13 14:47:50],GC5000 series,Proposal/Quote,149500,Services
W_Services_Opportunity.1351,W_Services_User.14,W_Services_Account.732,2015-06-11 09:26:06,2015-12-31 09:26:06,New Opportunity [2015-06-11 09:26:06],GC10001,Needs Analysis,144900,Renewal
W_Services_Opportunity.1352,W_Services_User.20,W_Services_Account.968,2015-09-13 19:55:51,2016-01-15 19:55:51,New Opportunity [2015-09-13 19:55:51],GC1000 series,Needs Analysis,105200,Services
W_Services_Opportunity.1353,W_Services_User.13,W_Services_Account.70,2015-12-09 01:42:07,2016-06-29 01:42:07,New Opportunity [2015-12-09 01:42:07],GC20002,Negotiation,136000,New Business
W_Services_Opportunity.1354,W_Services_User.13,W_Services_Account.435,2016-10-26 01:54:44,2017-01-09 01:54:44,New Opportunity [2016-10-26 01:54:44],GC10001,Closed Won,110200,Add-On Business
W_Services_Opportunity.1355,W_Services_User.12,W_Services_Account.727,2016-11-03 15:20:00,2017-01-09 15:20:00,New Opportunity [2016-11-03 15:20:00],GC20002,Needs Analysis,185200,Add-On Business
W_Services_Opportunity.1356,W_Services_User.6,W_Services_Account.345,2015-08-13 16:50:22,2015-11-08 16:50:22,New Opportunity [2015-08-13 16:50:22],GC50000,Qualification,113800,Add-On Business
W_Services_Opportunity.1357,W_Services_User.10,W_Services_Account.930,2016-04-12 12:37:41,2016-11-05 12:37:41,New Opportunity [2016-04-12 12:37:41],GC10001,Needs Analysis,137100,Add-On Business
W_Services_Opportunity.1358,W_Services_User.17,W_Services_Account.77,2015-02-13 03:27:14,2015-06-01 03:27:14,New Opportunity [2015-02-13 03:27:14],GC20002,Proposal/Quote,120300,New Business
W_Services_Opportunity.1359,W_Services_User.8,W_Services_Account.1087,2016-01-27 15:24:21,2016-08-14 15:24:21,New Opportunity [2016-01-27 15:24:21],GC1000 series,Closed Won,43800,New Business
W_Services_Opportunity.1360,W_Services_User.6,W_Services_Account.1096,2016-10-14 10:41:57,2017-02-24 10:41:57,New Opportunity [2016-10-14 10:41:57],GC1000 series,Closed Lost,99600,Add-On Business
W_Services_Opportunity.1361,W_Services_User.6,W_Services_Account.929,2016-03-22 23:29:39,2016-08-13 23:29:39,New Opportunity [2016-03-22 23:29:39],GC50000,Qualification,151300,Services
W_Services_Opportunity.1362,W_Services_User.17,W_Services_Account.57,2015-06-28 01:46:52,2015-11-08 01:46:52,New Opportunity [2015-06-28 01:46:52],GC20002,Qualification,181400,Services
W_Services_Opportunity.1363,W_Services_User.8,W_Services_Account.607,2015-09-18 00:31:37,2016-04-07 00:31:37,New Opportunity [2015-09-18 00:31:37],GC10001,Closed Won,138100,New Business
W_Services_Opportunity.1364,W_Services_User.13,W_Services_Account.787,2016-03-22 08:45:13,2016-07-26 08:45:13,New Opportunity [2016-03-22 08:45:13],GC5000 series,Closed Won,81700,New Business
W_Services_Opportunity.1365,W_Services_User.11,W_Services_Account.959,2015-05-30 15:57:34,2015-08-19 15:57:34,New Opportunity [2015-05-30 15:57:34],GC5000 series,Proposal/Quote,140500,New Business
W_Services_Opportunity.1366,W_Services_User.13,W_Services_Account.597,2015-04-26 18:59:36,2015-09-15 18:59:36,New Opportunity [2015-04-26 18:59:36],GC50000,Closed Lost,129600,Services
W_Services_Opportunity.1367,W_Services_User.18,W_Services_Account.716,2016-08-26 08:37:56,2016-11-24 08:37:56,New Opportunity [2016-08-26 08:37:56],GC5000 series,Proposal/Quote,187200,Renewal
W_Services_Opportunity.1368,W_Services_User.20,W_Services_Account.406,2016-07-13 02:57:12,2016-11-15 02:57:12,New Opportunity [2016-07-13 02:57:12],GC1000 series,Closed Won,148800,Add-On Business
W_Services_Opportunity.1369,W_Services_User.15,W_Services_Account.826,2015-05-06 18:09:35,2015-11-30 18:09:35,New Opportunity [2015-05-06 18:09:35],GC10001,Closed Won,112500,Renewal
W_Services_Opportunity.1370,W_Services_User.6,W_Services_Account.633,2016-02-05 14:59:29,2016-05-03 14:59:29,New Opportunity [2016-02-05 14:59:29],GC1000 series,Proposal/Quote,135900,Add-On Business
W_Services_Opportunity.1371,W_Services_User.19,W_Services_Account.841,2016-03-04 22:08:51,2016-09-14 22:08:51,New Opportunity [2016-03-04 22:08:51],GC20002,Qualification,94200,New Business
W_Services_Opportunity.1372,W_Services_User.17,W_Services_Account.462,2016-01-22 04:55:30,2016-06-15 04:55:30,New Opportunity [2016-01-22 04:55:30],GC10001,Closed Won,109100,Services
W_Services_Opportunity.1373,W_Services_User.15,W_Services_Account.536,2015-12-20 16:10:48,2016-03-06 16:10:48,New Opportunity [2015-12-20 16:10:48],GC5000 series,Negotiation,193200,Add-On Business
W_Services_Opportunity.1374,W_Services_User.10,W_Services_Account.501,2015-07-11 21:12:29,2016-01-30 21:12:29,New Opportunity [2015-07-11 21:12:29],GC50000,Qualification,201700,New Business
W_Services_Opportunity.1375,W_Services_User.12,W_Services_Account.35,2016-05-19 11:26:58,2016-08-07 11:26:58,New Opportunity [2016-05-19 11:26:58],GC10001,Needs Analysis,80500,New Business
W_Services_Opportunity.1376,W_Services_User.13,W_Services_Account.332,2016-11-05 11:00:08,2017-03-25 11:00:08,New Opportunity [2016-11-05 11:00:08],GC1000 series,Qualification,127700,New Business
W_Services_Opportunity.1377,W_Services_User.10,W_Services_Account.876,2015-11-29 22:11:28,2016-03-06 22:11:28,New Opportunity [2015-11-29 22:11:28],GC10001,Needs Analysis,167100,Renewal
W_Services_Opportunity.1378,W_Services_User.13,W_Services_Account.1097,2016-09-04 03:39:52,2017-02-24 03:39:52,New Opportunity [2016-09-04 03:39:52],GC50000,Needs Analysis,168400,Renewal
W_Services_Opportunity.1379,W_Services_User.11,W_Services_Account.640,2016-09-03 04:57:48,2016-11-10 04:57:48,New Opportunity [2016-09-03 04:57:48],GC50000,Negotiation,99800,Renewal
W_Services_Opportunity.1380,W_Services_User.13,W_Services_Account.834,2016-06-06 22:37:29,2016-09-24 22:37:29,New Opportunity [2016-06-06 22:37:29],GC20002,Proposal/Quote,150700,Services
W_Services_Opportunity.1381,W_Services_User.11,W_Services_Account.505,2015-05-22 05:51:14,2015-08-11 05:51:14,New Opportunity [2015-05-22 05:51:14],GC50000,Closed Won,149800,New Business
W_Services_Opportunity.1382,W_Services_User.3,W_Services_Account.231,2015-02-27 04:40:27,2015-05-12 04:40:27,New Opportunity [2015-02-27 04:40:27],GC20002,Needs Analysis,92100,Services
W_Services_Opportunity.1383,W_Services_User.16,W_Services_Account.1018,2016-02-09 22:36:38,2016-05-03 22:36:38,New Opportunity [2016-02-09 22:36:38],GC10001,Negotiation,115500,Services
W_Services_Opportunity.1384,W_Services_User.9,W_Services_Account.426,2016-03-31 17:50:10,2016-10-06 17:50:10,New Opportunity [2016-03-31 17:50:10],GC1000 series,Qualification,129000,New Business
W_Services_Opportunity.1385,W_Services_User.7,W_Services_Account.231,2015-12-13 09:04:37,2016-07-04 09:04:37,New Opportunity [2015-12-13 09:04:37],GC5000 series,Needs Analysis,162800,New Business
W_Services_Opportunity.1386,W_Services_User.19,W_Services_Account.605,2016-06-24 17:07:56,2017-01-08 17:07:56,New Opportunity [2016-06-24 17:07:56],GC20002,Closed Won,97500,New Business
W_Services_Opportunity.1387,W_Services_User.10,W_Services_Account.119,2016-02-20 04:51:50,2016-06-20 04:51:50,New Opportunity [2016-02-20 04:51:50],GC50000,Proposal/Quote,101200,Add-On Business
W_Services_Opportunity.1388,W_Services_User.12,W_Services_Account.191,2016-06-07 12:03:24,2016-11-04 12:03:24,New Opportunity [2016-06-07 12:03:24],GC5000 series,Qualification,145500,Renewal
W_Services_Opportunity.1389,W_Services_User.3,W_Services_Account.45,2015-08-02 13:11:15,2016-01-06 13:11:15,New Opportunity [2015-08-02 13:11:15],GC50000,Closed Lost,151500,New Business
W_Services_Opportunity.1390,W_Services_User.2,W_Services_Account.547,2015-09-28 08:14:23,2016-01-27 08:14:23,New Opportunity [2015-09-28 08:14:23],GC20002,Closed Won,135800,Add-On Business
W_Services_Opportunity.1391,W_Services_User.1,W_Services_Account.928,2016-12-09 10:04:28,2017-06-08 10:04:28,New Opportunity [2016-12-09 10:04:28],GC1000 series,Qualification,189600,New Business
W_Services_Opportunity.1392,W_Services_User.9,W_Services_Account.503,2015-04-07 11:00:30,2015-10-23 11:00:30,New Opportunity [2015-04-07 11:00:30],GC1000 series,Proposal/Quote,154300,New Business
W_Services_Opportunity.1393,W_Services_User.1,W_Services_Account.267,2015-04-29 01:35:42,2015-11-25 01:35:42,New Opportunity [2015-04-29 01:35:42],GC50000,Closed Won,158000,Renewal
W_Services_Opportunity.1394,W_Services_User.10,W_Services_Account.839,2016-10-02 01:49:44,2017-03-05 01:49:44,New Opportunity [2016-10-02 01:49:44],GC50000,Closed Won,150500,New Business
W_Services_Opportunity.1395,W_Services_User.6,W_Services_Account.922,2015-07-30 05:52:02,2016-01-19 05:52:02,New Opportunity [2015-07-30 05:52:02],GC1000 series,Closed Won,99800,New Business
W_Services_Opportunity.1396,W_Services_User.8,W_Services_Account.1053,2015-08-29 20:18:25,2015-11-29 20:18:25,New Opportunity [2015-08-29 20:18:25],GC1000 series,Qualification,195000,New Business
W_Services_Opportunity.1397,W_Services_User.4,W_Services_Account.762,2015-11-01 20:48:15,2016-01-04 20:48:15,New Opportunity [2015-11-01 20:48:15],GC50000,Needs Analysis,182100,New Business
W_Services_Opportunity.1398,W_Services_User.16,W_Services_Account.753,2016-03-20 07:22:15,2016-06-03 07:22:15,New Opportunity [2016-03-20 07:22:15],GC20002,Negotiation,153800,Add-On Business
W_Services_Opportunity.1399,W_Services_User.3,W_Services_Account.945,2016-02-20 18:36:29,2016-07-18 18:36:29,New Opportunity [2016-02-20 18:36:29],GC50000,Proposal/Quote,154500,Services
W_Services_Opportunity.1400,W_Services_User.4,W_Services_Account.48,2016-01-23 14:22:09,2016-05-20 14:22:09,New Opportunity [2016-01-23 14:22:09],GC50000,Proposal/Quote,158000,New Business
W_Services_Opportunity.1401,W_Services_User.15,W_Services_Account.626,2015-03-21 23:25:21,2015-08-10 23:25:21,New Opportunity [2015-03-21 23:25:21],GC20002,Closed Won,107300,Add-On Business
W_Services_Opportunity.1402,W_Services_User.10,W_Services_Account.549,2016-03-21 23:17:43,2016-06-05 23:17:43,New Opportunity [2016-03-21 23:17:43],GC20002,Closed Won,167700,Add-On Business
W_Services_Opportunity.1403,W_Services_User.16,W_Services_Account.827,2015-12-16 12:32:46,2016-03-13 12:32:46,New Opportunity [2015-12-16 12:32:46],GC10001,Closed Won,168000,New Business
W_Services_Opportunity.1404,W_Services_User.19,W_Services_Account.929,2015-05-01 22:24:48,2015-07-21 22:24:48,New Opportunity [2015-05-01 22:24:48],GC20002,Proposal/Quote,136700,New Business
W_Services_Opportunity.1405,W_Services_User.8,W_Services_Account.907,2015-01-17 08:34:42,2015-07-04 08:34:42,New Opportunity [2015-01-17 08:34:42],GC10001,Proposal/Quote,154400,Add-On Business
W_Services_Opportunity.1406,W_Services_User.1,W_Services_Account.865,2015-10-15 21:53:14,2016-01-08 21:53:14,New Opportunity [2015-10-15 21:53:14],GC1000 series,Closed Won,129600,Services
W_Services_Opportunity.1407,W_Services_User.5,W_Services_Account.276,2015-08-01 11:32:45,2015-12-31 11:32:45,New Opportunity [2015-08-01 11:32:45],GC1000 series,Needs Analysis,186900,Renewal
W_Services_Opportunity.1408,W_Services_User.19,W_Services_Account.190,2016-08-08 21:46:02,2016-12-08 21:46:02,New Opportunity [2016-08-08 21:46:02],GC1000 series,Needs Analysis,88900,New Business
W_Services_Opportunity.1409,W_Services_User.20,W_Services_Account.536,2015-03-19 21:31:05,2015-06-04 21:31:05,New Opportunity [2015-03-19 21:31:05],GC10001,Negotiation,102600,Services
W_Services_Opportunity.1410,W_Services_User.4,W_Services_Account.304,2015-07-08 10:53:23,2015-10-08 10:53:23,New Opportunity [2015-07-08 10:53:23],GC10001,Proposal/Quote,123500,Services
W_Services_Opportunity.1411,W_Services_User.18,W_Services_Account.601,2016-08-30 17:29:09,2017-02-19 17:29:09,New Opportunity [2016-08-30 17:29:09],GC5000 series,Needs Analysis,119000,Services
W_Services_Opportunity.1412,W_Services_User.15,W_Services_Account.995,2015-11-21 07:47:06,2016-02-21 07:47:06,New Opportunity [2015-11-21 07:47:06],GC20002,Negotiation,152800,New Business
W_Services_Opportunity.1413,W_Services_User.16,W_Services_Account.249,2015-09-01 13:22:30,2016-01-20 13:22:30,New Opportunity [2015-09-01 13:22:30],GC5000 series,Needs Analysis,55800,Services
W_Services_Opportunity.1414,W_Services_User.15,W_Services_Account.640,2016-10-02 08:10:44,2016-12-14 08:10:44,New Opportunity [2016-10-02 08:10:44],GC5000 series,Proposal/Quote,156900,New Business
W_Services_Opportunity.1415,W_Services_User.10,W_Services_Account.608,2016-02-03 05:07:06,2016-04-10 05:07:06,New Opportunity [2016-02-03 05:07:06],GC1000 series,Closed Won,97600,Services
W_Services_Opportunity.1416,W_Services_User.1,W_Services_Account.451,2015-04-08 11:10:30,2015-09-09 11:10:30,New Opportunity [2015-04-08 11:10:30],GC5000 series,Qualification,200900,New Business
W_Services_Opportunity.1417,W_Services_User.4,W_Services_Account.785,2015-08-16 05:06:05,2016-03-07 05:06:05,New Opportunity [2015-08-16 05:06:05],GC5000 series,Needs Analysis,173200,Add-On Business
W_Services_Opportunity.1418,W_Services_User.12,W_Services_Account.744,2016-11-25 15:43:17,2017-03-03 15:43:17,New Opportunity [2016-11-25 15:43:17],GC1000 series,Qualification,170900,Add-On Business
W_Services_Opportunity.1419,W_Services_User.10,W_Services_Account.997,2016-02-21 14:30:16,2016-07-29 14:30:16,New Opportunity [2016-02-21 14:30:16],GC10001,Qualification,40600,Add-On Business
W_Services_Opportunity.1420,W_Services_User.9,W_Services_Account.1007,2016-10-08 14:54:39,2017-02-06 14:54:39,New Opportunity [2016-10-08 14:54:39],GC50000,Qualification,73800,Add-On Business
W_Services_Opportunity.1421,W_Services_User.20,W_Services_Account.444,2015-12-23 06:01:00,2016-04-06 06:01:00,New Opportunity [2015-12-23 06:01:00],GC1000 series,Needs Analysis,65100,Add-On Business
W_Services_Opportunity.1422,W_Services_User.8,W_Services_Account.899,2016-12-04 16:34:24,2017-06-16 16:34:24,New Opportunity [2016-12-04 16:34:24],GC1000 series,Proposal/Quote,158500,Services
W_Services_Opportunity.1423,W_Services_User.19,W_Services_Account.513,2016-12-24 08:15:04,2017-03-21 08:15:04,New Opportunity [2016-12-24 08:15:04],GC20002,Closed Lost,160900,New Business
W_Services_Opportunity.1424,W_Services_User.13,W_Services_Account.937,2015-07-06 18:14:05,2015-11-04 18:14:05,New Opportunity [2015-07-06 18:14:05],GC1000 series,Qualification,128600,New Business
W_Services_Opportunity.1425,W_Services_User.12,W_Services_Account.227,2015-08-23 13:39:14,2015-11-08 13:39:14,New Opportunity [2015-08-23 13:39:14],GC1000 series,Qualification,135400,Add-On Business
W_Services_Opportunity.1426,W_Services_User.20,W_Services_Account.855,2016-01-21 23:49:22,2016-06-28 23:49:22,New Opportunity [2016-01-21 23:49:22],GC1000 series,Closed Lost,125300,New Business
W_Services_Opportunity.1427,W_Services_User.13,W_Services_Account.449,2015-07-31 01:46:31,2015-12-13 01:46:31,New Opportunity [2015-07-31 01:46:31],GC50000,Negotiation,92300,New Business
W_Services_Opportunity.1428,W_Services_User.2,W_Services_Account.779,2015-03-02 02:08:24,2015-09-21 02:08:24,New Opportunity [2015-03-02 02:08:24],GC10001,Closed Lost,151400,Add-On Business
W_Services_Opportunity.1429,W_Services_User.5,W_Services_Account.696,2016-01-27 16:53:22,2016-04-04 16:53:22,New Opportunity [2016-01-27 16:53:22],GC50000,Qualification,141800,Add-On Business
W_Services_Opportunity.1430,W_Services_User.9,W_Services_Account.426,2015-11-08 12:28:15,2016-03-16 12:28:15,New Opportunity [2015-11-08 12:28:15],GC10001,Qualification,94700,Add-On Business
W_Services_Opportunity.1431,W_Services_User.16,W_Services_Account.778,2016-08-12 17:24:11,2016-12-18 17:24:11,New Opportunity [2016-08-12 17:24:11],GC20002,Qualification,106100,Add-On Business
W_Services_Opportunity.1432,W_Services_User.16,W_Services_Account.406,2016-07-02 00:39:11,2017-01-13 00:39:11,New Opportunity [2016-07-02 00:39:11],GC20002,Qualification,105000,Add-On Business
W_Services_Opportunity.1433,W_Services_User.14,W_Services_Account.608,2015-01-18 07:44:11,2015-06-12 07:44:11,New Opportunity [2015-01-18 07:44:11],GC50000,Closed Won,138100,New Business
W_Services_Opportunity.1434,W_Services_User.10,W_Services_Account.598,2015-03-02 05:19:56,2015-06-24 05:19:56,New Opportunity [2015-03-02 05:19:56],GC10001,Needs Analysis,81300,Services
W_Services_Opportunity.1435,W_Services_User.3,W_Services_Account.242,2016-07-27 19:29:56,2016-12-27 19:29:56,New Opportunity [2016-07-27 19:29:56],GC5000 series,Needs Analysis,160700,New Business
W_Services_Opportunity.1436,W_Services_User.13,W_Services_Account.743,2016-09-12 17:34:55,2016-12-22 17:34:55,New Opportunity [2016-09-12 17:34:55],GC10001,Qualification,129700,New Business
W_Services_Opportunity.1437,W_Services_User.9,W_Services_Account.126,2016-10-25 08:01:01,2017-01-05 08:01:01,New Opportunity [2016-10-25 08:01:01],GC20002,Negotiation,140500,New Business
W_Services_Opportunity.1438,W_Services_User.15,W_Services_Account.451,2016-02-25 08:37:42,2016-09-04 08:37:42,New Opportunity [2016-02-25 08:37:42],GC1000 series,Needs Analysis,113800,Services
W_Services_Opportunity.1439,W_Services_User.19,W_Services_Account.893,2015-08-22 03:49:14,2015-11-26 03:49:14,New Opportunity [2015-08-22 03:49:14],GC20002,Qualification,126800,Add-On Business
W_Services_Opportunity.1440,W_Services_User.10,W_Services_Account.305,2015-01-11 18:01:04,2015-07-10 18:01:04,New Opportunity [2015-01-11 18:01:04],GC50000,Closed Lost,216500,Add-On Business
W_Services_Opportunity.1441,W_Services_User.17,W_Services_Account.929,2015-07-02 06:58:37,2015-10-27 06:58:37,New Opportunity [2015-07-02 06:58:37],GC20002,Closed Lost,171300,New Business
W_Services_Opportunity.1442,W_Services_User.15,W_Services_Account.257,2015-06-11 09:33:03,2015-11-03 09:33:03,New Opportunity [2015-06-11 09:33:03],GC50000,Qualification,202300,Add-On Business
W_Services_Opportunity.1443,W_Services_User.9,W_Services_Account.444,2016-08-16 14:27:25,2016-10-20 14:27:25,New Opportunity [2016-08-16 14:27:25],GC1000 series,Closed Won,184200,Add-On Business
W_Services_Opportunity.1444,W_Services_User.11,W_Services_Account.926,2015-09-14 01:37:31,2016-02-24 01:37:31,New Opportunity [2015-09-14 01:37:31],GC20002,Qualification,152900,New Business
W_Services_Opportunity.1445,W_Services_User.12,W_Services_Account.37,2016-11-17 18:36:36,2017-01-25 18:36:36,New Opportunity [2016-11-17 18:36:36],GC1000 series,Closed Lost,152500,New Business
W_Services_Opportunity.1446,W_Services_User.16,W_Services_Account.435,2015-10-31 17:00:53,2016-04-08 17:00:53,New Opportunity [2015-10-31 17:00:53],GC10001,Negotiation,128600,Add-On Business
W_Services_Opportunity.1447,W_Services_User.9,W_Services_Account.836,2016-04-07 11:11:00,2016-08-10 11:11:00,New Opportunity [2016-04-07 11:11:00],GC10001,Closed Won,128300,New Business
W_Services_Opportunity.1448,W_Services_User.14,W_Services_Account.322,2015-04-01 04:51:27,2015-08-16 04:51:27,New Opportunity [2015-04-01 04:51:27],GC5000 series,Negotiation,105000,Renewal
W_Services_Opportunity.1449,W_Services_User.12,W_Services_Account.644,2016-10-26 19:04:31,2017-03-04 19:04:31,New Opportunity [2016-10-26 19:04:31],GC1000 series,Closed Lost,130600,Services
W_Services_Opportunity.1450,W_Services_User.14,W_Services_Account.501,2015-12-29 05:56:24,2016-04-26 05:56:24,New Opportunity [2015-12-29 05:56:24],GC10001,Qualification,145900,Add-On Business
W_Services_Opportunity.1451,W_Services_User.19,W_Services_Account.944,2015-05-18 19:22:36,2015-09-08 19:22:36,New Opportunity [2015-05-18 19:22:36],GC20002,Closed Lost,132700,Services
W_Services_Opportunity.1452,W_Services_User.15,W_Services_Account.862,2015-08-31 23:59:22,2015-12-24 23:59:22,New Opportunity [2015-08-31 23:59:22],GC20002,Closed Won,69800,Add-On Business
W_Services_Opportunity.1453,W_Services_User.7,W_Services_Account.658,2015-11-02 16:35:53,2016-01-25 16:35:53,New Opportunity [2015-11-02 16:35:53],GC10001,Needs Analysis,88700,Renewal
W_Services_Opportunity.1454,W_Services_User.12,W_Services_Account.658,2016-03-14 03:36:49,2016-06-05 03:36:49,New Opportunity [2016-03-14 03:36:49],GC1000 series,Needs Analysis,113900,New Business
W_Services_Opportunity.1455,W_Services_User.18,W_Services_Account.345,2016-04-06 00:24:37,2016-06-19 00:24:37,New Opportunity [2016-04-06 00:24:37],GC10001,Closed Won,147800,Add-On Business
W_Services_Opportunity.1456,W_Services_User.1,W_Services_Account.182,2016-12-03 22:38:24,2017-03-05 22:38:24,New Opportunity [2016-12-03 22:38:24],GC1000 series,Qualification,57000,New Business
W_Services_Opportunity.1457,W_Services_User.15,W_Services_Account.285,2015-11-22 19:11:51,2016-03-29 19:11:51,New Opportunity [2015-11-22 19:11:51],GC50000,Proposal/Quote,58200,New Business
W_Services_Opportunity.1458,W_Services_User.8,W_Services_Account.778,2016-03-14 00:54:39,2016-09-06 00:54:39,New Opportunity [2016-03-14 00:54:39],GC20002,Needs Analysis,78600,New Business
W_Services_Opportunity.1459,W_Services_User.7,W_Services_Account.35,2015-09-04 19:00:15,2015-12-31 19:00:15,New Opportunity [2015-09-04 19:00:15],GC20002,Qualification,207300,Services
W_Services_Opportunity.1460,W_Services_User.3,W_Services_Account.658,2015-10-07 18:47:29,2016-03-27 18:47:29,New Opportunity [2015-10-07 18:47:29],GC20002,Negotiation,144400,Add-On Business
W_Services_Opportunity.1461,W_Services_User.18,W_Services_Account.95,2016-06-13 23:41:14,2016-09-20 23:41:14,New Opportunity [2016-06-13 23:41:14],GC20002,Needs Analysis,135900,New Business
W_Services_Opportunity.1462,W_Services_User.2,W_Services_Account.979,2016-06-14 00:17:07,2016-08-22 00:17:07,New Opportunity [2016-06-14 00:17:07],GC1000 series,Qualification,188700,New Business
W_Services_Opportunity.1463,W_Services_User.19,W_Services_Account.744,2016-03-25 19:20:13,2016-06-23 19:20:13,New Opportunity [2016-03-25 19:20:13],GC5000 series,Closed Won,142600,New Business
W_Services_Opportunity.1464,W_Services_User.18,W_Services_Account.435,2015-01-15 22:52:43,2015-06-27 22:52:43,New Opportunity [2015-01-15 22:52:43],GC20002,Closed Lost,170100,New Business
W_Services_Opportunity.1465,W_Services_User.17,W_Services_Account.302,2015-07-17 11:58:26,2016-01-25 11:58:26,New Opportunity [2015-07-17 11:58:26],GC20002,Negotiation,216900,New Business
