External_Id__c,RequestDateTime__c,CreatedDate__c,AssignedDateTime__c,AcceptDateTime__c,CloseDateTime__c,ActiveTime__c,AgentCapacityWhenDeclined__c,CancelDateTime__c,CapacityPercentage__c,CapacityWeight__c,DeclineDateTime__c,DeclineReason__c,HandleTime__c,OriginalQueue.DeveloperName,PushTimeout__c,PushTimeoutDateTime__c,ServiceChannel.DeveloperName,SpeedToAnswer__c,Status__c,User.External_Id__c,Case.External_Id__c
W_AgentWork.1239,2016-10-19 02:46:28,2016-10-19 02:51:28,2016-10-19 02:52:53,2016-10-19 03:00:13,2016-10-19 03:28:54,1721,485,2016-10-19 02:59:42,9,1,2016-10-19 02:57:49,Nullam sit amet turpis elementum ligula vehicula consequat.,1721,UnassignedPartnerLeads,79,2016-10-19 02:52:38,Cases,825,DeclinedOnPushTimeout,W_Services_User.13,W_Case.30
W_AgentWork.1240,2016-12-01 08:38:31,2016-12-01 08:43:31,2016-12-01 08:44:50,2016-12-01 08:52:13,2016-12-01 09:00:57,524,938,2016-12-01 08:47:31,37,3,2016-12-01 08:54:45,In hac habitasse platea dictumst.,524,TargetCampaign,80,2016-12-01 08:44:22,Leads,822,DeclinedOnPushTimeout,W_Services_User.14,W_Case.408
W_AgentWork.1241,2017-03-15 09:58:04,2017-03-15 11:02:04,2017-03-15 11:02:52,2017-03-15 11:11:51,2017-03-15 11:41:24,1773,1719,2017-03-15 11:03:52,40,4,2017-03-15 11:11:11,Vestibulum sed magna at nunc commodo placerat.,1773,Tier3Queue,14,2017-03-15 11:03:00,Leads,4427,Unavailable,W_Services_User.14,W_Case.476
W_AgentWork.1242,2017-03-08 15:12:43,2017-03-08 15:18:43,2017-03-08 15:19:14,2017-03-08 15:24:44,2017-03-08 15:50:04,1520,205,2017-03-08 15:21:40,18,6,2017-03-08 15:21:29,Curabitur convallis.,1520,UnassignedPartnerLeads,71,2017-03-08 15:19:13,LiveMessage,721,DeclinedOnPushTimeout,W_Services_User.3,W_Case.432
W_AgentWork.1243,2016-09-26 18:30:52,2016-09-26 18:43:52,2016-09-26 18:44:30,2016-09-26 18:48:22,2016-09-26 18:49:54,92,1395,2016-09-26 18:50:35,34,1,2016-09-26 18:53:02,Donec semper sapien a libero.,92,Knowledge_Translations,65,2016-09-26 18:44:53,sfdc_sos,1050,Declined,W_Services_User.12,W_Case.341
W_AgentWork.1244,2017-01-16 14:08:02,2017-01-16 15:49:02,2017-01-16 15:50:24,2017-01-16 15:56:39,2017-01-16 16:18:20,1301,1664,2017-01-16 16:00:19,2,5,2017-01-16 15:58:31,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1301,TargetCampaign,95,2017-01-16 15:50:13,sfdc_sos,6517,Unavailable,W_Services_User.19,W_Case.471
W_AgentWork.1245,2017-01-13 11:53:25,2017-01-13 13:53:25,2017-01-13 13:54:08,2017-01-13 14:02:49,2017-01-13 14:27:15,1466,1266,2017-01-13 14:02:46,81,4,2017-01-13 13:58:56,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1466,Tier1Queue,40,2017-01-13 13:53:47,Cases,7764,Unavailable,W_Services_User.4,W_Case.175
W_AgentWork.1246,2016-08-09 17:54:54,2016-08-09 19:13:54,2016-08-09 19:14:24,2016-08-09 19:15:21,2016-08-09 19:31:41,980,1253,2016-08-09 19:20:18,92,2,2016-08-09 19:21:47,Nullam porttitor lacus at turpis.,980,InternationalQueue,80,2016-08-09 19:14:20,Leads,4827,DeclinedOnPushTimeout,W_Services_User.4,W_Case.116
W_AgentWork.1247,2016-12-11 04:45:43,2016-12-11 05:26:43,2016-12-11 05:28:01,2016-12-11 05:35:29,2016-12-11 05:43:55,506,153,2016-12-11 05:37:00,33,5,2016-12-11 05:32:56,Fusce consequat.,506,Tier3Queue,83,2016-12-11 05:26:50,sfdc_liveagent,2986,Opened,W_Services_User.18,W_Case.45
W_AgentWork.1248,2017-01-20 15:09:28,2017-01-20 15:27:28,2017-01-20 15:28:12,2017-01-20 15:35:04,2017-01-20 15:55:11,1207,716,2017-01-20 15:34:08,52,3,2017-01-20 15:31:49,Aliquam sit amet diam in magna bibendum imperdiet.,1207,Tier3Queue,25,2017-01-20 15:28:45,sfdc_liveagent,1536,Closed,W_Services_User.16,W_Case.269
W_AgentWork.1249,2017-03-05 05:24:31,2017-03-05 06:20:31,2017-03-05 06:20:41,2017-03-05 06:23:55,2017-03-05 06:42:26,1111,443,2017-03-05 06:29:21,33,2,2017-03-05 06:23:34,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1111,Knowledge_Translations,9,2017-03-05 06:21:50,Cases,3564,Opened,W_Services_User.17,W_Case.199
W_AgentWork.1250,2017-03-13 11:29:48,2017-03-13 12:32:48,2017-03-13 12:33:35,2017-03-13 12:36:07,2017-03-13 13:03:19,1632,1614,2017-03-13 12:40:26,83,4,2017-03-13 12:42:48,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1632,Social_Queue,39,2017-03-13 12:33:53,Cases,3979,Closed,W_Services_User.5,W_Case.214
W_AgentWork.1251,2016-12-04 06:20:00,2016-12-04 08:00:00,2016-12-04 08:00:49,2016-12-04 08:08:46,2016-12-04 08:24:55,969,1165,2016-12-04 08:10:21,32,3,2016-12-04 08:10:03,In blandit ultrices enim.,969,GeneralQueue,70,2016-12-04 08:00:01,sfdc_liveagent,6526,DeclinedOnPushTimeout,W_Services_User.7,W_Case.484
W_AgentWork.1252,2017-02-20 01:23:11,2017-02-20 03:09:11,2017-02-20 03:10:46,2017-02-20 03:14:53,2017-02-20 03:28:11,798,782,2017-02-20 03:19:45,6,5,2017-02-20 03:17:41,Phasellus in felis.,798,Tier3Queue,87,2017-02-20 03:09:15,Cases,6702,Unavailable,W_Services_User.16,W_Case.56
W_AgentWork.1253,2016-11-18 21:26:19,2016-11-18 22:07:19,2016-11-18 22:07:33,2016-11-18 22:13:40,2016-11-18 22:17:27,227,722,2016-11-18 22:09:33,9,5,2016-11-18 22:08:12,Quisque porta volutpat erat.,227,Tier2Queue,0,2016-11-18 22:08:03,LiveMessage,2841,Closed,W_Services_User.13,W_Case.251
W_AgentWork.1254,2017-02-05 16:38:11,2017-02-05 16:48:11,2017-02-05 16:49:06,2017-02-05 16:56:19,2017-02-05 17:22:14,1555,1196,2017-02-05 16:59:04,12,2,2017-02-05 16:57:08,Curabitur in libero ut massa volutpat convallis.,1555,Social_Queue,79,2017-02-05 16:48:12,Cases,1088,Closed,W_Services_User.11,W_Case.238
W_AgentWork.1255,2016-08-09 05:06:23,2016-08-09 07:06:23,2016-08-09 07:07:05,2016-08-09 07:10:06,2016-08-09 07:22:44,758,1205,2016-08-09 07:12:38,46,3,2016-08-09 07:09:34,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",758,GeneralQueue,64,2016-08-09 07:07:21,Cases,7423,DeclinedOnPushTimeout,W_Services_User.10,W_Case.443
W_AgentWork.1256,2016-09-20 12:35:20,2016-09-20 14:14:20,2016-09-20 14:14:53,2016-09-20 14:17:36,2016-09-20 14:24:58,442,1543,2016-09-20 14:18:53,6,1,2016-09-20 14:15:48,Integer ac leo.,442,TargetCampaign,79,2016-09-20 14:15:12,Cases,6136,Opened,W_Services_User.6,W_Case.59
W_AgentWork.1257,2016-10-06 20:52:28,2016-10-06 22:41:28,2016-10-06 22:42:18,2016-10-06 22:51:25,2016-10-06 23:07:30,965,1387,2016-10-06 22:43:35,42,4,2016-10-06 22:43:07,Sed ante.,965,UnassignedPartnerLeads,36,2016-10-06 22:43:00,sfdc_sos,7137,Unavailable,W_Services_User.3,W_Case.131
W_AgentWork.1258,2016-11-27 16:17:12,2016-11-27 17:57:12,2016-11-27 17:57:20,2016-11-27 18:02:38,2016-11-27 18:06:36,238,805,2016-11-27 18:03:47,67,5,2016-11-27 18:05:32,Quisque ut erat.,238,Time_Off_Manager_Payroll,90,2016-11-27 17:57:21,Leads,6326,Declined,W_Services_User.1,W_Case.99
W_AgentWork.1259,2016-08-17 17:10:07,2016-08-17 19:07:07,2016-08-17 19:08:40,2016-08-17 19:10:51,2016-08-17 19:15:14,263,473,2016-08-17 19:17:36,39,1,2016-08-17 19:16:30,Sed accumsan felis.,263,Tier1Queue,2,2016-08-17 19:07:23,Leads,7244,Declined,W_Services_User.18,W_Case.191
W_AgentWork.1260,2017-01-26 21:58:24,2017-01-26 22:53:24,2017-01-26 22:53:58,2017-01-26 23:00:11,2017-01-26 23:18:22,1091,1039,2017-01-26 23:01:37,44,2,2017-01-26 22:56:23,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",1091,Knowledge_Translations,99,2017-01-26 22:54:20,Cases,3707,Declined,W_Services_User.3,W_Case.338
W_AgentWork.1261,2016-10-07 22:42:44,2016-10-08 00:16:44,2016-10-08 00:18:02,2016-10-08 00:26:20,2016-10-08 00:48:26,1326,1291,2016-10-08 00:22:38,27,2,2016-10-08 00:24:05,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1326,Knowledge_Translations,16,2016-10-08 00:17:50,Cases,6216,Declined,W_Services_User.18,W_Case.432
W_AgentWork.1262,2016-08-07 21:13:18,2016-08-07 21:32:18,2016-08-07 21:33:14,2016-08-07 21:34:42,2016-08-07 21:57:18,1356,1079,2016-08-07 21:40:07,32,5,2016-08-07 21:36:37,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1356,Tier2Queue,39,2016-08-07 21:32:26,sfdc_sos,1284,Unavailable,W_Services_User.3,W_Case.90
W_AgentWork.1263,2016-07-15 00:27:36,2016-07-15 01:30:36,2016-07-15 01:30:42,2016-07-15 01:37:43,2016-07-15 01:49:51,728,502,2016-07-15 01:31:29,60,3,2016-07-15 01:34:46,Duis mattis egestas metus.,728,UnassignedPartnerLeads,73,2016-07-15 01:32:07,Leads,4207,Opened,W_Services_User.8,W_Case.5
W_AgentWork.1264,2016-07-29 00:36:23,2016-07-29 01:41:23,2016-07-29 01:41:40,2016-07-29 01:43:42,2016-07-29 01:48:30,288,1483,2016-07-29 01:44:05,25,6,2016-07-29 01:49:13,Quisque id justo sit amet sapien dignissim vestibulum.,288,Tier2Queue,38,2016-07-29 01:42:48,sfdc_sos,4039,Assigned,W_Services_User.5,W_Case.116
W_AgentWork.1265,2017-01-30 12:39:00,2017-01-30 13:08:00,2017-01-30 13:10:00,2017-01-30 13:11:46,2017-01-30 13:36:42,1496,50,2017-01-30 13:13:25,88,2,2017-01-30 13:15:34,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.,1496,GeneralQueue,6,2017-01-30 13:09:31,sfdc_liveagent,1966,Canceled,W_Services_User.17,W_Case.418
W_AgentWork.1266,2016-08-16 20:34:19,2016-08-16 21:29:19,2016-08-16 21:30:24,2016-08-16 21:32:23,2016-08-16 21:43:24,661,663,2016-08-16 21:38:01,21,1,2016-08-16 21:38:30,In hac habitasse platea dictumst.,661,Time_Off_Manager_Payroll,91,2016-08-16 21:29:45,Cases,3484,Declined,W_Services_User.5,W_Case.406
W_AgentWork.1267,2017-02-18 10:53:43,2017-02-18 11:10:43,2017-02-18 11:11:02,2017-02-18 11:16:55,2017-02-18 11:45:16,1701,196,2017-02-18 11:19:00,12,3,2017-02-18 11:13:39,Nullam sit amet turpis elementum ligula vehicula consequat.,1701,Tier1Queue,31,2017-02-18 11:12:05,sfdc_liveagent,1392,Closed,W_Services_User.15,W_Case.469
W_AgentWork.1268,2016-08-19 12:21:08,2016-08-19 14:03:08,2016-08-19 14:03:27,2016-08-19 14:06:51,2016-08-19 14:09:21,150,1493,2016-08-19 14:12:22,75,3,2016-08-19 14:05:08,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",150,Social_Queue,44,2016-08-19 14:04:17,Leads,6343,Declined,W_Services_User.1,W_Case.468
W_AgentWork.1269,2016-11-13 20:18:42,2016-11-13 22:18:42,2016-11-13 22:20:35,2016-11-13 22:25:32,2016-11-13 22:42:50,1038,1457,2016-11-13 22:29:32,28,3,2016-11-13 22:27:56,Etiam justo.,1038,Social_Queue,89,2016-11-13 22:19:41,LiveMessage,7610,DeclinedOnPushTimeout,W_Services_User.3,W_Case.64
W_AgentWork.1270,2016-10-26 06:08:39,2016-10-26 07:14:39,2016-10-26 07:16:15,2016-10-26 07:20:32,2016-10-26 07:42:30,1318,778,2016-10-26 07:16:48,7,2,2016-10-26 07:22:44,Donec dapibus.,1318,UnassignedPartnerLeads,18,2016-10-26 07:15:11,sfdc_sos,4313,DeclinedOnPushTimeout,W_Services_User.11,W_Case.233
W_AgentWork.1271,2017-03-05 18:10:49,2017-03-05 19:11:49,2017-03-05 19:12:03,2017-03-05 19:12:45,2017-03-05 19:26:50,845,1093,2017-03-05 19:14:49,84,6,2017-03-05 19:15:32,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",845,TargetCampaign,91,2017-03-05 19:12:27,LiveMessage,3716,DeclinedOnPushTimeout,W_Services_User.9,W_Case.292
W_AgentWork.1272,2016-10-30 10:26:11,2016-10-30 10:30:11,2016-10-30 10:31:43,2016-10-30 10:33:44,2016-10-30 10:53:37,1193,1746,2016-10-30 10:33:23,43,3,2016-10-30 10:40:05,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1193,GeneralQueue,53,2016-10-30 10:31:05,sfdc_liveagent,453,Assigned,W_Services_User.17,W_Case.447
W_AgentWork.1273,2017-01-13 00:19:16,2017-01-13 00:28:16,2017-01-13 00:29:43,2017-01-13 00:38:41,2017-01-13 00:39:52,71,558,2017-01-13 00:33:18,91,5,2017-01-13 00:32:01,Duis aliquam convallis nunc.,71,Time_Off_Manager_Payroll,79,2017-01-13 00:28:20,LiveMessage,1165,Opened,W_Services_User.18,W_Case.373
W_AgentWork.1274,2016-07-17 04:53:21,2016-07-17 06:43:21,2016-07-17 06:44:12,2016-07-17 06:51:23,2016-07-17 06:54:58,215,395,2016-07-17 06:53:21,7,6,2016-07-17 06:51:25,Nulla nisl.,215,TargetCampaign,31,2016-07-17 06:43:32,sfdc_liveagent,7082,Unavailable,W_Services_User.3,W_Case.424
W_AgentWork.1275,2016-07-27 08:16:18,2016-07-27 09:50:18,2016-07-27 09:51:55,2016-07-27 09:57:22,2016-07-27 10:23:23,1561,1180,2016-07-27 09:56:47,91,2,2016-07-27 09:59:16,Maecenas tincidunt lacus at velit.,1561,UnassignedPartnerLeads,17,2016-07-27 09:50:49,sfdc_sos,6064,Unavailable,W_Services_User.7,W_Case.112
W_AgentWork.1276,2016-09-20 14:51:47,2016-09-20 15:25:47,2016-09-20 15:27:25,2016-09-20 15:30:32,2016-09-20 15:38:47,495,1294,2016-09-20 15:30:14,3,6,2016-09-20 15:31:57,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",495,UnassignedPartnerLeads,8,2016-09-20 15:27:16,LiveMessage,2325,Canceled,W_Services_User.8,W_Case.190
W_AgentWork.1277,2017-03-27 22:36:54,2017-03-28 00:35:54,2017-03-28 00:36:26,2017-03-28 00:46:11,2017-03-28 01:13:17,1626,1249,2017-03-28 00:44:10,44,2,2017-03-28 00:41:16,Ut tellus.,1626,GeneralQueue,93,2017-03-28 00:36:49,LiveMessage,7757,DeclinedOnPushTimeout,W_Services_User.5,W_Case.423
W_AgentWork.1278,2016-11-04 22:36:35,2016-11-04 23:49:35,2016-11-04 23:49:49,2016-11-04 23:52:08,2016-11-05 00:12:59,1251,1641,2016-11-04 23:53:17,46,3,2016-11-04 23:55:42,Pellentesque eget nunc.,1251,Knowledge_Translations,44,2016-11-04 23:50:51,sfdc_liveagent,4533,Closed,W_Services_User.16,W_Case.159
W_AgentWork.1279,2016-12-13 19:40:39,2016-12-13 21:17:39,2016-12-13 21:17:44,2016-12-13 21:23:56,2016-12-13 21:27:05,189,921,2016-12-13 21:20:17,98,2,2016-12-13 21:24:01,Donec vitae nisi.,189,UnassignedPartnerLeads,57,2016-12-13 21:18:51,Cases,6197,Unavailable,W_Services_User.1,W_Case.475
W_AgentWork.1280,2016-11-30 18:15:50,2016-11-30 18:42:50,2016-11-30 18:43:27,2016-11-30 18:46:13,2016-11-30 19:12:35,1582,949,2016-11-30 18:46:33,42,4,2016-11-30 18:50:31,Duis aliquam convallis nunc.,1582,InternationalQueue,8,2016-11-30 18:42:59,Cases,1823,Unavailable,W_Services_User.15,W_Case.378
W_AgentWork.1281,2016-08-08 19:23:00,2016-08-08 20:41:00,2016-08-08 20:42:53,2016-08-08 20:52:41,2016-08-08 21:03:46,665,1046,2016-08-08 20:48:41,57,2,2016-08-08 20:47:50,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",665,TargetCampaign,49,2016-08-08 20:42:38,sfdc_sos,5381,Opened,W_Services_User.7,W_Case.242
W_AgentWork.1282,2016-09-05 14:35:01,2016-09-05 14:41:01,2016-09-05 14:41:31,2016-09-05 14:45:11,2016-09-05 14:46:41,90,622,2016-09-05 14:50:00,27,6,2016-09-05 14:42:34,Proin interdum mauris non ligula pellentesque ultrices.,90,Tier2Queue,27,2016-09-05 14:41:22,Cases,610,Opened,W_Services_User.9,W_Case.439
W_AgentWork.1283,2017-01-03 04:33:09,2017-01-03 05:20:09,2017-01-03 05:20:37,2017-01-03 05:29:58,2017-01-03 05:36:33,395,266,2017-01-03 05:27:10,46,3,2017-01-03 05:29:42,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",395,InternationalQueue,5,2017-01-03 05:20:32,Leads,3409,Declined,W_Services_User.15,W_Case.346
W_AgentWork.1284,2016-12-13 06:40:46,2016-12-13 07:11:46,2016-12-13 07:12:51,2016-12-13 07:16:54,2016-12-13 07:39:59,1385,1054,2016-12-13 07:21:57,23,4,2016-12-13 07:15:01,Aenean sit amet justo.,1385,GeneralQueue,62,2016-12-13 07:13:08,Cases,2168,Unavailable,W_Services_User.1,W_Case.194
W_AgentWork.1285,2016-09-25 20:47:55,2016-09-25 20:48:55,2016-09-25 20:49:46,2016-09-25 20:58:17,2016-09-25 21:17:23,1146,1066,2016-09-25 20:59:10,57,1,2016-09-25 20:57:11,Suspendisse potenti.,1146,Time_Off_Manager_Payroll,59,2016-09-25 20:49:51,sfdc_sos,622,Declined,W_Services_User.17,W_Case.210
W_AgentWork.1286,2017-01-11 22:48:16,2017-01-12 00:44:16,2017-01-12 00:44:45,2017-01-12 00:50:53,2017-01-12 01:06:31,938,1172,2017-01-12 00:50:18,91,4,2017-01-12 00:50:28,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",938,GeneralQueue,11,2017-01-12 00:45:01,sfdc_sos,7357,Canceled,W_Services_User.19,W_Case.140
W_AgentWork.1287,2016-09-02 16:53:26,2016-09-02 18:43:26,2016-09-02 18:44:32,2016-09-02 18:52:50,2016-09-02 19:03:42,652,891,2016-09-02 18:48:23,54,1,2016-09-02 18:50:42,Morbi porttitor lorem id ligula.,652,Tier3Queue,66,2016-09-02 18:45:05,Leads,7164,Unavailable,W_Services_User.1,W_Case.426
W_AgentWork.1288,2017-01-10 22:22:00,2017-01-10 22:35:00,2017-01-10 22:35:38,2017-01-10 22:39:44,2017-01-10 22:55:11,927,1077,2017-01-10 22:41:05,30,3,2017-01-10 22:38:58,Curabitur in libero ut massa volutpat convallis.,927,TargetCampaign,92,2017-01-10 22:35:36,LiveMessage,1064,Assigned,W_Services_User.10,W_Case.126
W_AgentWork.1289,2016-10-30 18:12:29,2016-10-30 19:12:29,2016-10-30 19:13:40,2016-10-30 19:16:28,2016-10-30 19:23:11,403,979,2016-10-30 19:23:11,53,6,2016-10-30 19:16:35,Proin eu mi.,403,Knowledge_Translations,21,2016-10-30 19:13:12,Leads,3839,Unavailable,W_Services_User.14,W_Case.283
W_AgentWork.1290,2016-11-17 12:31:41,2016-11-17 13:22:41,2016-11-17 13:23:21,2016-11-17 13:24:10,2016-11-17 13:34:05,595,341,2016-11-17 13:31:14,1,6,2016-11-17 13:29:46,Curabitur convallis.,595,GeneralQueue,73,2016-11-17 13:24:20,Cases,3149,Assigned,W_Services_User.13,W_Case.343
W_AgentWork.1291,2017-03-17 14:54:09,2017-03-17 16:13:09,2017-03-17 16:14:16,2017-03-17 16:22:45,2017-03-17 16:33:00,615,598,2017-03-17 16:15:26,63,1,2017-03-17 16:20:03,Ut tellus.,615,Tier2Queue,62,2017-03-17 16:13:52,sfdc_liveagent,5316,Closed,W_Services_User.10,W_Case.215
W_AgentWork.1292,2016-08-26 05:27:13,2016-08-26 06:27:13,2016-08-26 06:28:24,2016-08-26 06:35:58,2016-08-26 06:52:51,1013,525,2016-08-26 06:32:32,27,1,2016-08-26 06:30:02,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1013,Tier1Queue,10,2016-08-26 06:28:33,sfdc_sos,4125,Declined,W_Services_User.16,W_Case.30
W_AgentWork.1293,2016-12-27 20:23:56,2016-12-27 21:12:56,2016-12-27 21:14:15,2016-12-27 21:19:54,2016-12-27 21:26:39,405,1710,2016-12-27 21:15:20,35,2,2016-12-27 21:14:53,Maecenas tincidunt lacus at velit.,405,Tier1Queue,7,2016-12-27 21:14:10,Leads,3358,Opened,W_Services_User.5,W_Case.318
W_AgentWork.1294,2016-07-24 20:09:12,2016-07-24 20:10:12,2016-07-24 20:12:07,2016-07-24 20:18:09,2016-07-24 20:42:23,1454,795,2016-07-24 20:20:49,72,6,2016-07-24 20:18:01,Suspendisse ornare consequat lectus.,1454,Tier3Queue,57,2016-07-24 20:10:49,sfdc_liveagent,537,Opened,W_Services_User.20,W_Case.266
W_AgentWork.1295,2016-09-25 08:16:10,2016-09-25 09:25:10,2016-09-25 09:25:35,2016-09-25 09:31:58,2016-09-25 09:46:37,879,954,2016-09-25 09:26:33,85,5,2016-09-25 09:30:39,Pellentesque viverra pede ac diam.,879,TargetCampaign,15,2016-09-25 09:26:14,Cases,4548,Opened,W_Services_User.20,W_Case.149
W_AgentWork.1296,2017-02-13 03:58:56,2017-02-13 05:27:56,2017-02-13 05:29:25,2017-02-13 05:36:47,2017-02-13 05:48:44,717,793,2017-02-13 05:33:59,48,2,2017-02-13 05:36:29,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",717,TargetCampaign,98,2017-02-13 05:28:25,Leads,5871,Declined,W_Services_User.16,W_Case.234
W_AgentWork.1297,2017-03-15 00:14:18,2017-03-15 00:33:18,2017-03-15 00:35:02,2017-03-15 00:42:12,2017-03-15 00:55:38,806,1635,2017-03-15 00:40:56,44,5,2017-03-15 00:36:28,Aliquam non mauris.,806,Tier3Queue,54,2017-03-15 00:34:38,sfdc_sos,1674,Closed,W_Services_User.1,W_Case.468
W_AgentWork.1298,2016-11-27 11:20:22,2016-11-27 13:06:22,2016-11-27 13:07:43,2016-11-27 13:14:30,2016-11-27 13:38:04,1414,1065,2016-11-27 13:10:41,51,4,2016-11-27 13:09:48,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1414,Knowledge_Translations,91,2016-11-27 13:07:59,LiveMessage,6848,Assigned,W_Services_User.7,W_Case.18
W_AgentWork.1299,2016-10-22 20:32:21,2016-10-22 21:28:21,2016-10-22 21:29:23,2016-10-22 21:38:15,2016-10-22 21:44:44,389,1021,2016-10-22 21:33:29,45,4,2016-10-22 21:35:41,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",389,Tier1Queue,65,2016-10-22 21:29:47,sfdc_liveagent,3954,Declined,W_Services_User.2,W_Case.150
W_AgentWork.1300,2016-09-05 07:10:10,2016-09-05 08:17:10,2016-09-05 08:18:28,2016-09-05 08:20:42,2016-09-05 08:47:58,1636,1416,2016-09-05 08:18:58,88,4,2016-09-05 08:19:15,Duis at velit eu est congue elementum.,1636,Time_Off_Manager_Payroll,80,2016-09-05 08:18:45,Leads,4232,Declined,W_Services_User.7,W_Case.307
W_AgentWork.1301,2016-10-13 14:35:31,2016-10-13 14:51:31,2016-10-13 14:51:56,2016-10-13 14:58:38,2016-10-13 15:27:43,1745,1335,2016-10-13 14:54:05,64,4,2016-10-13 14:53:30,Donec ut dolor.,1745,UnassignedPartnerLeads,12,2016-10-13 14:51:54,sfdc_liveagent,1387,Assigned,W_Services_User.19,W_Case.217
W_AgentWork.1302,2016-08-24 20:09:50,2016-08-24 20:50:50,2016-08-24 20:52:24,2016-08-24 21:01:38,2016-08-24 21:23:37,1319,798,2016-08-24 20:56:31,24,1,2016-08-24 20:57:55,Nulla tempus.,1319,Tier1Queue,65,2016-08-24 20:52:12,sfdc_liveagent,3108,Unavailable,W_Services_User.19,W_Case.289
W_AgentWork.1303,2017-02-11 04:59:23,2017-02-11 06:30:23,2017-02-11 06:30:42,2017-02-11 06:39:14,2017-02-11 06:52:46,812,793,2017-02-11 06:32:47,12,6,2017-02-11 06:32:27,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",812,Tier2Queue,31,2017-02-11 06:31:34,sfdc_liveagent,5991,Unavailable,W_Services_User.1,W_Case.227
W_AgentWork.1304,2016-11-07 17:07:04,2016-11-07 19:01:04,2016-11-07 19:02:15,2016-11-07 19:05:48,2016-11-07 19:17:24,696,591,2016-11-07 19:12:14,17,5,2016-11-07 19:04:42,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",696,Tier3Queue,50,2016-11-07 19:01:15,Cases,7124,Unavailable,W_Services_User.18,W_Case.301
W_AgentWork.1305,2016-10-21 12:55:37,2016-10-21 14:33:37,2016-10-21 14:34:40,2016-10-21 14:40:46,2016-10-21 14:58:31,1065,583,2016-10-21 14:37:24,7,4,2016-10-21 14:39:41,Maecenas tincidunt lacus at velit.,1065,Knowledge_Translations,0,2016-10-21 14:34:36,Leads,6309,Unavailable,W_Services_User.12,W_Case.119
W_AgentWork.1306,2016-07-04 13:08:35,2016-07-04 13:23:35,2016-07-04 13:24:57,2016-07-04 13:26:26,2016-07-04 13:27:53,87,1700,2016-07-04 13:27:14,79,3,2016-07-04 13:25:59,Nullam sit amet turpis elementum ligula vehicula consequat.,87,InternationalQueue,6,2016-07-04 13:24:34,Leads,1071,Canceled,W_Services_User.18,W_Case.30
W_AgentWork.1307,2017-03-07 05:03:41,2017-03-07 05:41:41,2017-03-07 05:42:05,2017-03-07 05:46:59,2017-03-07 06:15:41,1722,1155,2017-03-07 05:42:45,11,5,2017-03-07 05:43:05,In blandit ultrices enim.,1722,Tier1Queue,87,2017-03-07 05:43:03,sfdc_liveagent,2598,Unavailable,W_Services_User.14,W_Case.336
W_AgentWork.1308,2016-08-03 12:41:31,2016-08-03 13:09:31,2016-08-03 13:10:22,2016-08-03 13:19:00,2016-08-03 13:37:29,1109,1534,2016-08-03 13:12:43,35,3,2016-08-03 13:17:20,Nulla ut erat id mauris vulputate elementum.,1109,Social_Queue,76,2016-08-03 13:10:24,sfdc_liveagent,2249,Closed,W_Services_User.6,W_Case.326
W_AgentWork.1309,2017-01-19 23:20:36,2017-01-19 23:34:36,2017-01-19 23:35:15,2017-01-19 23:41:12,2017-01-19 23:57:10,958,493,2017-01-19 23:36:10,8,1,2017-01-19 23:37:24,Quisque porta volutpat erat.,958,Social_Queue,80,2017-01-19 23:36:10,sfdc_liveagent,1236,Unavailable,W_Services_User.19,W_Case.316
