Account.External_Id__c,Owner.External_Id__c,CreatedDate__c,External_Id__c,Contact.External_Id__c,IsEscalated,CSAT__c,Origin,Type,Subject,Priority,Status,ClosedDate__c
W_Account.8421,W_User.1,2015-12-14 00:00:00,W_Case.8472,W_Contact.8421,false,57,Twitter,Product Support,How do I check my order status?,Medium,Closed,2015-12-18 00:00:00
W_Account.8421,W_User.1,2015-12-23 00:00:00,W_Case.8473,W_Contact.8421,false,98,Chat,Technical Issue,Troubleshooting issues with the product,Low,Closed,2015-12-25 00:00:00
W_Account.8421,W_User.1,2016-02-25 00:00:00,W_Case.8474,W_Contact.8421,false,69,Chat,Technical Issue,Do you sell replacement parts?,Medium,Closed,2016-03-03 00:00:00
W_Account.8421,W_User.1,2016-01-01 00:00:00,W_Case.8475,W_Contact.8421,false,91,Mobile Device,General,Customer would like to upgrade,Medium,Closed,2016-01-07 00:00:00
W_Account.8421,W_User.1,2016-02-04 00:00:00,W_Case.8476,W_Contact.8421,false,76,Website,Product Support,What's included in your service contract?,Critical,Closed,2016-02-07 00:00:00
W_Account.8424,W_User.6,2016-07-14 00:00:00,W_Case.8477,W_Contact.8424,false,72,Twitter,Account Support,Need most recent invoice,High,Closed,2016-07-21 00:00:00
W_Account.8427,W_User.3,2017-05-22 00:00:00,W_Case.8478,W_Contact.8427,false,83,Mobile Device,General,I have a product suggestion.,Medium,Closed,2017-05-22 00:00:00
W_Account.8429,W_User.10,2015-12-03 00:00:00,W_Case.8479,W_Contact.8429,false,75,Facebook,Technical Issue,Need additional product information,Medium,Closed,2015-12-03 00:00:00
W_Account.8433,W_User.4,2015-10-05 00:00:00,W_Case.8480,W_Contact.8433,false,85,Q&A,Technical Issue,Customer would like to upgrade,High,Closed,2015-10-05 00:00:00
W_Account.8433,W_User.4,2015-10-24 00:00:00,W_Case.8481,W_Contact.8433,false,97,Google,Account Support,Customer service hours of operation.,Medium,Closed,2015-10-24 00:00:00
W_Account.8433,W_User.4,2015-09-22 00:00:00,W_Case.8482,W_Contact.8433,false,86,Google,General,Can I access your community from my mobile device?,Medium,Closed,2015-09-27 00:00:00
W_Account.8437,W_User.11,2015-09-12 00:00:00,W_Case.8483,W_Contact.8437,false,84,Instagram,Technical Issue,What’s the product warranty policy?,High,Waiting on Customer,
W_Account.8438,W_User.8,2016-11-12 00:00:00,W_Case.8484,W_Contact.8438,false,70,Facebook,General,What’s the product warranty policy?,Critical,Closed,2016-11-16 00:00:00
W_Account.8439,W_User.13,2016-05-27 00:00:00,W_Case.8485,W_Contact.8439,false,97,Email,Account Support,Product setup issues,Critical,Closed,2016-06-04 00:00:00
W_Account.8439,W_User.13,2016-05-07 00:00:00,W_Case.8486,W_Contact.8439,false,68,Google,Product Support,How do I become a partner?,Medium,Closed,2016-05-13 00:00:00
W_Account.8439,W_User.13,2016-05-06 00:00:00,W_Case.8487,W_Contact.8439,false,87,Website,Product Support,Problem with my bill,Low,Closed,2016-05-12 00:00:00
W_Account.8439,W_User.13,2016-05-11 00:00:00,W_Case.8488,W_Contact.8439,false,64,Phone,Product Support,Please send shipping confirmation.,Critical,Closed,2016-05-16 00:00:00
W_Account.8439,W_User.13,2016-05-26 00:00:00,W_Case.8489,W_Contact.8439,false,89,LinkedIn,Technical Issue,Where can I download your mobile app?,Low,Closed,2016-05-29 00:00:00
W_Account.8439,W_User.13,2016-04-29 00:00:00,W_Case.8490,W_Contact.8439,true,73,Phone,Account Support,I can't understand the installation instructions,Critical,Closed,2016-04-29 00:00:00
W_Account.8454,W_User.3,2015-12-20 00:00:00,W_Case.8491,W_Contact.8454,false,60,Mobile Device,Product Support,How can I request a new feature?,Low,Closed,2015-12-24 00:00:00
W_Account.8457,W_User.1,2016-11-09 00:00:00,W_Case.8492,W_Contact.8457,false,74,Website,Technical Issue,Customer called to make a payment,Critical,Closed,2016-11-11 00:00:00
W_Account.8458,W_User.7,2016-09-19 00:00:00,W_Case.8493,W_Contact.8458,false,69,LinkedIn,General,Where can I download your mobile app?,Medium,Closed,2016-09-25 00:00:00
W_Account.8458,W_User.7,2016-11-04 00:00:00,W_Case.8494,W_Contact.8458,false,91,Community,Technical Issue,Question about my invoice,Low,Closed,2016-11-04 00:00:00
W_Account.8465,W_User.17,2017-05-22 00:00:00,W_Case.8495,W_Contact.8465,false,80,Email,Technical Issue,Question about my invoice,Low,Closed,2017-05-22 00:00:00
W_Account.8465,W_User.17,2017-05-22 00:00:00,W_Case.8496,W_Contact.8465,false,76,Q&A,General,How do I upgrade?,Critical,Closed,2017-05-22 00:00:00
W_Account.8469,W_User.1,2016-01-23 00:00:00,W_Case.8497,W_Contact.8469,false,71,Twitter,General,Customer would like to upgrade,Critical,Closed,2016-01-27 00:00:00
W_Account.8470,W_User.6,2016-06-15 00:00:00,W_Case.8498,W_Contact.8470,false,81,Twitter,Product Support,Problem with my bill,Critical,Closed,2016-06-22 00:00:00
W_Account.8470,W_User.6,2016-07-17 00:00:00,W_Case.8499,W_Contact.8470,false,92,Facebook,Product Support,Where do I get your mobile app?,Critical,Closed,2016-07-17 00:00:00
W_Account.8471,W_User.2,2016-09-07 00:00:00,W_Case.8500,W_Contact.8471,false,84,Community,Technical Issue,I have a product suggestion.,Medium,Closed,2016-09-13 00:00:00
W_Account.8471,W_User.2,2016-11-05 00:00:00,W_Case.8501,W_Contact.8471,false,70,Email,Technical Issue,Projector getting over heated,Medium,Closed,2016-11-08 00:00:00
W_Account.8471,W_User.2,2016-08-30 00:00:00,W_Case.8502,W_Contact.8471,false,70,Facebook,General,Please send shipping confirmation.,Critical,Closed,2016-09-06 00:00:00
W_Account.8471,W_User.2,2016-09-16 00:00:00,W_Case.8503,W_Contact.8471,false,77,Community,Account Support,Error on my bill,Medium,Closed,2016-09-21 00:00:00
W_Account.8471,W_User.2,2016-08-27 00:00:00,W_Case.8504,W_Contact.8471,false,63,Chat,Product Support,How do I check my order status?,Critical,Closed,2016-08-27 00:00:00
W_Account.8471,W_User.2,2016-08-18 00:00:00,W_Case.8505,W_Contact.8471,false,68,Chat,Product Support,Where can I purchase your products?,Low,Closed,2016-08-20 00:00:00
W_Account.8471,W_User.2,2016-11-06 00:00:00,W_Case.8506,W_Contact.8471,false,79,Email,Account Support,Expediting my order?,Low,Closed,2016-11-11 00:00:00
W_Account.8474,W_User.17,2016-02-20 00:00:00,W_Case.8507,W_Contact.8474,false,60,Instagram,Account Support,Billing issue,Medium,Closed,2016-02-28 00:00:00
W_Account.8474,W_User.17,2016-02-23 00:00:00,W_Case.8508,W_Contact.8474,false,67,Facebook,Technical Issue,"Product damaged, mishandled during shipping.",Critical,Closed,2016-03-01 00:00:00
W_Account.8474,W_User.17,2016-05-04 00:00:00,W_Case.8509,W_Contact.8474,false,89,Instagram,Technical Issue,Please expedite my order.,Medium,Closed,2016-05-05 00:00:00
W_Account.8474,W_User.17,2016-03-02 00:00:00,W_Case.8510,W_Contact.8474,false,74,Instagram,General,Please send shipping confirmation.,Low,Closed,2016-03-03 00:00:00
W_Account.8474,W_User.17,2016-04-15 00:00:00,W_Case.8511,W_Contact.8474,false,57,Phone,Account Support,Please change my contact information.,High,Closed,2016-04-16 00:00:00
W_Account.8476,W_User.20,2017-02-09 00:00:00,W_Case.8512,W_Contact.8476,false,71,Twitter,Technical Issue,Troubleshooting issues with the product,Critical,Closed,2017-02-18 00:00:00
W_Account.8478,W_User.4,2017-02-06 00:00:00,W_Case.8513,W_Contact.8478,false,69,Email,Technical Issue,Please expedite my order.,Low,Closed,2017-02-15 00:00:00
W_Account.8478,W_User.4,2017-03-01 00:00:00,W_Case.8514,W_Contact.8478,false,81,Twitter,General,I have a product suggestion.,Low,Closed,2017-03-04 00:00:00
W_Account.8479,W_User.19,2016-09-29 00:00:00,W_Case.8515,W_Contact.8479,false,61,Facebook,Account Support,How do I change my password?,High,Closed,2016-09-30 00:00:00
W_Account.8480,W_User.5,2017-05-22 00:00:00,W_Case.8516,W_Contact.8480,false,69,Website,General,Question about my invoice,High,Closed,2017-05-22 00:00:00
W_Account.8480,W_User.5,2017-05-22 00:00:00,W_Case.8517,W_Contact.8480,false,81,Google,General,Where do I submit a product suggestion?,Critical,Escalated,
W_Account.8480,W_User.5,2017-05-21 00:00:00,W_Case.8518,W_Contact.8480,false,77,Q&A,Account Support,Setup Instructions are missing,High,Closed,2017-05-22 00:00:00
W_Account.8480,W_User.5,2017-04-01 00:00:00,W_Case.8519,W_Contact.8480,false,69,Q&A,Account Support,What’s the product warranty policy?,Critical,Waiting on Customer,
W_Account.8480,W_User.5,2017-05-19 00:00:00,W_Case.8520,W_Contact.8480,false,62,Phone,Technical Issue,Billing statement reprint,Critical,Closed,2017-05-20 00:00:00
W_Account.8480,W_User.5,2017-04-11 00:00:00,W_Case.8521,W_Contact.8480,false,60,Website,General,Question about my invoice,Low,Working,
W_Account.8481,W_User.1,2015-11-19 00:00:00,W_Case.8522,W_Contact.8481,false,72,Community,Technical Issue,I have a product suggestion.,Low,Closed,2015-11-26 00:00:00
W_Account.8481,W_User.1,2015-08-23 00:00:00,W_Case.8523,W_Contact.8481,false,77,Facebook,Account Support,Billing address change,Critical,Closed,2015-08-28 00:00:00
W_Account.8481,W_User.1,2015-11-01 00:00:00,W_Case.8524,W_Contact.8481,false,81,Q&A,Technical Issue,How do I diagnose this product issue?,Low,Closed,2015-11-02 00:00:00
W_Account.8483,W_User.3,2016-01-14 00:00:00,W_Case.8525,W_Contact.8483,false,75,Facebook,General,Where can I purchase your products?,Low,Closed,2016-01-15 00:00:00
W_Account.8484,W_User.19,2016-02-08 00:00:00,W_Case.8526,W_Contact.8484,false,65,Google,General,Can you help me get set up?,Low,Closed,2016-02-17 00:00:00
W_Account.8484,W_User.19,2016-03-13 00:00:00,W_Case.8527,W_Contact.8484,false,62,Instagram,Product Support,Need most recent invoice,Low,Closed,2016-03-15 00:00:00
W_Account.8484,W_User.19,2016-03-20 00:00:00,W_Case.8528,W_Contact.8484,false,77,Q&A,Product Support,"Product damaged, mishandled during shipping.",Medium,Closed,2016-03-22 00:00:00
W_Account.8484,W_User.19,2016-03-05 00:00:00,W_Case.8529,W_Contact.8484,false,88,Phone,Product Support,Need additional product information,Low,Closed,2016-03-10 00:00:00
W_Account.8485,W_User.15,2015-09-29 00:00:00,W_Case.8530,W_Contact.8485,false,78,Twitter,Account Support,Bill payment clarification.,Medium,Closed,2015-09-29 00:00:00
W_Account.8485,W_User.15,2015-09-23 00:00:00,W_Case.8531,W_Contact.8485,false,70,Community,Technical Issue,Customer service hours of operation.,Critical,Closed,2015-10-01 00:00:00
W_Account.8485,W_User.15,2015-11-02 00:00:00,W_Case.8532,W_Contact.8485,false,68,Phone,Technical Issue,I need to pay my invoice.,High,Closed,2015-11-09 00:00:00
W_Account.8487,W_User.1,2017-03-18 00:00:00,W_Case.8533,W_Contact.8487,false,76,Community,Technical Issue,How do I change my password?,High,Closed,2017-03-22 00:00:00
W_Account.8487,W_User.1,2017-02-21 00:00:00,W_Case.8534,W_Contact.8487,false,62,Instagram,Technical Issue,How do I upgrade?,High,Closed,2017-03-02 00:00:00
W_Account.8487,W_User.1,2017-03-28 00:00:00,W_Case.8535,W_Contact.8487,false,63,Chat,Technical Issue,Where do I submit a product suggestion?,Medium,Closed,2017-04-02 00:00:00
W_Account.8488,W_User.3,2015-09-29 00:00:00,W_Case.8536,W_Contact.8488,false,77,Community,Account Support,I need to pay my invoice.,Low,Closed,2015-10-07 00:00:00
W_Account.8491,W_User.16,2015-11-07 00:00:00,W_Case.8537,W_Contact.8491,false,69,Facebook,Account Support,Troubleshooting issues with the product,Critical,Working,
W_Account.8491,W_User.16,2015-09-17 00:00:00,W_Case.8538,W_Contact.8491,false,78,Instagram,Account Support,Question on my most recent order.,Critical,Closed,2015-09-18 00:00:00
W_Account.8491,W_User.16,2015-11-17 00:00:00,W_Case.8539,W_Contact.8491,false,91,Community,Account Support,How do I upgrade?,Low,Closed,2015-11-19 00:00:00
W_Account.8491,W_User.16,2015-09-08 00:00:00,W_Case.8540,W_Contact.8491,false,84,Twitter,Product Support,Product setup issues,Low,Closed,2015-09-12 00:00:00
W_Account.8491,W_User.16,2015-09-18 00:00:00,W_Case.8541,W_Contact.8491,false,62,Instagram,General,How do I change my password?,Low,Closed,2015-09-20 00:00:00
W_Account.8491,W_User.16,2015-08-27 00:00:00,W_Case.8542,W_Contact.8491,false,67,Twitter,Account Support,How do I become a partner?,Medium,Closed,2015-08-31 00:00:00
W_Account.8491,W_User.16,2015-08-30 00:00:00,W_Case.8543,W_Contact.8491,false,86,Google,Technical Issue,Incorrect bill,Low,Closed,2015-09-06 00:00:00
W_Account.8491,W_User.16,2015-09-23 00:00:00,W_Case.8544,W_Contact.8491,false,73,LinkedIn,Technical Issue,How do I change my password?,Critical,Closed,2015-09-28 00:00:00
W_Account.8491,W_User.16,2015-11-04 00:00:00,W_Case.8545,W_Contact.8491,true,75,Chat,Product Support,Can I access your community from my mobile device?,Critical,Closed,2015-11-13 00:00:00
W_Account.8491,W_User.16,2015-08-27 00:00:00,W_Case.8546,W_Contact.8491,false,82,Phone,Product Support,How do I exchange a product?,Low,Closed,2015-08-30 00:00:00
W_Account.8491,W_User.16,2015-10-22 00:00:00,W_Case.8547,W_Contact.8491,false,69,Chat,Product Support,Can't understand installation instructions,Medium,Closed,2015-10-30 00:00:00
W_Account.8491,W_User.16,2015-09-03 00:00:00,W_Case.8548,W_Contact.8491,false,84,Google,General,Where do I send my check?,High,Closed,2015-09-09 00:00:00
W_Account.8491,W_User.16,2015-10-28 00:00:00,W_Case.8549,W_Contact.8491,false,79,Twitter,Product Support,Question on my most recent order.,Low,Closed,2015-11-06 00:00:00
W_Account.8491,W_User.16,2015-09-08 00:00:00,W_Case.8550,W_Contact.8491,false,78,Community,General,Customer called to make a payment,Medium,Closed,2015-09-17 00:00:00
W_Account.8491,W_User.16,2015-08-26 00:00:00,W_Case.8551,W_Contact.8491,false,76,Community,General,Projector getting over heated,Medium,Closed,2015-08-26 00:00:00
W_Account.8491,W_User.16,2015-09-22 00:00:00,W_Case.8552,W_Contact.8491,false,100,Community,Product Support,Projector getting over heated,Low,Attention,
W_Account.8491,W_User.16,2015-11-15 00:00:00,W_Case.8553,W_Contact.8491,true,78,Mobile Device,Product Support,How much do I owe on my bill?,Medium,Closed,2015-11-22 00:00:00
W_Account.8491,W_User.16,2015-10-15 00:00:00,W_Case.8554,W_Contact.8491,false,89,Twitter,Product Support,How do I check my order status?,High,Closed,2015-10-21 00:00:00
W_Account.8491,W_User.16,2015-10-11 00:00:00,W_Case.8555,W_Contact.8491,false,80,Website,Technical Issue,Please change my contact information.,Low,Closed,2015-10-12 00:00:00
W_Account.8491,W_User.16,2015-09-11 00:00:00,W_Case.8556,W_Contact.8491,false,69,Q&A,General,Setup Instructions are missing,Low,Closed,2015-09-20 00:00:00
W_Account.8491,W_User.16,2015-08-24 00:00:00,W_Case.8557,W_Contact.8491,false,82,Chat,Technical Issue,Customer would like to upgrade,Low,Closed,2015-08-26 00:00:00
W_Account.8491,W_User.16,2015-10-01 00:00:00,W_Case.8558,W_Contact.8491,false,78,Twitter,Technical Issue,I have a product suggestion.,Medium,Closed,2015-10-02 00:00:00
W_Account.8494,W_User.17,2016-09-26 00:00:00,W_Case.8559,W_Contact.8494,false,87,Q&A,Technical Issue,Is my personal information safe?,High,Attention,
W_Account.8494,W_User.17,2016-09-14 00:00:00,W_Case.8560,W_Contact.8494,false,85,Facebook,Technical Issue,Question about my last billing statement,Low,Closed,2016-09-17 00:00:00
W_Account.8496,W_User.16,2016-08-25 00:00:00,W_Case.8561,W_Contact.8496,false,67,LinkedIn,Technical Issue,Is my personal information safe?,High,Closed,2016-08-28 00:00:00
W_Account.8496,W_User.16,2016-07-25 00:00:00,W_Case.8562,W_Contact.8496,false,75,Q&A,Product Support,Where can I purchase your products?,Medium,Closed,2016-07-25 00:00:00
W_Account.8496,W_User.16,2016-07-30 00:00:00,W_Case.8563,W_Contact.8496,false,62,Website,Account Support,Problem with my bill,High,Closed,2016-08-06 00:00:00
W_Account.8500,W_User.3,2016-05-31 00:00:00,W_Case.8564,W_Contact.8500,false,85,Phone,Product Support,How do I upgrade?,Medium,Closed,2016-06-08 00:00:00
W_Account.8504,W_User.14,2015-09-22 00:00:00,W_Case.8565,W_Contact.8504,false,70,Facebook,General,Initiating return process.,High,Closed,2015-10-01 00:00:00
W_Account.8504,W_User.14,2015-10-23 00:00:00,W_Case.8566,W_Contact.8504,false,75,Community,General,Can I access your community from my mobile device?,Medium,Closed,2015-10-30 00:00:00
W_Account.8505,W_User.4,2017-05-22 00:00:00,W_Case.8567,W_Contact.8505,false,52,Facebook,Product Support,How do I create a secure password?,Critical,Closed,2017-05-22 00:00:00
W_Account.8505,W_User.4,2017-05-22 00:00:00,W_Case.8568,W_Contact.8505,false,66,Twitter,Product Support,Where can I download your mobile app?,Critical,Closed,2017-05-22 00:00:00
W_Account.8505,W_User.4,2017-05-22 00:00:00,W_Case.8569,W_Contact.8505,false,78,Chat,Technical Issue,How do I exchange a product?,Medium,Closed,2017-05-22 00:00:00
W_Account.8506,W_User.13,2015-12-22 00:00:00,W_Case.8570,W_Contact.8506,false,88,Phone,Account Support,How do I obtain your annual report?,Medium,Working,
W_Account.8507,W_User.8,2015-10-10 00:00:00,W_Case.8571,W_Contact.8507,false,68,LinkedIn,Technical Issue,Can you help me get set up?,High,Closed,2015-10-14 00:00:00
W_Account.8507,W_User.8,2015-09-10 00:00:00,W_Case.8572,W_Contact.8507,false,67,Q&A,Account Support,Need additional product information,Low,Closed,2015-09-18 00:00:00
W_Account.8515,W_User.7,2017-05-22 00:00:00,W_Case.8573,W_Contact.8515,false,69,Phone,General,I need to pay my invoice.,Low,Closed,2017-05-22 00:00:00
W_Account.8515,W_User.7,2017-05-22 00:00:00,W_Case.8574,W_Contact.8515,false,75,Twitter,General,How much do I owe on my bill?,Low,Closed,2017-05-22 00:00:00
W_Account.8515,W_User.7,2017-05-22 00:00:00,W_Case.8575,W_Contact.8515,false,71,Phone,General,How do I upgrade?,Low,Closed,2017-05-22 00:00:00
W_Account.8516,W_User.13,2015-09-07 00:00:00,W_Case.8576,W_Contact.8516,false,77,LinkedIn,General,I have a question about my contract.,Critical,Closed,2015-09-08 00:00:00
W_Account.8516,W_User.13,2015-10-13 00:00:00,W_Case.8577,W_Contact.8516,false,66,Website,Account Support,What are your service hours?,Medium,Closed,2015-10-13 00:00:00
W_Account.8516,W_User.13,2015-09-21 00:00:00,W_Case.8578,W_Contact.8516,false,64,LinkedIn,Account Support,How do I obtain your annual report?,High,Closed,2015-09-28 00:00:00
W_Account.8518,W_User.2,2016-12-11 00:00:00,W_Case.8579,W_Contact.8518,false,81,Instagram,Account Support,Please send shipping confirmation.,High,Closed,2016-12-13 00:00:00
W_Account.8519,W_User.4,2016-02-11 00:00:00,W_Case.8580,W_Contact.8519,false,70,LinkedIn,Account Support,Initiating return process.,Medium,Closed,2016-02-16 00:00:00
W_Account.8519,W_User.4,2016-02-26 00:00:00,W_Case.8581,W_Contact.8519,false,70,Email,General,Initiating return process.,Critical,Closed,2016-03-06 00:00:00
W_Account.8519,W_User.4,2016-03-01 00:00:00,W_Case.8582,W_Contact.8519,false,75,Community,General,How is my password stored?,Critical,Closed,2016-03-09 00:00:00
W_Account.8521,W_User.11,2016-06-06 00:00:00,W_Case.8583,W_Contact.8521,false,79,Chat,Technical Issue,I need to pay my invoice.,High,Closed,2016-06-07 00:00:00
W_Account.8521,W_User.11,2016-04-29 00:00:00,W_Case.8584,W_Contact.8521,false,75,Google,General,Bill payment clarification.,High,Closed,2016-05-03 00:00:00
W_Account.8522,W_User.1,2016-05-28 00:00:00,W_Case.8585,W_Contact.8522,false,66,Chat,Product Support,Billing address change,High,Closed,2016-06-04 00:00:00
W_Account.8524,W_User.5,2016-02-18 00:00:00,W_Case.8586,W_Contact.8524,false,64,Mobile Device,Product Support,Projector getting over heated,Critical,Waiting on Customer,
W_Account.8524,W_User.5,2015-12-14 00:00:00,W_Case.8587,W_Contact.8524,false,75,Website,Technical Issue,How do I obtain your annual report?,High,Closed,2015-12-16 00:00:00
W_Account.8525,W_User.3,2016-02-10 00:00:00,W_Case.8588,W_Contact.8525,false,64,Chat,General,Need guidance getting started with my installation,Medium,Waiting on Customer,
W_Account.8525,W_User.3,2016-04-02 00:00:00,W_Case.8589,W_Contact.8525,false,72,LinkedIn,Account Support,What are your service hours?,Critical,Closed,2016-04-02 00:00:00
W_Account.8525,W_User.3,2016-04-24 00:00:00,W_Case.8590,W_Contact.8525,false,82,Website,Product Support,Billing issue,Critical,Closed,2016-04-29 00:00:00
W_Account.8527,W_User.11,2017-05-05 00:00:00,W_Case.8591,W_Contact.8527,false,80,Google,Product Support,Please expedite my order.,Critical,Closed,2017-05-13 00:00:00
W_Account.8527,W_User.11,2017-05-05 00:00:00,W_Case.8592,W_Contact.8527,false,69,Community,Product Support,Can I access your community from my mobile device?,Medium,Closed,2017-05-14 00:00:00
W_Account.8528,W_User.13,2016-09-10 00:00:00,W_Case.8593,W_Contact.8528,false,68,Chat,Product Support,Billing address change,Medium,Closed,2016-09-12 00:00:00
W_Account.8530,W_User.7,2015-12-24 00:00:00,W_Case.8594,W_Contact.8530,false,76,Phone,Technical Issue,Does your app work on my mobile device?,Low,Closed,2015-12-31 00:00:00
W_Account.8530,W_User.7,2015-10-30 00:00:00,W_Case.8595,W_Contact.8530,false,73,Mobile Device,Account Support,What are your service hours?,Low,Closed,2015-11-06 00:00:00
W_Account.8530,W_User.7,2015-12-23 00:00:00,W_Case.8596,W_Contact.8530,true,90,Phone,General,Where do I submit a product suggestion?,Low,Closed,2015-12-25 00:00:00
W_Account.8531,W_User.2,2016-01-17 00:00:00,W_Case.8597,W_Contact.8531,false,82,Community,Technical Issue,Problem with my bill,Low,Closed,2016-01-17 00:00:00
W_Account.8531,W_User.2,2016-02-06 00:00:00,W_Case.8598,W_Contact.8531,false,71,Email,Product Support,"Product damaged, mishandled during shipping.",High,Closed,2016-02-07 00:00:00
W_Account.8531,W_User.2,2016-01-04 00:00:00,W_Case.8599,W_Contact.8531,false,78,Q&A,Technical Issue,I can't understand the installation instructions,Critical,Closed,2016-01-08 00:00:00
W_Account.8531,W_User.2,2016-01-31 00:00:00,W_Case.8600,W_Contact.8531,false,68,Facebook,Product Support,How do I set up auto-payment?,Medium,Closed,2016-02-05 00:00:00
W_Account.8534,W_User.6,2017-04-16 00:00:00,W_Case.8601,W_Contact.8534,false,65,Instagram,Product Support,Do you sell replacement parts?,Low,Waiting on Customer,
W_Account.8535,W_User.1,2015-10-09 00:00:00,W_Case.8602,W_Contact.8535,false,76,Q&A,General,What are your support hours?,Critical,Closed,2015-10-16 00:00:00
W_Account.8535,W_User.1,2015-09-22 00:00:00,W_Case.8603,W_Contact.8535,false,74,Mobile Device,Technical Issue,Purchase order question,High,Closed,2015-09-22 00:00:00
W_Account.8535,W_User.1,2015-11-17 00:00:00,W_Case.8604,W_Contact.8535,false,65,Phone,Product Support,What's included in your service contract?,High,Closed,2015-11-18 00:00:00
W_Account.8535,W_User.1,2015-09-11 00:00:00,W_Case.8605,W_Contact.8535,false,78,Instagram,Product Support,How can I request a new feature?,Critical,Closed,2015-09-15 00:00:00
W_Account.8535,W_User.1,2015-08-24 00:00:00,W_Case.8606,W_Contact.8535,false,85,Mobile Device,Account Support,Does your app work on my mobile device?,Critical,Closed,2015-08-26 00:00:00
W_Account.8535,W_User.1,2015-09-24 00:00:00,W_Case.8607,W_Contact.8535,false,85,LinkedIn,General,Bill payment clarification.,Medium,Closed,2015-10-01 00:00:00
W_Account.8535,W_User.1,2015-09-12 00:00:00,W_Case.8608,W_Contact.8535,false,82,LinkedIn,Account Support,Incorrect bill,Critical,Closed,2015-09-20 00:00:00
W_Account.8537,W_User.5,2015-10-10 00:00:00,W_Case.8609,W_Contact.8537,false,71,Q&A,Product Support,Question about my invoice,Critical,Attention,
W_Account.8537,W_User.5,2015-09-30 00:00:00,W_Case.8610,W_Contact.8537,false,78,Website,Technical Issue,Customer would like to upgrade,Critical,Closed,2015-10-01 00:00:00
W_Account.8538,W_User.12,2017-01-30 00:00:00,W_Case.8611,W_Contact.8538,false,55,Twitter,Product Support,Need additional product information,High,Closed,2017-01-30 00:00:00
W_Account.8539,W_User.1,2016-07-10 00:00:00,W_Case.8612,W_Contact.8539,false,72,Google,General,I have a question about my contract.,Medium,Closed,2016-07-17 00:00:00
W_Account.8540,W_User.3,2016-02-01 00:00:00,W_Case.8613,W_Contact.8540,false,90,Website,Product Support,Where do I get your mobile app?,Critical,Closed,2016-02-05 00:00:00
W_Account.8542,W_User.14,2016-08-17 00:00:00,W_Case.8614,W_Contact.8542,false,66,LinkedIn,Product Support,Customer service hours of operation.,Medium,Closed,2016-08-23 00:00:00
W_Account.8542,W_User.14,2016-07-15 00:00:00,W_Case.8615,W_Contact.8542,false,78,Website,Product Support,I have a question about my contract.,Low,Attention,
W_Account.8542,W_User.14,2016-07-04 00:00:00,W_Case.8616,W_Contact.8542,false,76,Phone,Technical Issue,Was our last payment correct?,High,Closed,2016-07-06 00:00:00
W_Account.8542,W_User.14,2016-08-05 00:00:00,W_Case.8617,W_Contact.8542,false,75,Community,Account Support,Setup Instructions are missing,Low,Closed,2016-08-14 00:00:00
W_Account.8542,W_User.14,2016-06-16 00:00:00,W_Case.8618,W_Contact.8542,false,52,LinkedIn,Account Support,Question on my most recent order.,Low,Closed,2016-06-16 00:00:00
W_Account.8545,W_User.2,2015-11-16 00:00:00,W_Case.8619,W_Contact.8545,false,73,Community,General,How do I diagnose this product issue?,Critical,Closed,2015-11-17 00:00:00
W_Account.8545,W_User.2,2015-11-26 00:00:00,W_Case.8620,W_Contact.8545,false,65,Facebook,General,Question on my most recent order.,High,Closed,2015-11-28 00:00:00
W_Account.8545,W_User.2,2015-11-05 00:00:00,W_Case.8621,W_Contact.8545,true,75,Facebook,Account Support,How do I get started with your service?,High,Waiting on Customer,
W_Account.8545,W_User.2,2015-12-03 00:00:00,W_Case.8622,W_Contact.8545,false,76,Facebook,Account Support,Incorrect bill,Medium,Closed,2015-12-07 00:00:00
W_Account.8545,W_User.2,2015-10-07 00:00:00,W_Case.8623,W_Contact.8545,false,72,Twitter,Technical Issue,Incorrect bill,Medium,Closed,2015-10-16 00:00:00
W_Account.8546,W_User.19,2016-11-02 00:00:00,W_Case.8624,W_Contact.8546,false,78,Google,Account Support,Setup Instructions are missing,Low,Closed,2016-11-08 00:00:00
W_Account.8547,W_User.4,2016-09-01 00:00:00,W_Case.8625,W_Contact.8547,false,80,Google,General,Assembly instruction help,High,Closed,2016-09-04 00:00:00
W_Account.8549,W_User.1,2017-05-09 00:00:00,W_Case.8626,W_Contact.8549,false,73,Google,Account Support,How do I check my order status?,Low,Closed,2017-05-12 00:00:00
W_Account.8551,W_User.19,2016-07-05 00:00:00,W_Case.8627,W_Contact.8551,false,81,Mobile Device,General,I have a product suggestion.,Medium,Closed,2016-07-13 00:00:00
W_Account.8551,W_User.19,2016-06-21 00:00:00,W_Case.8628,W_Contact.8551,false,78,Facebook,Product Support,I received the wrong invoice.,Medium,Closed,2016-06-26 00:00:00
W_Account.8552,W_User.14,2016-12-01 00:00:00,W_Case.8629,W_Contact.8552,false,65,Q&A,Product Support,Incorrect bill,High,Closed,2016-12-06 00:00:00
W_Account.8553,W_User.1,2015-10-12 00:00:00,W_Case.8630,W_Contact.8553,false,69,Twitter,Account Support,Items missing from shipment.,Critical,Closed,2015-10-15 00:00:00
W_Account.8553,W_User.1,2015-11-08 00:00:00,W_Case.8631,W_Contact.8553,false,65,Twitter,Product Support,Troubleshooting issues with the product,Medium,Closed,2015-11-11 00:00:00
