What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,TaskSubtype,CallDurationInSeconds,CallDisposition,CallType,Status,Priority,Subject
W_Opportunity.9120,W_User.6,2015-12-22 23:05:46,2015-12-25,W_Sales_Task.15306,Task,2740,Call Successful,Outbound,Open,Normal,Setup & Run the First Manager Certification Class
W_Opportunity.9120,W_User.6,2015-12-25 11:45:16,2016-01-07,W_Sales_Task.15307,Task,1870,Contacted,Inbound,On Hold,Normal,Cold Call to Director of Operations
W_Opportunity.15480,W_User.2,2016-03-16 19:40:41,2016-03-22,W_Sales_Task.15308,Task,2990,Call Successful,Internal,Completed,Normal,Draft Proposal for Customer
W_Opportunity.15480,W_User.2,2016-03-15 18:28:48,2016-03-21,W_Sales_Task.15309,Task,2200,Call Successful,Inbound,In Progress,Normal,Request Questions From Customer
W_Opportunity.18487,W_User.4,2016-05-28 04:52:15,2016-05-30,W_Sales_Task.15310,Task,3300,Left Voicemail,Internal,In Progress,Normal,Develop Outbound Call Script and Offers
W_Opportunity.18487,W_User.4,2016-06-06 10:03:56,2016-06-15,W_Sales_Task.15311,Task,1290,Call Successful,Internal,Not Started,Normal,Follow Up to My Message
W_Opportunity.22280,W_User.2,2016-06-25 02:01:58,2016-06-26,W_Sales_Task.15312,Task,2070,Left Voicemail,Internal,Not Started,High,Deal Discussion with Team
W_Opportunity.51403,W_User.13,2016-02-24 14:40:22,2016-02-27,W_Sales_Task.15313,Task,570,Call Successful,Outbound,In Progress,Normal,Manager Deal Update
W_Opportunity.12,W_User.3,2017-02-13 20:45:32,2017-02-18,W_Sales_Task.15314,Task,2350,Contacted,Internal,In Progress,Normal,Quick Call with VP of Operations
W_Opportunity.12,W_User.3,2017-03-06 14:21:34,2017-03-15,W_Sales_Task.15315,Task,1150,Call Successful,Inbound,Completed,Normal,Negotiate Terms
W_Opportunity.301,W_User.15,2016-06-15 14:51:54,2016-06-15,W_Sales_Task.15316,Task,3500,Call Successful,Inbound,Not Started,Normal,Share Notes from Discussion
W_Opportunity.301,W_User.15,2016-06-23 14:05:39,2016-06-27,W_Sales_Task.15317,Task,2080,Appointment Set,Inbound,Not Started,Normal,Notes from Discovery Call
W_Opportunity.337,W_User.15,2016-10-31 04:43:07,2016-11-01,W_Sales_Task.15318,Task,170,Appointment Set,Inbound,Not Started,Normal,Qualification Call Notes
W_Opportunity.445,W_User.1,2016-04-25 11:14:38,2016-05-05,W_Sales_Task.15319,Task,520,Contacted,Inbound,In Progress,Normal,Opportunity Close Plan Development
W_Opportunity.445,W_User.1,2016-04-21 13:13:29,2016-04-30,W_Sales_Task.15320,Task,200,Left Voicemail,Internal,Not Started,Normal,Follow-up with Customer
W_Opportunity.465,W_User.17,2016-11-25 19:20:36,2016-11-27,W_Sales_Task.15321,Task,2850,Appointment Set,Internal,Not Started,Normal,Check In with Customer
W_Opportunity.750,W_User.2,2016-08-09 11:59:29,2016-08-18,W_Sales_Task.15322,Task,1000,Call Successful,Inbound,Completed,Normal,Finalize Contract and Discuss Terms
W_Opportunity.750,W_User.2,2016-07-30 11:52:10,2016-07-30,W_Sales_Task.15323,Task,1690,No Answer,Inbound,Not Started,Normal,Request Requirements Document
W_Opportunity.899,W_User.16,2016-03-31 13:37:10,2016-03-31,W_Sales_Task.15324,Task,2930,Call Successful,Internal,Not Started,Normal,Follow Up To My Message
W_Opportunity.914,W_User.5,2016-03-02 21:05:08,2016-03-05,W_Sales_Task.15325,Task,1590,Left Voicemail,Inbound,On Hold,Normal,Cold Call to Director of Services
W_Opportunity.914,W_User.5,2016-03-05 17:52:13,2016-03-11,W_Sales_Task.15326,Task,1710,Appointment Set,Internal,In Progress,Normal,Feature Request Submitted
W_Opportunity.1308,W_User.19,2016-08-31 12:35:26,2016-09-12,W_Sales_Task.15327,Task,1180,Left Message,Inbound,Completed,Normal,Sales Presentation
W_Opportunity.1325,W_User.2,2016-03-29 02:03:14,2016-04-09,W_Sales_Task.15328,Task,870,Appointment Set,Inbound,On Hold,Normal,Review Social Listening and Identify Keywords
W_Opportunity.1739,W_User.4,2016-07-15 16:36:02,2016-07-16,W_Sales_Task.15329,Task,640,Appointment Set,Internal,In Progress,Normal,Notes from Stakeholder Meeting
W_Opportunity.1739,W_User.4,2016-07-13 17:38:52,2016-07-15,W_Sales_Task.15330,Email,2160,Call Successful,Internal,On Hold,Normal,Approve Ad Designs
W_Opportunity.2106,W_User.16,2016-07-06 10:48:06,2016-07-19,W_Sales_Task.15331,Task,860,Call Successful,Inbound,In Progress,Normal,Approve Ad Designs
W_Opportunity.2164,W_User.6,2017-02-22 09:00:14,2017-02-27,W_Sales_Task.15332,Task,2220,Call Successful,Outbound,On Hold,Normal,Follow-Up From Meeting
W_Opportunity.2164,W_User.6,2017-02-16 20:13:12,2017-02-18,W_Sales_Task.15333,Task,3570,Busy,Outbound,Completed,Normal,Other
W_Opportunity.2390,W_User.1,2016-03-12 14:37:52,2016-03-16,W_Sales_Task.15334,Task,180,Call Successful,Inbound,On Hold,High,Cold Call with Prospect
W_Opportunity.2423,W_User.5,2016-12-14 22:52:28,2016-12-23,W_Sales_Task.15335,Task,1550,Left Message,Outbound,Not Started,Normal,Internal Deal Discussion
W_Opportunity.2423,W_User.5,2016-11-02 03:17:40,2016-11-06,W_Sales_Task.15336,Task,2240,Appointment Set,Internal,Not Started,Normal,Discovery Call
W_Opportunity.2431,W_User.15,2017-04-05 12:42:21,2017-04-14,W_Sales_Task.15337,Task,3480,Appointment Set,Internal,In Progress,Normal,Complete and Send Close Plan
W_Opportunity.2588,W_User.17,2016-03-16 20:08:10,2016-03-26,W_Sales_Task.15338,Task,1610,Call Successful,Internal,Completed,Normal,Your Customer Has a Question About Their Bill
W_Opportunity.2742,W_User.1,2016-09-11 21:48:39,2016-09-19,W_Sales_Task.15339,Task,390,Appointment Set,Outbound,Open,Normal,Check-in with Customer
W_Opportunity.2742,W_User.1,2016-10-20 15:40:29,2016-10-21,W_Sales_Task.15340,Task,860,Appointment Set,Outbound,Completed,Normal,Send Out Proposal and Pricing
W_Opportunity.2746,W_User.17,2017-01-30 04:29:07,2017-02-03,W_Sales_Task.15341,Task,1560,Call Successful,Outbound,Completed,Normal,Send New Quote
W_Opportunity.2746,W_User.17,2017-01-31 20:25:20,2017-01-31,W_Sales_Task.15342,Task,2740,Call Successful,Inbound,Not Started,Normal,Other
W_Opportunity.2907,W_User.6,2017-01-14 00:56:41,2017-01-20,W_Sales_Task.15343,Task,1000,Contacted,Inbound,On Hold,Normal,Follow-up with Customer
W_Opportunity.2907,W_User.6,2017-01-16 20:00:42,2017-01-24,W_Sales_Task.15344,Task,560,No Answer,Outbound,Completed,Normal,Touch Base with Director of Sales
W_Opportunity.3142,W_User.1,2016-04-12 23:57:37,2016-04-12,W_Sales_Task.15345,Call,2920,Call Successful,Outbound,Open,High,Attend Social Media Best Practices Webinar
W_Opportunity.3313,W_User.14,2015-11-01 03:32:17,2015-11-12,W_Sales_Task.15346,Task,840,Appointment Set,Inbound,Not Started,High,Cold Call to Director of Operations
W_Opportunity.3313,W_User.14,2015-11-04 15:15:05,2015-11-17,W_Sales_Task.15347,Task,230,Appointment Set,Outbound,Completed,Normal,Negotiate Terms of Contract
W_Opportunity.3393,W_User.18,2015-12-19 06:16:01,2015-12-22,W_Sales_Task.15348,Task,3010,Call Successful,Outbound,Completed,Normal,Request Needs Document
W_Opportunity.3393,W_User.18,2015-12-04 10:28:38,2015-12-07,W_Sales_Task.15349,Task,3000,Call Successful,Internal,On Hold,Normal,Discovery Call with Management Team
W_Opportunity.3424,W_User.3,2016-10-03 04:42:16,2016-10-05,W_Sales_Task.15350,Task,40,No Answer,Outbound,Open,Normal,Prepare for Qualification Call
W_Opportunity.3825,W_User.3,2017-05-01 10:25:09,2017-05-09,W_Sales_Task.15351,Task,1760,Left Message,Outbound,Not Started,Normal,Discuss Customer Requirements
W_Opportunity.3825,W_User.3,2017-04-24 22:31:50,2017-04-27,W_Sales_Task.15352,Task,2890,Call Successful,Inbound,In Progress,Normal,Request Account Review
W_Opportunity.4198,W_User.5,2015-07-29 03:38:55,2015-08-11,W_Sales_Task.15353,Task,2340,Call Successful,Inbound,On Hold,Normal,Manager Deal Update
W_Opportunity.4261,W_User.6,2015-08-07 15:19:02,2015-08-16,W_Sales_Task.15354,Task,2260,Left Voicemail,Inbound,On Hold,Normal,Demonstration to Project Team
W_Opportunity.4261,W_User.6,2015-08-06 04:11:57,2015-08-06,W_Sales_Task.15355,Task,3490,Contacted,Outbound,Not Started,Normal,Check-in with Customer
W_Opportunity.4264,W_User.15,2017-04-01 01:13:06,2017-04-11,W_Sales_Task.15356,Task,1900,Appointment Set,Internal,Completed,Normal,Send Thank You Message
W_Opportunity.4264,W_User.15,2017-03-30 02:06:32,2017-03-31,W_Sales_Task.15357,Task,830,Appointment Set,Inbound,Not Started,High,Onsite Presentation and Discussion
W_Opportunity.4400,W_User.19,2015-12-22 15:39:16,2016-01-03,W_Sales_Task.15358,Task,440,Appointment Set,Internal,In Progress,Normal,Feature Request Submitted
W_Opportunity.4604,W_User.18,2017-05-08 04:30:52,2017-05-20,W_Sales_Task.15359,Task,1350,Call Successful,Inbound,Completed,Normal,Review Proof-of-Concept with Project Team
W_Opportunity.4604,W_User.18,2017-05-15 15:29:56,2017-05-18,W_Sales_Task.15360,Task,2470,Left Voicemail,Internal,In Progress,Normal,Discuss Customer Requirements
W_Opportunity.4972,W_User.5,2016-05-31 16:49:54,2016-05-31,W_Sales_Task.15361,Task,2900,Appointment Set,Outbound,On Hold,Normal,Quick Call with VP of IT
W_Opportunity.5031,W_User.1,2016-11-24 12:57:09,2016-11-26,W_Sales_Task.15362,Task,930,Call Successful,Inbound,Completed,Normal,Called Decision Maker - CIO
W_Opportunity.5031,W_User.1,2016-11-25 11:59:35,2016-12-03,W_Sales_Task.15363,Task,2330,Left Message,Internal,On Hold,Normal,Call
W_Opportunity.5055,W_User.14,2016-02-02 02:57:16,2016-02-04,W_Sales_Task.15364,Task,2300,Left Voicemail,Outbound,In Progress,High,Feature Request Submitted
W_Opportunity.5055,W_User.14,2016-02-02 17:20:33,2016-02-07,W_Sales_Task.15365,Task,2230,Appointment Set,Inbound,In Progress,Normal,Check In with Customer
W_Opportunity.5493,W_User.14,2016-07-02 00:00:00,2016-07-05,W_Sales_Task.15366,Call,2150,Appointment Set,Internal,Completed,Normal,Follow-up
W_Opportunity.5493,W_User.14,2016-07-02 00:00:00,2016-07-15,W_Sales_Task.15367,Task,570,Appointment Set,Outbound,Completed,High,Discovery Call Notes
W_Opportunity.5794,W_User.14,2016-10-22 21:40:37,2016-10-25,W_Sales_Task.15368,Task,2840,Call Successful,Outbound,Completed,High,Call to Schedule Sales Presentation
W_Opportunity.5794,W_User.14,2016-10-28 23:44:33,2016-11-02,W_Sales_Task.15369,Task,1740,Call Successful,Outbound,Not Started,Normal,Call with Director of Operations
W_Opportunity.5835,W_User.1,2015-08-30 20:43:47,2015-09-03,W_Sales_Task.15370,Task,2990,Left Voicemail,Internal,Not Started,Normal,Travel Time
W_Opportunity.6063,W_User.15,2016-04-21 03:19:42,2016-04-27,W_Sales_Task.15371,Task,380,Appointment Set,Outbound,Not Started,Normal,Project Update Call
W_Opportunity.6107,W_User.6,2016-06-29 10:01:03,2016-07-05,W_Sales_Task.15372,Task,2410,Call Successful,Inbound,Not Started,Normal,Feature Request Submitted
W_Opportunity.6107,W_User.6,2016-06-13 03:41:12,2016-06-26,W_Sales_Task.15373,Task,2690,Appointment Set,Outbound,In Progress,Normal,Review Proof-of-Concept with Project Team
W_Opportunity.6157,W_User.3,2016-06-29 03:46:42,2016-07-11,W_Sales_Task.15374,Task,240,Busy,Internal,Not Started,Normal,Customer Feedback Session
W_Opportunity.6170,W_User.19,2017-03-10 15:48:04,2017-03-11,W_Sales_Task.15375,Call,2660,Call Successful,Inbound,Not Started,High,Discuss Customer Requirements
W_Opportunity.6350,W_User.18,2016-02-14 10:40:18,2016-02-27,W_Sales_Task.15376,Task,2390,Busy,Internal,On Hold,Normal,Cold Call to Director of Services
W_Opportunity.6350,W_User.18,2015-12-31 02:35:24,2016-01-09,W_Sales_Task.15377,Task,1580,Busy,Outbound,Completed,Normal,Review Proposal and Update Pricing
W_Opportunity.6811,W_User.16,2016-12-12 23:35:10,2016-12-23,W_Sales_Task.15378,Task,1470,Left Voicemail,Inbound,Open,High,Follow-up
W_Opportunity.6811,W_User.16,2016-12-20 04:52:30,2016-12-22,W_Sales_Task.15379,Task,3540,Left Message,Inbound,Completed,Normal,Discovery Call Request
W_Opportunity.6821,W_User.15,2016-05-13 20:28:58,2016-05-15,W_Sales_Task.15380,Task,3020,Contacted,Outbound,Open,Normal,Notes from Discovery Meeting
W_Opportunity.6826,W_User.4,2016-01-07 04:44:03,2016-01-19,W_Sales_Task.15381,Task,1760,Call Successful,Internal,In Progress,Normal,Onsite Presentation and Discussion
W_Opportunity.6844,W_User.15,2017-03-13 18:14:29,2017-03-21,W_Sales_Task.15382,Task,2940,Call Successful,Inbound,Open,Normal,Executive Meeting Follow-up
W_Opportunity.7095,W_User.20,2016-02-09 11:33:12,2016-02-15,W_Sales_Task.15383,Task,1700,Call Successful,Outbound,On Hold,Normal,Review Updated Sales Presentation
W_Opportunity.7095,W_User.20,2016-02-05 03:50:31,2016-02-06,W_Sales_Task.15384,Task,2100,Call Successful,Inbound,In Progress,Normal,Follow-up Call
W_Opportunity.7304,W_User.15,2016-03-14 00:00:27,2016-03-22,W_Sales_Task.15385,Task,410,Call Successful,Inbound,Not Started,Normal,Customer Service Follow-Up Call
W_Opportunity.7304,W_User.15,2016-03-20 17:07:26,2016-03-25,W_Sales_Task.15386,Task,540,Call Successful,Internal,Completed,Normal,Discovery Session Notes
W_Opportunity.7399,W_User.4,2017-03-02 17:52:54,2017-03-12,W_Sales_Task.15387,Task,60,Appointment Set,Outbound,Completed,Normal,Deal Discussion
W_Opportunity.7443,W_User.20,2015-07-10 19:51:14,2015-07-14,W_Sales_Task.15388,Task,1300,Appointment Set,Outbound,On Hold,High,Deal Discussion with Team
W_Opportunity.7559,W_User.3,2017-05-11 02:47:27,2017-05-18,W_Sales_Task.15389,Task,3290,Busy,Outbound,Not Started,Normal,Get Requirements from Prospect
W_Opportunity.7594,W_User.2,2016-04-14 21:42:43,2016-04-21,W_Sales_Task.15390,Task,1770,Busy,Internal,Completed,Normal,Review Ad Text Options for A/B Testing
W_Opportunity.7728,W_User.14,2016-08-27 09:10:17,2016-09-09,W_Sales_Task.15391,Call,1130,Contacted,Inbound,Completed,Normal,Call with Project Team
W_Opportunity.7848,W_User.5,2015-12-24 18:30:08,2016-01-02,W_Sales_Task.15392,Task,180,Left Message,Internal,Completed,Normal,Channel Plan Status Call
W_Opportunity.7848,W_User.5,2015-12-15 14:32:37,2015-12-19,W_Sales_Task.15393,Task,2590,Call Successful,Internal,Not Started,Normal,Call to Schedule Sales Presentation
W_Opportunity.7922,W_User.19,2016-10-31 01:02:03,2016-11-13,W_Sales_Task.15394,Task,3550,Left Message,Outbound,Completed,Normal,Negotiate Terms
W_Opportunity.7922,W_User.19,2016-11-14 10:47:52,2016-11-16,W_Sales_Task.15395,Task,3320,Appointment Set,Internal,Completed,Normal,Finalize Contract
W_Opportunity.7972,W_User.6,2016-04-14 06:44:46,2016-04-22,W_Sales_Task.15396,Task,2940,Call Successful,Internal,In Progress,Normal,Onsite Meeting with Executive Team
W_Opportunity.8351,W_User.6,2017-04-14 11:40:39,2017-04-24,W_Sales_Task.15397,Task,3460,Appointment Set,Outbound,In Progress,Normal,Call Follow-Up and Thank You
W_Opportunity.8351,W_User.6,2017-03-23 13:22:51,2017-04-04,W_Sales_Task.15398,Task,3140,Call Successful,Internal,In Progress,High,Touch Base with Key Decision Maker
W_Opportunity.8417,W_User.17,2016-01-15 11:49:42,2016-01-16,W_Sales_Task.15399,Task,60,Appointment Set,Outbound,Completed,Normal,Review Ad Text Options for A/B Testing
W_Opportunity.8417,W_User.17,2016-01-19 01:08:12,2016-01-21,W_Sales_Task.15400,Task,140,Call Successful,Inbound,On Hold,Normal,Run Facebook Promotion to Boost Engagement
W_Opportunity.8847,W_User.2,2016-05-20 07:59:05,2016-05-25,W_Sales_Task.15401,Task,2190,Appointment Set,Inbound,On Hold,Normal,Touch Base with Director of Sales
W_Opportunity.8873,W_User.2,2016-03-09 05:21:16,2016-03-12,W_Sales_Task.15402,Task,2110,Busy,Internal,Completed,High,Notes From Discussion
W_Opportunity.8873,W_User.2,2016-02-29 07:41:21,2016-03-10,W_Sales_Task.15403,Task,2020,Call Successful,Internal,Completed,Normal,Prep Sales Presentation
W_Opportunity.8982,W_User.15,2016-12-17 02:22:21,2016-12-22,W_Sales_Task.15404,Task,350,Appointment Set,Inbound,In Progress,Normal,Touch Base with Director of Sales
W_Opportunity.9712,W_User.3,2016-12-06 20:00:49,2016-12-10,W_Sales_Task.15405,Email,1500,Call Unsuccessful,Inbound,On Hold,Normal,Review Product Roadmap
W_Opportunity.10117,W_User.16,2015-10-15 09:27:34,2015-10-18,W_Sales_Task.15406,Task,1600,Appointment Set,Outbound,On Hold,Normal,Prep for Sales Discussion
W_Opportunity.10117,W_User.16,2015-11-18 00:43:22,2015-11-24,W_Sales_Task.15407,Task,2990,Call Successful,Outbound,On Hold,Normal,Request Requirements List from Prospect
W_Opportunity.10134,W_User.5,2016-10-01 18:42:32,2016-10-04,W_Sales_Task.15408,Task,2380,Left Voicemail,Internal,Completed,High,Social Media Strategy Meeting
W_Opportunity.10206,W_User.2,2015-06-04 21:47:30,2015-06-06,W_Sales_Task.15409,Task,790,Call Successful,Inbound,Not Started,Normal,Request Questions From Customer
W_Opportunity.10341,W_User.18,2015-09-03 14:26:37,2015-09-12,W_Sales_Task.15410,Task,1270,Appointment Set,Outbound,Completed,Normal,Send Thank You Email
W_Opportunity.10344,W_User.18,2017-05-01 05:57:05,2017-05-03,W_Sales_Task.15411,Task,1720,Call Successful,Internal,In Progress,High,Quick Call with Director of Finance
W_Opportunity.10344,W_User.18,2017-04-15 12:33:33,2017-04-18,W_Sales_Task.15412,Call,680,Call Successful,Inbound,On Hold,Normal,Cold Call to Director of Services
W_Opportunity.10551,W_User.15,2017-03-14 06:46:13,2017-03-27,W_Sales_Task.15413,Email,770,Busy,Inbound,Not Started,High,Price Discussion
W_Opportunity.10551,W_User.15,2017-04-02 13:27:39,2017-04-07,W_Sales_Task.15414,Task,1450,Left Voicemail,Inbound,In Progress,Normal,Get Requirements from Prospect
W_Opportunity.10616,W_User.16,2015-10-01 12:42:23,2015-10-05,W_Sales_Task.15415,Task,2130,Call Successful,Outbound,Not Started,Normal,Send Revised Pricing
W_Opportunity.10616,W_User.16,2015-10-07 08:48:33,2015-10-10,W_Sales_Task.15416,Task,3380,Call Successful,Outbound,Completed,Normal,Discovery Session Notes
W_Opportunity.10699,W_User.19,2015-11-04 06:35:06,2015-11-14,W_Sales_Task.15417,Task,2440,Contacted,Inbound,Not Started,Normal,Send Thank You Message
W_Opportunity.10699,W_User.19,2015-11-01 17:12:11,2015-11-08,W_Sales_Task.15418,Task,1480,Call Successful,Outbound,Not Started,Normal,Call to Schedule Presentation
W_Opportunity.10820,W_User.17,2016-04-04 23:59:24,2016-04-09,W_Sales_Task.15419,Task,2010,Appointment Set,Inbound,Completed,Normal,Discovery Meeting Request
W_Opportunity.10915,W_User.6,2015-12-21 01:49:27,2015-12-30,W_Sales_Task.15420,Email,270,Call Successful,Internal,In Progress,Normal,Discuss Revised Quote
W_Opportunity.11414,W_User.1,2015-10-01 19:18:23,2015-10-05,W_Sales_Task.15421,Task,770,Left Voicemail,Outbound,Completed,Normal,Revise Quote Based on Customer Conversation
W_Opportunity.11418,W_User.5,2016-12-28 23:59:22,2017-01-06,W_Sales_Task.15422,Task,1190,No Answer,Internal,Completed,Normal,Call Connect with CIO
W_Opportunity.11418,W_User.5,2016-12-19 03:31:56,2016-12-30,W_Sales_Task.15423,Task,1050,Call Successful,Outbound,In Progress,Normal,Internal Deal Discussion
W_Opportunity.11571,W_User.4,2015-11-25 06:32:57,2015-12-06,W_Sales_Task.15424,Task,330,Call Unsuccessful,Internal,In Progress,Normal,Call to Schedule Sales Presentation
W_Opportunity.11651,W_User.1,2016-08-05 02:23:01,2016-08-06,W_Sales_Task.15425,Call,2430,Call Successful,Outbound,Completed,Normal,Send Updated Pricing and Contract
W_Opportunity.11651,W_User.1,2016-08-06 06:16:44,2016-08-11,W_Sales_Task.15426,Call,1160,Appointment Set,Outbound,In Progress,Normal,Customer Success Review
W_Opportunity.11819,W_User.18,2017-01-17 17:21:01,2017-01-28,W_Sales_Task.15427,Task,2560,Left Message,Internal,Not Started,Normal,Left Voicemail
W_Opportunity.11935,W_User.20,2016-01-09 13:58:29,2016-01-21,W_Sales_Task.15428,Task,3340,Call Successful,Outbound,Completed,High,Finalize List of Target Companies to Engage
W_Opportunity.11935,W_User.20,2016-01-03 10:15:23,2016-01-16,W_Sales_Task.15429,Task,420,Left Message,Internal,Completed,Normal,Sales Presentation
W_Opportunity.11962,W_User.20,2016-06-11 19:59:22,2016-06-12,W_Sales_Task.15430,Email,1800,Left Message,Inbound,Completed,Normal,Closing Call
W_Opportunity.11962,W_User.20,2016-06-05 18:25:23,2016-06-17,W_Sales_Task.15431,Task,610,Call Successful,Internal,Open,Normal,Left Voicemail
W_Opportunity.12159,W_User.18,2016-01-07 23:33:11,2016-01-11,W_Sales_Task.15432,Task,2340,Appointment Set,Outbound,In Progress,High,Request Questions From Customer
W_Opportunity.12199,W_User.15,2016-10-11 02:01:23,2016-10-19,W_Sales_Task.15433,Task,2100,Left Voicemail,Internal,Completed,Normal,Other
W_Opportunity.12199,W_User.15,2016-11-11 18:39:38,2016-11-18,W_Sales_Task.15434,Task,3300,Busy,Outbound,In Progress,Normal,Touch Base with Key Decision Maker
W_Opportunity.12292,W_User.2,2016-06-22 06:42:36,2016-07-03,W_Sales_Task.15435,Task,2240,Call Successful,Outbound,On Hold,Normal,Send Revised Pricing to Customer
W_Opportunity.12313,W_User.4,2016-08-15 05:23:30,2016-08-16,W_Sales_Task.15436,Call,2260,Call Successful,Internal,On Hold,Normal,Prepare for Discovery Meeting
W_Opportunity.12868,W_User.3,2015-10-05 12:45:00,2015-10-11,W_Sales_Task.15437,Email,3120,Call Successful,Inbound,Completed,Normal,Social Media Strategy Meeting
W_Opportunity.12991,W_User.5,2015-07-04 01:29:00,2015-07-17,W_Sales_Task.15438,Task,2380,Appointment Set,Internal,On Hold,Normal,Review Job Requisition
W_Opportunity.12991,W_User.5,2015-06-19 11:24:56,2015-06-28,W_Sales_Task.15439,Call,1210,Left Message,Internal,Not Started,Normal,Finalize Board Presentation
W_Opportunity.13232,W_User.6,2015-08-28 02:09:25,2015-09-07,W_Sales_Task.15440,Call,130,Left Message,Internal,Open,Normal,Complete Mutual Plan Document
W_Opportunity.13232,W_User.6,2015-08-26 19:07:49,2015-08-29,W_Sales_Task.15441,Task,3030,Call Unsuccessful,Outbound,Completed,Normal,Finalize Board Presentation
W_Opportunity.13250,W_User.2,2016-03-05 04:52:05,2016-03-13,W_Sales_Task.15442,Task,2550,Call Successful,Inbound,On Hold,Normal,Call Connect with CIO
W_Opportunity.13250,W_User.2,2016-02-21 05:09:19,2016-03-01,W_Sales_Task.15443,Task,2870,Call Successful,Internal,Not Started,Normal,Customer Service Follow-Up Call
W_Opportunity.13813,W_User.1,2017-04-14 12:22:23,2017-04-15,W_Sales_Task.15444,Task,1990,Call Successful,Internal,Not Started,Normal,Meeting Debrief and Follow-Ups
W_Opportunity.13813,W_User.1,2017-05-06 08:35:45,2017-05-17,W_Sales_Task.15445,Task,630,Call Successful,Outbound,Not Started,Normal,Account Review Call
W_Opportunity.13907,W_User.3,2015-09-27 15:26:36,2015-09-28,W_Sales_Task.15446,Task,2530,Call Successful,Outbound,In Progress,Normal,Review Needs List
W_Opportunity.13907,W_User.3,2015-11-03 21:28:38,2015-11-08,W_Sales_Task.15447,Task,920,Call Successful,Inbound,Not Started,Normal,Request Needs Document
W_Opportunity.14214,W_User.2,2017-02-24 15:07:09,2017-02-25,W_Sales_Task.15448,Task,430,Left Voicemail,Outbound,On Hold,Normal,Review Meeting Notes
W_Opportunity.14228,W_User.14,2015-06-23 04:49:45,2015-06-23,W_Sales_Task.15449,Task,2820,Call Successful,Inbound,Completed,Normal,Request Needs List
W_Opportunity.14256,W_User.3,2015-12-08 18:42:32,2015-12-19,W_Sales_Task.15450,Task,1600,Appointment Set,Inbound,Not Started,Normal,Discovery Call with Management Team
W_Opportunity.14256,W_User.3,2015-12-11 03:41:56,2015-12-16,W_Sales_Task.15451,Task,2800,Call Successful,Inbound,Not Started,Normal,Lead Source Details
W_Opportunity.14417,W_User.20,2016-12-03 21:41:58,2016-12-08,W_Sales_Task.15452,Task,1770,Call Successful,Outbound,Completed,Normal,Review Meeting Notes
W_Opportunity.14426,W_User.6,2016-05-05 15:40:49,2016-05-06,W_Sales_Task.15453,Task,3020,Appointment Set,Internal,In Progress,Normal,Review Proposal
W_Opportunity.14426,W_User.6,2016-05-15 08:03:30,2016-05-15,W_Sales_Task.15454,Task,2080,Left Message,Internal,Completed,Normal,Follow Up to My Message
W_Opportunity.14793,W_User.2,2016-01-02 02:48:39,2016-01-14,W_Sales_Task.15455,Task,2860,Appointment Set,Inbound,Completed,Normal,Onsite Presentation and Discussion
W_Opportunity.14793,W_User.2,2015-12-21 21:17:43,2015-12-26,W_Sales_Task.15456,Task,120,Appointment Set,Internal,Not Started,Normal,Quick Call with VP of Operations
W_Opportunity.15222,W_User.5,2016-12-06 20:25:07,2016-12-16,W_Sales_Task.15457,Task,310,Appointment Set,Internal,Not Started,Normal,Request Questions From Customer
W_Opportunity.15222,W_User.5,2016-11-29 00:20:19,2016-12-10,W_Sales_Task.15458,Task,2450,Call Successful,Outbound,In Progress,High,Review Campaign Success and Plan Next Phase
W_Opportunity.15395,W_User.5,2015-06-26 08:27:45,2015-07-04,W_Sales_Task.15459,Task,1470,Appointment Set,Outbound,Completed,Normal,Discuss Requirements with CIO
W_Opportunity.15436,W_User.6,2015-07-04 03:40:24,2015-07-04,W_Sales_Task.15460,Task,1810,Appointment Set,Internal,Completed,Normal,Review Needs List
W_Opportunity.15436,W_User.6,2015-07-05 23:37:22,2015-07-08,W_Sales_Task.15461,Task,2750,Call Successful,Internal,Not Started,Normal,Cold Call with Prospect
W_Opportunity.15912,W_User.17,2017-03-06 16:02:54,2017-03-14,W_Sales_Task.15462,Task,1960,Call Successful,Internal,Completed,Normal,Touch Base with Champion
W_Opportunity.15930,W_User.5,2017-01-18 20:26:09,2017-01-31,W_Sales_Task.15463,Task,2460,Left Message,Outbound,Completed,Normal,Send Thank You to Customer
W_Opportunity.16167,W_User.4,2016-05-20 23:07:43,2016-05-31,W_Sales_Task.15464,Task,1730,Busy,Outbound,Open,High,Account Review Call
W_Opportunity.16273,W_User.14,2015-12-27 01:11:01,2016-01-06,W_Sales_Task.15465,Task,1940,Left Message,Outbound,In Progress,Normal,Follow Up and Qualification
W_Opportunity.16273,W_User.14,2016-01-29 07:30:11,2016-02-02,W_Sales_Task.15466,Task,330,Call Successful,Outbound,Open,Normal,Finalize Contract
W_Opportunity.16364,W_User.18,2017-04-21 21:47:44,2017-04-27,W_Sales_Task.15467,Task,850,Call Successful,Inbound,Completed,Normal,Update Account Plan for Strategy Review
W_Opportunity.16364,W_User.18,2017-03-15 15:30:07,2017-03-17,W_Sales_Task.15468,Task,40,Call Unsuccessful,Inbound,In Progress,High,Call to Schedule Presentation
