What.External_Id__c,Owner.External_Id__c,CreatedDate__c,ActivityDate,External_Id__c,Subject,EventSubtype,DurationInMinutes,ActivityDateTime
W_Opportunity.15585,W_Sales_User.10,2017-04-03 08:21:22,2017-04-11,W_Sales_Event.5508,Other,Event,21,2017-04-11 00:00:00
W_Opportunity.15651,W_Sales_User.4,2017-01-03 02:37:53,2017-01-10,W_Sales_Event.5509,Weekly Team Meeting,Event,53,2017-01-10 00:00:00
W_Opportunity.15651,W_Sales_User.4,2016-12-26 23:53:47,2017-01-07,W_Sales_Event.5510,Meeting with VP Sales,Event,0,2017-01-07 00:00:00
W_Opportunity.16191,W_Sales_User.9,2015-12-07 23:19:37,2015-12-18,W_Sales_Event.5511,Account Review,Event,0,2015-12-18 00:00:00
W_Opportunity.18344,W_Sales_User.8,2015-10-30 17:21:28,2015-11-10,W_Sales_Event.5512,Forecast Meeting,Event,28,2015-11-10 00:00:00
W_Opportunity.18344,W_Sales_User.8,2015-11-09 06:17:18,2015-11-13,W_Sales_Event.5513,Project Planning Meeting,Event,34,2015-11-13 00:00:00
W_Opportunity.19524,W_Sales_User.11,2016-12-31 12:56:25,2017-01-12,W_Sales_Event.5514,Discuss ideal candidate characteristics,Event,14,2017-01-12 00:00:00
W_Opportunity.19524,W_Sales_User.11,2017-01-07 21:50:02,2017-01-08,W_Sales_Event.5515,Project Planning Meeting,Event,0,2017-01-08 00:00:00
W_Opportunity.20101,W_Sales_User.8,2016-06-30 06:47:22,2016-07-10,W_Sales_Event.5516,Confirming Final Contract Details,Event,24,2016-07-10 00:00:00
W_Opportunity.20101,W_Sales_User.8,2016-06-30 16:30:39,2016-07-01,W_Sales_Event.5517,Meeting with VP Sales,Event,0,2016-07-01 00:00:00
W_Opportunity.21248,W_Sales_User.7,2016-10-13 00:00:00,2016-10-16,W_Sales_Event.5518,Conference Call,Event,13,2016-10-16 00:00:00
W_Opportunity.21889,W_Sales_User.6,2016-06-27 18:50:31,2016-06-29,W_Sales_Event.5519,Executive Offsite,Event,54,2016-06-29 00:00:00
W_Opportunity.21889,W_Sales_User.6,2016-07-25 05:27:55,2016-07-29,W_Sales_Event.5520,Executive Offsite,Event,32,2016-07-29 00:00:00
W_Opportunity.46268,W_Sales_User.8,2015-11-03 19:38:08,2015-11-09,W_Sales_Event.5521,Account Review,Event,0,2015-11-09 00:00:00
W_Opportunity.46375,W_Sales_User.8,2015-08-25 00:36:33,2015-09-03,W_Sales_Event.5522,Training Class,Event,0,2015-09-03 00:00:00
W_Opportunity.46375,W_Sales_User.8,2015-08-20 18:31:06,2015-08-20,W_Sales_Event.5523,Internal team strategy meeting,Event,20,2015-08-20 00:00:00
W_Opportunity.46437,W_Sales_User.16,2016-02-26 16:05:19,2016-02-26,W_Sales_Event.5524,Next 1:1,Event,52,2016-02-26 00:00:00
W_Opportunity.46437,W_Sales_User.16,2016-02-25 21:38:50,2016-02-28,W_Sales_Event.5525,Discuss ideal candidate characteristics,Event,24,2016-02-28 00:00:00
W_Opportunity.46774,W_Sales_User.9,2016-12-13 17:30:38,2016-12-14,W_Sales_Event.5526,Onsite customer workshop,Event,0,2016-12-14 00:00:00
W_Opportunity.47826,W_Sales_User.17,2017-05-23 03:33:07,2017-05-29,W_Sales_Event.5527,Executive Lunch Meeting,Event,25,2017-05-29 00:00:00
W_Opportunity.48617,W_Sales_User.9,2017-02-25 20:33:20,2017-03-05,W_Sales_Event.5528,Follow up Meeting,Event,45,2017-03-05 00:00:00
W_Opportunity.49014,W_Sales_User.13,2017-04-02 14:14:43,2017-04-05,W_Sales_Event.5529,Quarterly Review,Event,43,2017-04-05 00:00:00
W_Opportunity.49155,W_Sales_User.14,2017-01-16 02:45:13,2017-01-28,W_Sales_Event.5530,Pipeline 1:1,Event,47,2017-01-28 00:00:00
W_Opportunity.49155,W_Sales_User.14,2017-02-03 11:28:09,2017-02-08,W_Sales_Event.5531,Discovery Meeting with CIO,Event,0,2017-02-08 00:00:00
W_Opportunity.50040,W_Sales_User.7,2016-08-11 05:20:07,2016-08-14,W_Sales_Event.5532,Executive Offsite,Event,0,2016-08-14 00:00:00
W_Opportunity.50083,W_Sales_User.13,2015-08-28 01:44:03,2015-09-07,W_Sales_Event.5533,Account Planning,Event,0,2015-09-07 00:00:00
W_Opportunity.50083,W_Sales_User.13,2015-08-25 19:22:02,2015-08-29,W_Sales_Event.5534,Customer Progress Check-In,Event,0,2015-08-29 00:00:00
W_Opportunity.50923,W_Sales_User.14,2016-12-15 19:03:28,2016-12-25,W_Sales_Event.5535,Training,Event,59,2016-12-25 00:00:00
W_Opportunity.50999,W_Sales_User.7,2016-11-15 00:04:06,2016-11-25,W_Sales_Event.5536,Internal team strategy meeting,Event,0,2016-11-25 00:00:00
W_Opportunity.50999,W_Sales_User.7,2016-11-12 12:28:53,2016-11-25,W_Sales_Event.5537,Discovery Call with Customer,Event,0,2016-11-25 00:00:00
W_Opportunity.51106,W_Sales_User.14,2016-12-16 04:27:05,2016-12-26,W_Sales_Event.5538,Account Strategy Meeting,Event,34,2016-12-26 00:00:00
W_Opportunity.51398,W_Sales_User.11,2015-10-12 11:35:03,2015-10-18,W_Sales_Event.5539,Demonstration to Board of Directors,Event,44,2015-10-18 00:00:00
W_Opportunity.51398,W_Sales_User.11,2015-10-09 00:08:52,2015-10-11,W_Sales_Event.5540,Breakfast with CFO,Event,0,2015-10-11 00:00:00
W_Opportunity.51985,W_Sales_User.9,2016-07-15 07:37:27,2016-07-23,W_Sales_Event.5541,Executive Offsite,Event,39,2016-07-23 00:00:00
W_Opportunity.52048,W_Sales_User.7,2016-09-20 20:12:20,2016-09-24,W_Sales_Event.5542,Territory Plan Review,Event,18,2016-09-24 00:00:00
W_Opportunity.52048,W_Sales_User.7,2016-09-15 23:31:02,2016-09-23,W_Sales_Event.5543,Training,Event,9,2016-09-23 00:00:00
W_Opportunity.52195,W_Sales_User.12,2017-05-05 18:25:24,2017-05-18,W_Sales_Event.5544,Executive Offsite,Event,49,2017-05-18 00:00:00
W_Opportunity.52327,W_Sales_User.9,2016-06-03 16:58:56,2016-06-12,W_Sales_Event.5545,Customer Briefing,Event,5,2016-06-12 00:00:00
W_Opportunity.52327,W_Sales_User.9,2016-05-28 06:10:32,2016-06-02,W_Sales_Event.5546,Discovery Meeting,Event,23,2016-06-02 00:00:00
W_Opportunity.52528,W_Sales_User.13,2017-02-26 15:42:05,2017-03-11,W_Sales_Event.5547,Onsite customer workshop,Event,24,2017-03-11 00:00:00
W_Opportunity.53305,W_Sales_User.16,2016-01-31 23:33:37,2016-02-02,W_Sales_Event.5548,Project stakeholder update,Event,41,2016-02-02 00:00:00
W_Opportunity.53523,W_Sales_User.14,2016-06-09 09:26:39,2016-06-11,W_Sales_Event.5549,Call,Event,1,2016-06-11 00:00:00
W_Opportunity.53523,W_Sales_User.14,2016-05-21 04:11:01,2016-05-22,W_Sales_Event.5550,Account Review,Event,55,2016-05-22 00:00:00
W_Opportunity.54093,W_Sales_User.11,2015-12-08 02:50:05,2015-12-11,W_Sales_Event.5551,Review Final Presentation,Event,54,2015-12-11 00:00:00
W_Opportunity.54093,W_Sales_User.11,2015-12-07 10:03:17,2015-12-07,W_Sales_Event.5552,Deal Review,Event,53,2015-12-07 00:00:00
W_Opportunity.55314,W_Sales_User.10,2015-11-27 08:58:00,2015-12-09,W_Sales_Event.5553,Executive Lunch Meeting,Event,21,2015-12-09 00:00:00
W_Opportunity.55887,W_Sales_User.8,2017-05-29 13:48:54,2017-06-08,W_Sales_Event.5554,Onsite Account Review with Executive Team,Event,0,2017-06-08 00:00:00
W_Opportunity.56038,W_Sales_User.9,2015-10-27 03:38:30,2015-10-27,W_Sales_Event.5555,Team Meeting,Event,0,2015-10-27 00:00:00
W_Opportunity.56038,W_Sales_User.9,2015-10-18 15:28:44,2015-10-26,W_Sales_Event.5556,Account Review,Event,0,2015-10-26 00:00:00
W_Opportunity.56101,W_Sales_User.11,2015-06-07 05:02:07,2015-06-09,W_Sales_Event.5557,Onsite customer workshop,Event,0,2015-06-09 00:00:00
W_Opportunity.56101,W_Sales_User.11,2015-06-07 22:17:40,2015-06-11,W_Sales_Event.5558,Project stakeholder update,Event,40,2015-06-11 00:00:00
W_Opportunity.56552,W_Sales_User.8,2016-03-23 22:16:58,2016-03-25,W_Sales_Event.5559,Phone Interview,Event,22,2016-03-25 00:00:00
W_Opportunity.56710,W_Sales_User.17,2017-02-18 15:51:37,2017-03-01,W_Sales_Event.5560,Develop Mutual Plan Document,Event,38,2017-03-01 00:00:00
W_Opportunity.57111,W_Sales_User.9,2016-02-17 03:38:21,2016-02-18,W_Sales_Event.5561,Discovery Meeting with CIO,Event,34,2016-02-18 00:00:00
W_Opportunity.57111,W_Sales_User.9,2016-02-19 03:53:00,2016-02-20,W_Sales_Event.5562,Post-meeting follow-up,Event,0,2016-02-20 00:00:00
W_Opportunity.57264,W_Sales_User.11,2015-10-08 00:45:05,2015-10-15,W_Sales_Event.5563,Discovery Meeting,Event,0,2015-10-15 00:00:00
W_Opportunity.57264,W_Sales_User.11,2015-10-24 21:55:22,2015-10-26,W_Sales_Event.5564,Week Wrap Up,Event,14,2015-10-26 00:00:00
W_Opportunity.57314,W_Sales_User.8,2015-11-07 02:24:20,2015-11-17,W_Sales_Event.5565,Customer Progress Check-In,Event,0,2015-11-17 00:00:00
W_Opportunity.57314,W_Sales_User.8,2015-10-10 13:11:43,2015-10-10,W_Sales_Event.5566,Discovery Call with Customer,Event,35,2015-10-10 00:00:00
W_Opportunity.57760,W_Sales_User.17,2016-07-23 08:10:04,2016-07-29,W_Sales_Event.5567,Weekly Team Meeting,Event,0,2016-07-29 00:00:00
W_Opportunity.57760,W_Sales_User.17,2016-07-26 01:46:30,2016-07-26,W_Sales_Event.5568,Conference Call,Event,6,2016-07-26 00:00:00
W_Opportunity.58419,W_Sales_User.14,2017-04-08 06:33:34,2017-04-09,W_Sales_Event.5569,Weekly Team Meeting,Event,0,2017-04-09 00:00:00
W_Opportunity.58419,W_Sales_User.14,2017-05-05 03:11:48,2017-05-15,W_Sales_Event.5570,Project stakeholder update,Event,0,2017-05-15 00:00:00
W_Opportunity.59297,W_Sales_User.12,2016-02-17 08:25:05,2016-02-26,W_Sales_Event.5571,Forecast Meeting,Event,0,2016-02-26 00:00:00
W_Opportunity.59297,W_Sales_User.12,2016-03-09 14:42:37,2016-03-14,W_Sales_Event.5572,Conference Call,Event,57,2016-03-14 00:00:00
W_Opportunity.59558,W_Sales_User.17,2015-10-13 21:32:32,2015-10-19,W_Sales_Event.5573,Meeting with VP Sales,Event,0,2015-10-19 00:00:00
W_Opportunity.2211,W_Sales_User.5,2015-10-02 03:22:32,2015-10-12,W_Sales_Event.5574,Breakfast with CFO,Event,0,2015-10-12 00:00:00
W_Opportunity.11207,W_Sales_User.1,2017-03-25 14:18:53,2017-04-06,W_Sales_Event.5575,Manager Off-Site,Event,27,2017-04-06 00:00:00
W_Opportunity.56331,W_Sales_User.16,2017-03-22 15:03:39,2017-03-30,W_Sales_Event.5576,Discovery meeting with key executives,Event,0,2017-03-30 00:00:00
W_Opportunity.56331,W_Sales_User.16,2017-02-04 17:25:31,2017-02-06,W_Sales_Event.5577,Discovery and Qualification call,Event,32,2017-02-06 00:00:00
W_Opportunity.17164,W_Sales_User.5,2016-09-18 12:43:48,2016-09-26,W_Sales_Event.5578,Discovery Meeting with CIO,Event,36,2016-09-26 00:00:00
W_Opportunity.17576,W_Sales_User.2,2015-08-15 06:02:02,2015-08-26,W_Sales_Event.5579,Develop Mutual Plan Document,Event,0,2015-08-26 00:00:00
W_Opportunity.17576,W_Sales_User.2,2015-07-14 04:20:22,2015-07-26,W_Sales_Event.5580,Team Meeting,Event,57,2015-07-26 00:00:00
W_Opportunity.50706,W_Sales_User.12,2017-04-10 09:45:46,2017-04-21,W_Sales_Event.5581,Onsite Account Review with Executive Team,Event,0,2017-04-21 00:00:00
W_Opportunity.50706,W_Sales_User.12,2017-03-26 00:27:46,2017-03-29,W_Sales_Event.5582,Discovery and Qualification call,Event,4,2017-03-29 00:00:00
W_Opportunity.56853,W_Sales_User.13,2015-06-02 11:16:49,2015-06-06,W_Sales_Event.5583,Close plan review with customer,Event,30,2015-06-06 00:00:00
W_Opportunity.56853,W_Sales_User.13,2015-06-13 05:28:15,2015-06-23,W_Sales_Event.5584,Discuss ideal candidate characteristics,Event,47,2015-06-23 00:00:00
W_Opportunity.58276,W_Sales_User.11,2015-06-19 22:01:38,2015-06-19,W_Sales_Event.5585,Discovery meeting with key executives,Event,42,2015-06-19 00:00:00
W_Opportunity.9524,W_Sales_User.5,2016-09-28 01:28:41,2016-10-04,W_Sales_Event.5586,Pipeline Review,Event,18,2016-10-04 00:00:00
W_Opportunity.58373,W_Sales_User.16,2016-07-23 14:47:08,2016-07-28,W_Sales_Event.5587,Discovery call,Event,8,2016-07-28 00:00:00
W_Opportunity.58373,W_Sales_User.16,2016-07-16 17:54:40,2016-07-16,W_Sales_Event.5588,Conference Call,Event,0,2016-07-16 00:00:00
W_Opportunity.20613,W_Sales_User.7,2017-02-16 05:50:40,2017-02-18,W_Sales_Event.5589,Team Meeting,Event,0,2017-02-18 00:00:00
W_Opportunity.22209,W_Sales_User.1,2016-06-22 09:35:29,2016-06-27,W_Sales_Event.5590,Quarterly Review,Event,14,2016-06-27 00:00:00
W_Opportunity.57757,W_Sales_User.12,2016-02-22 22:11:35,2016-02-23,W_Sales_Event.5591,Mobile Best Practices Session,Event,0,2016-02-23 00:00:00
W_Opportunity.57757,W_Sales_User.12,2016-03-05 14:37:45,2016-03-16,W_Sales_Event.5592,Breakfast with CFO,Event,0,2016-03-16 00:00:00
W_Opportunity.59975,W_Sales_User.13,2015-06-26 05:27:44,2015-06-29,W_Sales_Event.5593,Onsite customer workshop,Event,46,2015-06-29 00:00:00
W_Opportunity.82,W_Sales_User.5,2015-07-19 13:42:38,2015-07-30,W_Sales_Event.5594,Next 1:1,Event,57,2015-07-30 00:00:00
W_Opportunity.820,W_Sales_User.7,2016-01-20 05:00:16,2016-01-25,W_Sales_Event.5595,Project Planning Meeting,Event,0,2016-01-25 00:00:00
W_Opportunity.820,W_Sales_User.7,2016-01-20 22:59:04,2016-01-30,W_Sales_Event.5596,Breakfast with CFO,Event,10,2016-01-30 00:00:00
W_Opportunity.1123,W_Sales_User.10,2015-10-16 01:17:30,2015-10-26,W_Sales_Event.5597,Post-meeting follow-up,Event,0,2015-10-26 00:00:00
W_Opportunity.1123,W_Sales_User.10,2015-10-31 02:46:07,2015-11-06,W_Sales_Event.5598,Coaching 1:1,Event,32,2015-11-06 00:00:00
W_Opportunity.1600,W_Sales_User.7,2016-08-28 05:46:08,2016-09-09,W_Sales_Event.5599,Discovery Call with Customer,Event,32,2016-09-09 00:00:00
W_Opportunity.1886,W_Sales_User.11,2015-08-31 10:53:31,2015-09-02,W_Sales_Event.5600,Forecast Meeting,Event,53,2015-09-02 00:00:00
W_Opportunity.1953,W_Sales_User.5,2015-08-19 10:12:13,2015-08-31,W_Sales_Event.5601,Deal Review,Event,52,2015-08-31 00:00:00
W_Opportunity.2004,W_Sales_User.5,2017-05-13 16:15:38,2017-05-14,W_Sales_Event.5602,Week Wrap Up,Event,0,2017-05-14 00:00:00
W_Opportunity.2563,W_Sales_User.8,2016-12-12 14:12:32,2016-12-13,W_Sales_Event.5603,Investigate Open Case,Event,0,2016-12-13 00:00:00
W_Opportunity.2563,W_Sales_User.8,2016-12-08 02:36:23,2016-12-08,W_Sales_Event.5604,Follow up Meeting,Event,0,2016-12-08 00:00:00
W_Opportunity.2599,W_Sales_User.3,2016-08-07 01:45:44,2016-08-14,W_Sales_Event.5605,Team Best Practices Sharing,Event,7,2016-08-14 00:00:00
W_Opportunity.2599,W_Sales_User.3,2016-08-03 05:07:13,2016-08-16,W_Sales_Event.5606,Discovery meeting with key executives,Event,0,2016-08-16 00:00:00
W_Opportunity.3194,W_Sales_User.4,2015-10-07 04:08:05,2015-10-09,W_Sales_Event.5607,Account Review,Event,0,2015-10-09 00:00:00
W_Opportunity.3452,W_Sales_User.6,2017-02-15 12:00:09,2017-02-20,W_Sales_Event.5608,Deal Review,Event,0,2017-02-20 00:00:00
W_Opportunity.5314,W_Sales_User.2,2015-09-05 14:28:35,2015-09-07,W_Sales_Event.5609,Onsite Account Review with Executive Team,Event,46,2015-09-07 00:00:00
W_Opportunity.5602,W_Sales_User.7,2016-08-31 01:54:40,2016-09-13,W_Sales_Event.5610,Discovery Call with Customer,Event,44,2016-09-13 00:00:00
W_Opportunity.7650,W_Sales_User.6,2017-04-28 08:50:17,2017-05-11,W_Sales_Event.5611,Manager Off-Site,Event,50,2017-05-11 00:00:00
W_Opportunity.8631,W_Sales_User.7,2015-12-26 12:25:49,2016-01-04,W_Sales_Event.5612,Executive Lunch Meeting,Event,8,2016-01-04 00:00:00
W_Opportunity.9164,W_Sales_User.3,2017-05-07 23:02:35,2017-05-11,W_Sales_Event.5613,Confirming Final Contract Details,Event,57,2017-05-11 00:00:00
W_Opportunity.9201,W_Sales_User.7,2015-07-16 07:59:15,2015-07-19,W_Sales_Event.5614,Executive Discovery Meeting,Event,0,2015-07-19 00:00:00
W_Opportunity.9514,W_Sales_User.11,2016-10-19 11:48:36,2016-10-28,W_Sales_Event.5615,Send Letter,Event,0,2016-10-28 00:00:00
W_Opportunity.9514,W_Sales_User.11,2016-11-04 12:24:14,2016-11-17,W_Sales_Event.5616,Executive Discovery Meeting,Event,17,2016-11-17 00:00:00
W_Opportunity.9601,W_Sales_User.3,2016-07-14 00:11:42,2016-07-27,W_Sales_Event.5617,Discovery Meeting with CIO,Event,0,2016-07-27 00:00:00
W_Opportunity.9843,W_Sales_User.8,2017-03-03 02:55:48,2017-03-16,W_Sales_Event.5618,Discovery Meeting,Event,0,2017-03-16 00:00:00
W_Opportunity.9843,W_Sales_User.8,2017-04-11 04:15:01,2017-04-21,W_Sales_Event.5619,Coaching 1:1,Event,0,2017-04-21 00:00:00
W_Opportunity.10322,W_Sales_User.2,2015-10-07 18:18:29,2015-10-18,W_Sales_Event.5620,Discuss ideal candidate characteristics,Event,4,2015-10-18 00:00:00
W_Opportunity.11538,W_Sales_User.11,2017-04-08 14:30:47,2017-04-15,W_Sales_Event.5621,Pipeline 1:1,Event,0,2017-04-15 00:00:00
W_Opportunity.12001,W_Sales_User.2,2016-01-01 07:18:46,2016-01-12,W_Sales_Event.5622,Week Wrap Up,Event,1,2016-01-12 00:00:00
W_Opportunity.12001,W_Sales_User.2,2015-12-24 13:39:29,2016-01-04,W_Sales_Event.5623,All Hands Meeting,Event,30,2016-01-04 00:00:00
W_Opportunity.12786,W_Sales_User.10,2016-06-24 10:06:15,2016-07-07,W_Sales_Event.5624,Executive Discovery Meeting,Event,58,2016-07-07 00:00:00
W_Opportunity.12786,W_Sales_User.10,2016-06-23 13:50:53,2016-07-06,W_Sales_Event.5625,Breakfast with CFO,Event,6,2016-07-06 00:00:00
W_Opportunity.12896,W_Sales_User.8,2016-08-01 19:24:56,2016-08-06,W_Sales_Event.5626,Forecast Meeting,Event,0,2016-08-06 00:00:00
W_Opportunity.13081,W_Sales_User.6,2016-09-13 23:15:35,2016-09-22,W_Sales_Event.5627,Team Meeting,Event,59,2016-09-22 00:00:00
W_Opportunity.13241,W_Sales_User.10,2016-01-15 15:06:46,2016-01-21,W_Sales_Event.5628,Other,Event,27,2016-01-21 00:00:00
W_Opportunity.13241,W_Sales_User.10,2016-01-27 07:30:35,2016-01-30,W_Sales_Event.5629,All Hands Meeting,Event,0,2016-01-30 00:00:00
W_Opportunity.13630,W_Sales_User.8,2015-07-06 19:13:28,2015-07-16,W_Sales_Event.5630,Mobile Best Practices Session,Event,0,2015-07-16 00:00:00
W_Opportunity.13630,W_Sales_User.8,2015-07-05 09:25:44,2015-07-10,W_Sales_Event.5631,Executive Discovery Meeting,Event,0,2015-07-10 00:00:00
W_Opportunity.14466,W_Sales_User.7,2016-10-19 20:10:24,2016-10-20,W_Sales_Event.5632,Executive Lunch Meeting,Event,0,2016-10-20 00:00:00
W_Opportunity.14466,W_Sales_User.7,2016-10-13 10:46:33,2016-10-14,W_Sales_Event.5633,Internal team strategy meeting,Event,59,2016-10-14 00:00:00
W_Opportunity.14619,W_Sales_User.11,2015-07-28 23:30:21,2015-07-29,W_Sales_Event.5634,Mobile Best Practices Session,Event,49,2015-07-29 00:00:00
W_Opportunity.14619,W_Sales_User.11,2015-06-21 11:56:19,2015-07-04,W_Sales_Event.5635,Send Letter,Event,0,2015-07-04 00:00:00
W_Opportunity.16332,W_Sales_User.10,2015-07-02 18:59:33,2015-07-09,W_Sales_Event.5636,Post-meeting follow-up,Event,0,2015-07-09 00:00:00
W_Opportunity.16395,W_Sales_User.1,2016-05-24 12:44:18,2016-06-03,W_Sales_Event.5637,Discovery Call with Customer,Event,0,2016-06-03 00:00:00
W_Opportunity.16395,W_Sales_User.1,2016-05-28 11:29:11,2016-06-08,W_Sales_Event.5638,Breakfast with CFO,Event,0,2016-06-08 00:00:00
W_Opportunity.16848,W_Sales_User.11,2015-12-26 12:14:33,2015-12-28,W_Sales_Event.5639,Executive Lunch Meeting,Event,0,2015-12-28 00:00:00
W_Opportunity.16848,W_Sales_User.11,2015-12-20 02:31:23,2015-12-24,W_Sales_Event.5640,Project Planning Meeting,Event,0,2015-12-24 00:00:00
W_Opportunity.16971,W_Sales_User.11,2015-06-17 14:32:15,2015-06-26,W_Sales_Event.5641,Coaching 1:1,Event,0,2015-06-26 00:00:00
W_Opportunity.17113,W_Sales_User.10,2016-04-15 02:56:06,2016-04-22,W_Sales_Event.5642,Discuss ideal candidate characteristics,Event,22,2016-04-22 00:00:00
W_Opportunity.17688,W_Sales_User.9,2015-09-27 08:13:24,2015-10-09,W_Sales_Event.5643,Manager Off-Site,Event,2,2015-10-09 00:00:00
W_Opportunity.17688,W_Sales_User.9,2015-10-04 11:26:44,2015-10-05,W_Sales_Event.5644,Onsite Account Review with Executive Team,Event,23,2015-10-05 00:00:00
W_Opportunity.17980,W_Sales_User.10,2017-05-28 10:29:30,2017-06-02,W_Sales_Event.5645,Discovery Meeting with CIO,Event,21,2017-06-02 00:00:00
W_Opportunity.18319,W_Sales_User.5,2016-07-11 01:42:33,2016-07-22,W_Sales_Event.5646,Discovery call,Event,49,2016-07-22 00:00:00
W_Opportunity.18319,W_Sales_User.5,2016-07-11 18:54:15,2016-07-20,W_Sales_Event.5647,Territory Plan Review,Event,0,2016-07-20 00:00:00
W_Opportunity.18421,W_Sales_User.2,2016-01-14 14:42:56,2016-01-17,W_Sales_Event.5648,Closing Meeting,Event,0,2016-01-17 00:00:00
W_Opportunity.18421,W_Sales_User.2,2016-01-13 22:54:49,2016-01-23,W_Sales_Event.5649,Conference Call,Event,51,2016-01-23 00:00:00
W_Opportunity.19019,W_Sales_User.7,2016-07-22 01:11:55,2016-08-02,W_Sales_Event.5650,Phone Interview,Event,56,2016-08-02 00:00:00
W_Opportunity.19019,W_Sales_User.7,2016-07-15 07:39:27,2016-07-21,W_Sales_Event.5651,Executive Discovery Meeting,Event,36,2016-07-21 00:00:00
W_Opportunity.21320,W_Sales_User.7,2016-03-30 04:44:03,2016-04-12,W_Sales_Event.5652,Closing Meeting,Event,14,2016-04-12 00:00:00
W_Opportunity.21320,W_Sales_User.7,2016-04-01 12:45:17,2016-04-10,W_Sales_Event.5653,Discovery Meeting with CIO,Event,10,2016-04-10 00:00:00
W_Opportunity.21341,W_Sales_User.5,2017-03-22 13:37:47,2017-04-04,W_Sales_Event.5654,Coaching 1:1,Event,3,2017-04-04 00:00:00
W_Opportunity.21947,W_Sales_User.6,2016-11-25 15:02:05,2016-12-07,W_Sales_Event.5655,Team Meeting,Event,48,2016-12-07 00:00:00
W_Opportunity.21947,W_Sales_User.6,2016-11-25 12:59:06,2016-12-05,W_Sales_Event.5656,Territory Plan Review,Event,33,2016-12-05 00:00:00
W_Opportunity.22973,W_Sales_User.4,2016-01-04 14:31:43,2016-01-07,W_Sales_Event.5657,Confirming Final Contract Details,Event,0,2016-01-07 00:00:00
W_Opportunity.45854,W_Sales_User.15,2016-11-09 21:05:26,2016-11-22,W_Sales_Event.5658,Internal team strategy meeting,Event,0,2016-11-22 00:00:00
W_Opportunity.45854,W_Sales_User.15,2016-11-16 16:03:42,2016-11-24,W_Sales_Event.5659,Account Strategy Meeting,Event,0,2016-11-24 00:00:00
W_Opportunity.46065,W_Sales_User.8,2015-12-06 22:50:59,2015-12-16,W_Sales_Event.5660,Training,Event,34,2015-12-16 00:00:00
W_Opportunity.46163,W_Sales_User.11,2017-01-28 03:09:55,2017-02-07,W_Sales_Event.5661,Discovery Meeting with CIO,Event,48,2017-02-07 00:00:00
W_Opportunity.46512,W_Sales_User.10,2015-11-15 17:50:14,2015-11-26,W_Sales_Event.5662,Team Meeting,Event,12,2015-11-26 00:00:00
W_Opportunity.46512,W_Sales_User.10,2015-11-14 21:23:08,2015-11-23,W_Sales_Event.5663,Executive Lunch Meeting,Event,0,2015-11-23 00:00:00
W_Opportunity.46665,W_Sales_User.13,2016-11-05 22:05:20,2016-11-15,W_Sales_Event.5664,Follow up Meeting,Event,0,2016-11-15 00:00:00
W_Opportunity.46673,W_Sales_User.8,2016-08-11 08:49:30,2016-08-11,W_Sales_Event.5665,Demonstration to Board of Directors,Event,48,2016-08-11 00:00:00
W_Opportunity.46673,W_Sales_User.8,2016-08-06 06:50:01,2016-08-11,W_Sales_Event.5666,Discovery Meeting with CIO,Event,5,2016-08-11 00:00:00
W_Opportunity.47083,W_Sales_User.13,2017-03-05 17:44:40,2017-03-13,W_Sales_Event.5667,Project Planning Meeting,Event,0,2017-03-13 00:00:00
W_Opportunity.47581,W_Sales_User.15,2017-01-10 10:49:56,2017-01-17,W_Sales_Event.5668,Training Class,Event,0,2017-01-17 00:00:00
W_Opportunity.48039,W_Sales_User.8,2017-04-10 21:31:27,2017-04-10,W_Sales_Event.5669,Discovery meeting with key executives,Event,0,2017-04-10 00:00:00
W_Opportunity.48251,W_Sales_User.8,2016-07-01 06:13:15,2016-07-04,W_Sales_Event.5670,Customer Briefing,Event,0,2016-07-04 00:00:00
W_Opportunity.48251,W_Sales_User.8,2016-06-29 12:57:53,2016-06-30,W_Sales_Event.5671,Onsite Account Review with Executive Team,Event,43,2016-06-30 00:00:00
W_Opportunity.48665,W_Sales_User.14,2015-12-23 08:23:40,2016-01-03,W_Sales_Event.5672,Onsite customer workshop,Event,46,2016-01-03 00:00:00
W_Opportunity.49007,W_Sales_User.14,2016-06-27 11:37:02,2016-07-04,W_Sales_Event.5673,Conference Call,Event,0,2016-07-04 00:00:00
W_Opportunity.49007,W_Sales_User.14,2016-06-28 13:35:42,2016-07-01,W_Sales_Event.5674,Account Strategy Meeting,Event,34,2016-07-01 00:00:00
W_Opportunity.49327,W_Sales_User.16,2016-07-16 19:05:17,2016-07-18,W_Sales_Event.5675,Coaching 1:1,Event,29,2016-07-18 00:00:00
W_Opportunity.49327,W_Sales_User.16,2016-07-09 07:10:42,2016-07-18,W_Sales_Event.5676,Conference Call,Event,0,2016-07-18 00:00:00
W_Opportunity.49868,W_Sales_User.13,2016-06-15 02:15:47,2016-06-28,W_Sales_Event.5677,Forecast Meeting,Event,50,2016-06-28 00:00:00
W_Opportunity.50396,W_Sales_User.9,2015-07-12 21:31:12,2015-07-25,W_Sales_Event.5678,Onsite customer workshop,Event,0,2015-07-25 00:00:00
W_Opportunity.50708,W_Sales_User.12,2017-03-05 02:47:13,2017-03-09,W_Sales_Event.5679,Weekly Team Meeting,Event,5,2017-03-09 00:00:00
