External_Id__c,Name,Owner.External_Id__c,NumberOfEmployees,AnnualRevenue,AccountSource,Type,Industry,BillingStreet,BillingCity,BillingState,BillingCountry,YearStarted,Ownership,Rating,CreatedDate__c
W_Account.7968,Mediware Information Systems,W_Sales_User.4,92,399833000,Website,Mid-Market,Telecommunications,4769 Monica Loop,Angelaborough,OR,USA,1959,Private,Warm,2016-01-30 00:00:00
W_Account.7970,Instrumentation and Control Systems,W_Sales_User.1,245,250391000,Partner,Mid-Market,Biotechnology,2403 Henson Neck,North Jonathan,NV,USA,1902,Private,Cool,2016-12-04 00:00:00
W_Account.7973,Pricewaterhouse Coopers St Louis/Branch,W_Sales_User.6,42,87512000,Website,Mid-Market,Entertainment,34383 Taylor Point,Andreafort,NM,USA,1932,Public,Warm,2016-06-16 00:00:00
W_Account.7977,IntegraColor,W_Sales_User.9,107,176920000,Social Media,Mid-Market,Electronics,655 Stacy Square,Perezberg,MI,USA,1977,Other,Warm,2015-12-01 00:00:00
W_Account.7980,Housewares Direct,W_Sales_User.4,173,186434000,Community,Mid-Market,Shipping,8867 Roberts Wall,Warnerton,HI,USA,1911,Private,Cool,2016-11-14 00:00:00
W_Account.7990,Equitrac Corp.,W_Sales_User.3,66,77076000,Website,Mid-Market,Government,359 Gomez Burg,Stewarttown,WA,USA,1974,Private,Cool,2017-06-01 00:00:00
W_Account.7992,"Canada Dry Bottling Company of New York, L.P.",W_Sales_User.6,121,219918000,Marketing Event,Mid-Market,Technology,037 Joshua Track,Thompsonland,CO,USA,1995,Public,Cool,2016-12-03 00:00:00
W_Account.7995,Americas Technologies,W_Sales_User.8,247,193514000,Partner,Mid-Market,Healthcare & Life Sciences,90155 Rogers Groves,South Stevenmouth,KS,USA,1946,Other,Cool,2015-06-25 00:00:00
W_Account.7998,ktopia,W_Sales_User.5,174,226903000,Social Media,Mid-Market,Food & Beverage,5955 Robert Ranch,Ambermouth,WA,USA,1940,Public,Warm,2016-01-18 00:00:00
W_Account.8000,LivePerson,W_Sales_User.1,226,422495000,Social Media,Mid-Market,Consulting,401 Smith Green,South Kennethmouth,MT,USA,1932,Private,Hot,2015-08-11 00:00:00
W_Account.8001,LoQueSea,W_Sales_User.9,55,257078000,Inbound Call,Mid-Market,Engineering,57532 Robert Throughway,South Timmouth,NE,USA,1999,Public,Cool,2016-04-23 00:00:00
W_Account.8008,Computron Display Systems Inc,W_Sales_User.6,204,334975000,Website,Mid-Market,Communications,84492 Manning Vista,South Robert,AK,USA,1904,Other,Hot,2016-12-29 00:00:00
W_Account.8009,Reachin Inc,W_Sales_User.6,228,402721000,Data.com,Mid-Market,Government,140 Robert Estates,Port Briannabury,OR,USA,1981,Private,Cool,2016-10-25 00:00:00
W_Account.8010,Hornet Capital,W_Sales_User.16,138,432966000,Social Media,Mid-Market,Manufacturing,854 Joseph Stream,Lake Jonathan,RI,USA,1926,Other,Cool,2016-07-26 00:00:00
W_Account.8011,Cambrex Corporation,W_Sales_User.13,106,111028000,Cold Call,Mid-Market,Utilities,338 Mark Neck,Chrisshire,ME,USA,2000,Other,Hot,2015-12-30 00:00:00
W_Account.8012,DPSI,W_Sales_User.8,165,473308000,Data.com,Mid-Market,Shipping,9361 Johnny Common,Juanchester,LA,USA,1953,Public,Hot,2016-05-03 00:00:00
W_Account.8014,Kentek Information Systems,W_Sales_User.15,249,444286000,Data.com,Mid-Market,Financial Services,27375 Whitney Spring,North Geraldburgh,MA,USA,1891,Private,Cool,2017-03-26 00:00:00
W_Account.8017,Bayview Asset Management,W_Sales_User.12,116,230536000,Community,Mid-Market,Apparel,7223 Christopher Fords,West Tylermouth,FL,USA,1995,Public,Warm,2015-12-05 00:00:00
W_Account.8018,refer.com,W_Sales_User.13,199,221844000,Social Media,Mid-Market,Agriculture,224 Luis Glen,Christopherville,MD,USA,1959,Private,Cool,2016-12-01 00:00:00
W_Account.8020,Ponte Communications,W_Sales_User.11,154,475365000,Website,Mid-Market,Biotechnology,1120 Brittany Wall,South Amanda,NJ,USA,1900,Subsidiary,Warm,2016-10-23 00:00:00
W_Account.8021,BuyerZone.com,W_Sales_User.14,172,292070000,Data.com,Mid-Market,Construction,3023 Johnson Rue,Hillstad,RI,USA,1892,Private,Cool,2016-06-21 00:00:00
W_Account.8022,Creative Garden Concepts,W_Sales_User.11,119,445795000,Website,Mid-Market,Utilities,4293 John Brooks,Jeremymouth,OK,USA,1995,Other,Cool,2016-09-25 00:00:00
W_Account.8024,ITW Kester,W_Sales_User.13,228,377674000,Community,Mid-Market,Telecommunications,3374 Henry Coves,Jasonshire,NC,USA,1947,Private,Warm,2016-08-27 00:00:00
W_Account.8028,eVestment,W_Sales_User.13,184,407670000,Marketing Event,Mid-Market,Communications,114 Leonard Skyway,East Jenniferside,CT,USA,1893,Private,Hot,2017-03-14 00:00:00
W_Account.8033,The SUM Group,W_Sales_User.7,159,499782000,Cold Call,Mid-Market,Construction,63696 Joshua Parkways,Lamton,LA,USA,1969,Private,Cool,2016-09-15 00:00:00
W_Account.8034,Fellers & Company,W_Sales_User.15,207,312078000,Social Media,Mid-Market,Apparel,582 Preston Green,Anthonystad,ME,USA,1948,Other,Warm,2016-07-15 00:00:00
W_Account.8036,Arca Technologies,W_Sales_User.12,167,467286000,Marketing Event,Mid-Market,Manufacturing,4081 Gabrielle River,Lake Emilymouth,VT,USA,1970,Private,Cool,2016-11-27 00:00:00
W_Account.8037,Techmicro,W_Sales_User.16,149,290465000,Referral,Mid-Market,Insurance,23969 Stephen Fork,Jonesfort,KY,USA,1903,Subsidiary,Warm,2015-11-24 00:00:00
W_Account.8041,Sargent & Lundy,W_Sales_User.16,98,145433000,Website,Mid-Market,Insurance,067 Sarah Pike,Freytown,VA,USA,1901,Private,Warm,2016-09-09 00:00:00
W_Account.8042,Redmond Venture Inc,W_Sales_User.14,223,297060000,Data.com,Mid-Market,Financial Services,29295 Stephanie Parkway,North Luismouth,ME,USA,2002,Private,Hot,2016-03-10 00:00:00
W_Account.8043,Vacation Break Management,W_Sales_User.17,78,486650000,Community,Mid-Market,Hospitality,87230 Carpenter Lights,Martinezside,NH,USA,1954,Other,Hot,2016-03-22 00:00:00
W_Account.8045,Visionary Health Concepts,W_Sales_User.15,105,114607000,Website,Mid-Market,Manufacturing,574 Marie Spurs,Huntertown,DE,USA,1986,Other,Hot,2016-09-06 00:00:00
W_Account.8046,Nova Laboratories,W_Sales_User.11,90,352762000,Marketing Event,Mid-Market,Healthcare & Life Sciences,497 Mclaughlin Drive,Ronaldside,OK,USA,1983,Public,Hot,2016-02-20 00:00:00
W_Account.8051,Design for Business Interiors,W_Sales_User.16,1,394500000,Partner,Mid-Market,Banking,321 Timothy Isle,New April,NH,USA,1936,Public,Cool,2017-01-29 00:00:00
W_Account.8053,Virtual Clinician,W_Sales_User.11,64,355050000,Data.com,Mid-Market,Chemicals,542 Green Mills,Lake Derekstad,NJ,USA,1889,Private,Cool,2017-02-09 00:00:00
W_Account.8056,Solerant,W_Sales_User.16,54,372763000,Website,Mid-Market,Energy,16870 Frey Mountain,Port Nicole,RI,USA,2001,Subsidiary,Warm,2015-12-05 00:00:00
W_Account.8058,LightCore,W_Sales_User.9,121,484275000,Inbound Call,Mid-Market,Apparel,34086 Cynthia Turnpike,East Maria,PA,USA,1915,Private,Warm,2016-05-26 00:00:00
W_Account.8059,Midland Optical,W_Sales_User.10,219,345134000,Marketing Event,Mid-Market,Consulting,793 Burton Hollow,Loriport,PA,USA,2003,Other,Warm,2016-08-31 00:00:00
W_Account.8064,SplitTheDifference,W_Sales_User.17,249,342463000,Partner,Mid-Market,Chemicals,59440 Rachel Walks,New Lisabury,ME,USA,1918,Public,Cool,2016-11-26 00:00:00
W_Account.8065,athenahealth,W_Sales_User.9,234,100849000,Cold Call,Mid-Market,Transportation,5035 Gabriel Lakes,North Samanthamouth,PA,USA,1910,Other,Cool,2015-08-22 00:00:00
W_Account.8070,Apple Leisure Group,W_Sales_User.16,14,205468000,Social Media,Mid-Market,Hospitality,426 Jason Shoals,South Hollymouth,NC,USA,2001,Private,Hot,2015-11-30 00:00:00
W_Account.8073,"UMB Bank, N.A.",W_Sales_User.8,48,220478000,Data.com,Mid-Market,Technology,19830 French Harbor,Port Ashley,OH,USA,1941,Private,Hot,2015-12-10 00:00:00
W_Account.8078,Remel,W_Sales_User.5,147,103171000,Referral,Mid-Market,Recreation,26883 Williams Squares,Pettymouth,CA,USA,1906,Private,Hot,2015-08-01 00:00:00
W_Account.8080,Hotelicopter,W_Sales_User.14,117,282112000,Cold Call,Mid-Market,Education,1461 Carly Crossroad,East Williamberg,MD,USA,1992,Other,Hot,2017-05-07 00:00:00
W_Account.8089,Internap Network Services Corporation,W_Sales_User.2,852,197110000,Partner,Mid-Market,Government,01654 Smith Place,Ponceland,HI,USA,1977,Public,Warm,2015-08-19 00:00:00
W_Account.8090,NetCom Systems,W_Sales_User.3,540,353141000,Referral,Mid-Market,Apparel,4366 Laura Mill,New Thomasfurt,HI,USA,1891,Other,Warm,2015-11-18 00:00:00
W_Account.8093,etv lab,W_Sales_User.9,966,77824000,Social Media,Mid-Market,Government,544 Hart Throughway,Gravesfurt,MO,USA,1900,Private,Warm,2017-02-12 00:00:00
W_Account.8095,Minnesota Industrial Tools,W_Sales_User.11,913,63880000,Website,Mid-Market,Banking,296 Castro Parkways,Ericksonfurt,MN,USA,1907,Private,Cool,2015-12-01 00:00:00
W_Account.8099,Muraki USA,W_Sales_User.1,889,156163000,Data.com,Mid-Market,Apparel,7476 Juan Isle,Whiteville,UT,USA,1950,Other,Warm,2015-12-24 00:00:00
W_Account.8101,MPE Inc,W_Sales_User.2,886,379090000,Marketing Event,Mid-Market,Financial Services,90663 Miles Causeway,Port Jessica,ID,USA,2007,Private,Warm,2015-06-20 00:00:00
W_Account.8106,Intellispark,W_Sales_User.9,718,227572000,Cold Call,Mid-Market,Telecommunications,0308 Michael Forks,Gainesport,OH,USA,1999,Private,Cool,2015-07-25 00:00:00
W_Account.8108,"MLB Advanced Media, L.P",W_Sales_User.10,438,336070000,Referral,Mid-Market,Communications,1025 Jeffrey Lights,Gardnerton,NE,USA,1947,Public,Cool,2016-05-01 00:00:00
W_Account.8109,VAC Magnetics Corp.,W_Sales_User.5,415,498811000,Social Media,Mid-Market,Recreation,3863 Tran Crescent,Lake Randall,AK,USA,1885,Other,Cool,2016-02-10 00:00:00
W_Account.8111,Vividon,W_Sales_User.7,466,202346000,Community,Mid-Market,Transportation,18258 John Hills,Williamhaven,IN,USA,1953,Private,Warm,2017-05-14 00:00:00
W_Account.8115,Questpro Consultants,W_Sales_User.10,307,83943000,Cold Call,Mid-Market,Telecommunications,271 Spencer Corner,New Larryland,MN,USA,1925,Other,Warm,2016-03-15 00:00:00
W_Account.8116,Electronic Engineering Co.,W_Sales_User.11,318,67668000,Referral,Mid-Market,Financial Services,7253 Latoya Groves,Tylerstad,KS,USA,1982,Private,Hot,2015-11-15 00:00:00
W_Account.8117,Central Station,W_Sales_User.6,580,159495000,Data.com,Mid-Market,Telecommunications,7155 Duane Prairie,Greeneshire,CO,USA,1880,Other,Hot,2016-04-10 00:00:00
W_Account.8121,GigaPlan,W_Sales_User.2,590,440737000,Social Media,Mid-Market,Communications,056 Stephanie Ridge,West Crystalfurt,MT,USA,1921,Private,Cool,2015-07-02 00:00:00
W_Account.8122,Shaker Computer & Management Services,W_Sales_User.4,588,162409000,Partner,Mid-Market,Transportation,340 Stevens Club,Davenporthaven,WA,USA,1936,Private,Warm,2016-05-18 00:00:00
W_Account.8123,Page Inc,W_Sales_User.5,710,297107000,Cold Call,Mid-Market,Food & Beverage,02883 Boyle Divide,Brianburgh,WA,USA,1894,Other,Cool,2016-05-21 00:00:00
W_Account.8124,Teledyne Cougar,W_Sales_User.7,806,139111000,Social Media,Mid-Market,Consulting,85965 Toni Estate,Port Robin,ND,USA,1983,Private,Cool,2016-02-19 00:00:00
W_Account.8126,Tremont Hotel Limited Partnership,W_Sales_User.2,502,443779000,Partner,Mid-Market,Retail,7124 Ronald Meadows,Harveyton,CA,USA,1915,Public,Warm,2017-05-22 00:00:00
W_Account.8127,Sea-Port Controls,W_Sales_User.1,765,171413000,Cold Call,Mid-Market,Media,84877 Kristin Estate,Port Stevenport,OR,USA,1973,Public,Hot,2017-01-07 00:00:00
W_Account.8129,Monsoon,W_Sales_User.9,386,358094000,Partner,Mid-Market,Utilities,704 Rivera Bridge,New Stacey,NE,USA,1934,Public,Warm,2015-12-17 00:00:00
W_Account.8133,Webbi.com,W_Sales_User.5,733,494488000,Marketing Event,Mid-Market,Engineering,48664 Ritter Summit,Jenniferfort,UT,USA,1952,Public,Hot,2015-07-20 00:00:00
W_Account.8136,Apropos Technology,W_Sales_User.11,639,377897000,Referral,Mid-Market,Machinery,682 Baker Harbor,East Steven,MN,USA,1997,Private,Cool,2016-09-07 00:00:00
W_Account.8137,Association Of Internet Professionals,W_Sales_User.7,942,324443000,Partner,Mid-Market,Agriculture,4118 Rebecca Rapids,Ryanville,KS,USA,1919,Other,Hot,2016-08-22 00:00:00
W_Account.8140,Productivity People Inc,W_Sales_User.7,311,90512000,Website,Mid-Market,Healthcare & Life Sciences,3740 Larsen Trace,Kevinshire,MN,USA,1967,Private,Warm,2016-06-12 00:00:00
W_Account.8144,"Kyocera America, Inc",W_Sales_User.7,494,460800000,Referral,Mid-Market,Food & Beverage,039 Terry Divide,North Danielfurt,IL,USA,1961,Other,Warm,2016-12-26 00:00:00
W_Account.8145,Media Products,W_Sales_User.11,273,154315000,Referral,Mid-Market,Electronics,63133 Sanders Glen,South Robert,KS,USA,1979,Public,Cool,2016-01-24 00:00:00
W_Account.8146,SAI Systems International,W_Sales_User.7,791,192036000,Cold Call,Mid-Market,Biotechnology,8794 Daniel Shores,South Anthony,TX,USA,1962,Other,Cool,2015-06-22 00:00:00
W_Account.8147,Brm Marketing,W_Sales_User.16,918,413488000,Marketing Event,Mid-Market,Utilities,146 Brandon Parkway,Zacharybury,RI,USA,1959,Private,Hot,2016-11-14 00:00:00
W_Account.8148,Tara Del Mar Productions,W_Sales_User.16,425,339437000,Partner,Mid-Market,Technology,36107 Sara Pike,West Whitney,KY,USA,1910,Private,Warm,2017-01-11 00:00:00
W_Account.8150,The Renco Group,W_Sales_User.16,432,311691000,Inbound Call,Mid-Market,Retail,605 Clayton Parks,West Christinaview,TN,USA,1956,Private,Hot,2015-09-08 00:00:00
W_Account.8155,First Solar,W_Sales_User.8,844,451656000,Data.com,Mid-Market,Shipping,03677 Dana Roads,Amandahaven,NY,USA,1905,Private,Cool,2015-11-26 00:00:00
W_Account.8156,Nelson Vrooman Assoc,W_Sales_User.9,904,413974000,Cold Call,Mid-Market,Transportation,0305 Russell Keys,New Randy,LA,USA,1956,Private,Cool,2015-10-25 00:00:00
W_Account.8158,WRSystems Ltd,W_Sales_User.12,658,487939000,Social Media,Mid-Market,Utilities,0091 Andrew Roads,Millerhaven,ME,USA,1890,Other,Hot,2017-01-08 00:00:00
W_Account.8159,Projects In Knowledge,W_Sales_User.10,773,161049000,Inbound Call,Mid-Market,Construction,0997 James Groves,Blakefurt,TX,USA,1998,Other,Warm,2016-06-03 00:00:00
W_Account.8169,FryeCom,W_Sales_User.11,929,374844000,Partner,Mid-Market,Engineering,3840 Carolyn Key,South Ryan,TX,USA,1914,Private,Hot,2016-02-25 00:00:00
W_Account.8172,IP3,W_Sales_User.8,314,428594000,Data.com,Mid-Market,Telecommunications,3195 Shaw Ports,Wallaceside,NJ,USA,1989,Private,Hot,2016-03-11 00:00:00
W_Account.8179,Insight Cnsulting Partners,W_Sales_User.14,351,87967000,Website,Mid-Market,Chemicals,6846 Eric Valley,South Joshua,NH,USA,1918,Private,Warm,2015-10-11 00:00:00
W_Account.8180,Tesoro Refining & Marketing,W_Sales_User.12,483,219327000,Inbound Call,Mid-Market,Biotechnology,233 Martin Views,North Amanda,MS,USA,1927,Other,Hot,2017-04-29 00:00:00
W_Account.8182,Flywheel Ventures,W_Sales_User.12,780,169751000,Social Media,Mid-Market,Recreation,09952 Hanson Creek,New Matthew,VT,USA,1912,Other,Warm,2015-09-01 00:00:00
W_Account.8188,Studio Direct,W_Sales_User.7,593,447114000,Referral,Mid-Market,Food & Beverage,19783 David Keys,Sherryside,AR,USA,1891,Other,Cool,2016-10-04 00:00:00
W_Account.8195,Valassis-FFT,W_Sales_User.15,770,134635000,Data.com,Mid-Market,Recreation,74201 Keith Manors,West Chad,NH,USA,1955,Other,Hot,2016-01-14 00:00:00
W_Account.8196,Environmental News Network   Inc,W_Sales_User.17,690,130136000,Partner,Mid-Market,Manufacturing,775 Jonathan Cliff,Torresmouth,AL,USA,1921,Private,Hot,2016-03-27 00:00:00
W_Account.8199,CROSSMARK,W_Sales_User.15,696,244977000,Data.com,Mid-Market,Banking,39881 Neal Burg,New Michellechester,MD,USA,1978,Private,Warm,2015-06-25 00:00:00
W_Account.8200,Pacific Health Advantage,W_Sales_User.17,290,261856000,Referral,Mid-Market,Transportation,92354 Mark Hill,Rileyview,CT,USA,1931,Public,Cool,2016-03-22 00:00:00
W_Account.8202,Raytheon - Space & Airborne Systems,W_Sales_User.16,858,207380000,Social Media,Mid-Market,Technology,608 Amber Estate,New Jessicahaven,VA,USA,1902,Public,Warm,2016-04-01 00:00:00
W_Account.8204,"Nowgistics, Ltd",W_Sales_User.12,543,172142000,Inbound Call,Mid-Market,Hospitality,1687 Angela Flat,Wilsonchester,MD,USA,1902,Other,Cool,2015-11-07 00:00:00
W_Account.8207,Tailored Brands,W_Sales_User.14,301,88339000,Inbound Call,Mid-Market,Construction,28042 William Trafficway,West Ashleyport,RI,USA,1894,Subsidiary,Cool,2016-11-23 00:00:00
W_Account.8213,Spring Tide Networks,W_Sales_User.16,929,76807000,Data.com,Mid-Market,Food & Beverage,0916 Scott Crossing,East Wendyberg,TN,USA,1926,Private,Warm,2016-07-13 00:00:00
W_Account.8214,Fairpoint Communications,W_Sales_User.14,494,281129000,Cold Call,Mid-Market,Media,97145 Kelli Locks,South Christopherside,DE,USA,1929,Other,Cool,2015-09-02 00:00:00
W_Account.8215,ABB Industrial Services,W_Sales_User.14,265,163861000,Cold Call,Mid-Market,Biotechnology,9336 Matthew Plaza,Port Amberburgh,VA,USA,1900,Private,Cool,2015-07-10 00:00:00
W_Account.8216,Rex Wyon Inc,W_Sales_User.14,452,192620000,Referral,Mid-Market,Manufacturing,288 Angela Wells,Jacksonbury,AL,USA,1902,Other,Warm,2016-07-24 00:00:00
W_Account.8217,CresSoft,W_Sales_User.15,456,323688000,Marketing Event,Mid-Market,Media,4281 William Way,Mitchellborough,DE,USA,1999,Other,Cool,2015-10-13 00:00:00
W_Account.8218,"TeraMedica, Inc",W_Sales_User.9,968,160722000,Website,Mid-Market,Healthcare & Life Sciences,3922 Garner Extensions,Tammyland,LA,USA,1910,Private,Hot,2015-09-04 00:00:00
W_Account.8222,Genesis Technology Group,W_Sales_User.6,448,183247000,Cold Call,Mid-Market,Not For Profit,448 Rebecca Shoal,East Charleshaven,CO,USA,1994,Other,Cool,2016-05-03 00:00:00
W_Account.8226,Advanced Respiratory,W_Sales_User.9,418,207033000,Website,Mid-Market,Government,74405 Bryant Bridge,South Samanthaville,NJ,USA,2003,Private,Cool,2016-09-22 00:00:00
W_Account.8228,itechaudit,W_Sales_User.9,306,342916000,Marketing Event,Mid-Market,Recreation,387 Paul Streets,Christensenville,IL,USA,1965,Private,Hot,2015-09-22 00:00:00
W_Account.8229,Crystal Dynamics Inc,W_Sales_User.14,991,300403000,Community,Mid-Market,Transportation,96601 Kevin Green,Evansville,MD,USA,1921,Private,Warm,2016-05-02 00:00:00
W_Account.8230,Otobis,W_Sales_User.1,862,374135000,Marketing Event,Mid-Market,Retail,02766 Valencia Groves,West Sherri,MT,USA,1921,Private,Cool,2015-11-29 00:00:00
W_Account.8231,Market Investments,W_Sales_User.14,583,269687000,Social Media,Mid-Market,Banking,5846 Jenna Key,North Emmaville,GA,USA,1955,Private,Warm,2016-11-09 00:00:00
W_Account.8233,Ampex Corporation,W_Sales_User.14,801,321895000,Cold Call,Mid-Market,Financial Services,78552 Whitaker Inlet,Markshire,GA,USA,1886,Private,Hot,2015-07-06 00:00:00
W_Account.8234,PRMsoft,W_Sales_User.13,447,461165000,Cold Call,Mid-Market,Communications,9779 Poole Center,Travismouth,MD,USA,2009,Public,Warm,2016-12-21 00:00:00
W_Account.8236,Tachyon,W_Sales_User.1,3439,406843000,Data.com,Mid-Market,Engineering,2256 Wells Row,Leeville,OR,USA,1931,Private,Warm,2016-02-02 00:00:00
W_Account.8237,Frictionless Commerce,W_Sales_User.6,1779,405565000,Partner,Mid-Market,Hospitality,5451 Joshua Shoal,Andrewbury,AZ,USA,1904,Private,Cool,2016-09-12 00:00:00
W_Account.8242,Quantum Corporation,W_Sales_User.6,2962,347309000,Cold Call,Mid-Market,Construction,6867 Rogers Pass,North Corystad,MT,USA,1922,Private,Hot,2017-01-14 00:00:00
W_Account.8244,Laser Pros International Corp.,W_Sales_User.10,2756,230754000,Partner,Mid-Market,Retail,12707 Ashley Cliffs,West Johnny,WI,USA,1914,Subsidiary,Warm,2016-06-17 00:00:00
W_Account.8246,Rodenstock USA,W_Sales_User.11,1786,282167000,Referral,Mid-Market,Other,1531 Brandy Village,Jamesstad,IA,USA,1925,Private,Cool,2016-08-02 00:00:00
W_Account.8247,IDC Research,W_Sales_User.11,2124,216224000,Inbound Call,Mid-Market,Apparel,8531 Lisa Course,East Tina,WI,USA,1920,Private,Hot,2016-01-12 00:00:00
W_Account.8250,SiteLightning,W_Sales_User.4,3202,86983000,Data.com,Mid-Market,Media,020 Karen Landing,Haydenshire,CA,USA,1889,Other,Cool,2015-08-11 00:00:00
W_Account.8251,RTS Wireless,W_Sales_User.2,4948,219092000,Community,Mid-Market,Other,3468 Emily Lodge,Liutown,HI,USA,1968,Private,Cool,2017-05-30 00:00:00
W_Account.8252,Zhermack Inc,W_Sales_User.6,1209,402771000,Social Media,Mid-Market,Agriculture,9590 Campbell Circle,Port Richardfurt,CA,USA,1987,Private,Warm,2015-07-11 00:00:00
W_Account.8256,advisor square,W_Sales_User.10,1933,230642000,Social Media,Mid-Market,Transportation,171 Blevins Plains,Lake Scottville,IN,USA,1944,Private,Cool,2017-03-22 00:00:00
W_Account.8257,eWinWin,W_Sales_User.10,3779,416276000,Social Media,Mid-Market,Electronics,876 Simpson Mall,Danaton,MN,USA,1974,Private,Hot,2016-09-08 00:00:00
W_Account.8262,SPS Technologies,W_Sales_User.9,3967,319722000,Marketing Event,Mid-Market,Recreation,91928 Bartlett Trail,Amyburgh,MO,USA,1893,Other,Warm,2017-03-04 00:00:00
W_Account.8267,DeNooyer Chevrolet,W_Sales_User.5,4924,127188000,Data.com,Mid-Market,Government,6104 Gill Ramp,Kevinview,MT,USA,1882,Subsidiary,Warm,2015-09-08 00:00:00
W_Account.8268,Priasoft,W_Sales_User.8,1664,463895000,Marketing Event,Mid-Market,Retail,7922 Evans Glens,South Chelsea,IA,USA,1922,Subsidiary,Hot,2017-05-26 00:00:00
W_Account.8270,Idapta,W_Sales_User.11,3705,408144000,Inbound Call,Mid-Market,Hospitality,1170 Tracy Village,Williamsmouth,IN,USA,1926,Private,Cool,2016-03-10 00:00:00
W_Account.8271,First Empire Securities,W_Sales_User.4,4892,68974000,Referral,Mid-Market,Shipping,972 Church Mall,East Markchester,NM,USA,1883,Subsidiary,Cool,2015-12-20 00:00:00
W_Account.8272,Pacific Scientific Co,W_Sales_User.2,4693,201565000,Community,Mid-Market,Chemicals,9267 Shawna Curve,Porterfurt,UT,USA,2001,Private,Hot,2016-08-16 00:00:00
W_Account.8276,GVT Industries,W_Sales_User.8,1703,326747000,Inbound Call,Mid-Market,Utilities,42196 Gross Ports,South Mistyton,MO,USA,1932,Private,Warm,2016-03-03 00:00:00
W_Account.8278,Labinal-Corinth,W_Sales_User.9,3192,436215000,Social Media,Mid-Market,Food & Beverage,67993 Sherry Walks,West Sheila,IL,USA,1936,Private,Warm,2017-03-26 00:00:00
W_Account.8279,Trinsic Communications,W_Sales_User.7,3362,119832000,Website,Mid-Market,Healthcare & Life Sciences,01419 Daniel Station,Kristinville,MN,USA,2009,Private,Hot,2015-11-10 00:00:00
W_Account.8281,Zip Tone,W_Sales_User.10,3988,450692000,Marketing Event,Mid-Market,Technology,709 Henderson Summit,New Meganhaven,WI,USA,1948,Private,Cool,2017-04-01 00:00:00
W_Account.8283,Bradford & Galt,W_Sales_User.8,3908,225062000,Data.com,Mid-Market,Technology,338 Michael Mission,Port Emma,SD,USA,1907,Public,Hot,2015-09-13 00:00:00
W_Account.8287,Moremeetingscom,W_Sales_User.3,3027,310295000,Marketing Event,Mid-Market,Engineering,6205 Stanley Course,East Brittanyland,MT,USA,1962,Private,Warm,2015-10-04 00:00:00
W_Account.8288,RMI.NET,W_Sales_User.10,3926,74104000,Social Media,Mid-Market,Telecommunications,28370 Montoya Meadow,Manningfort,IN,USA,1982,Subsidiary,Cool,2016-11-12 00:00:00
W_Account.8289,Markcare Medical Solutions,W_Sales_User.11,4617,450757000,Partner,Mid-Market,Apparel,62350 Bean Via,South Mary,ND,USA,2000,Private,Cool,2016-10-19 00:00:00
W_Account.8295,Pacific Business News,W_Sales_User.7,2943,221758000,Data.com,Mid-Market,Banking,9764 Barrera Falls,Danielschester,KS,USA,1972,Private,Hot,2016-02-16 00:00:00
W_Account.8296,Hellman & Friedman,W_Sales_User.9,4006,54593000,Cold Call,Mid-Market,Chemicals,2408 Kelly Club,Jamesberg,MN,USA,1904,Private,Hot,2015-10-29 00:00:00
W_Account.8299,Caesar & Seider Insurance,W_Sales_User.1,1188,310886000,Community,Mid-Market,Energy,466 King Mall,Lake Lisa,CA,USA,1900,Public,Warm,2015-08-19 00:00:00
W_Account.8300,Sky World Interactive Corp.,W_Sales_User.9,2946,343966000,Website,Mid-Market,Insurance,8479 Jackson Run,Schroederstad,SD,USA,1934,Private,Warm,2015-09-22 00:00:00
W_Account.8301,Guidance Solutions,W_Sales_User.10,3577,407722000,Inbound Call,Mid-Market,Food & Beverage,2379 Erica Squares,Katherineland,IL,USA,1901,Other,Warm,2016-07-09 00:00:00
W_Account.8304,onlinetradinginc.com,W_Sales_User.9,4690,170932000,Referral,Mid-Market,Shipping,77708 Barnes Glens,South James,IL,USA,1917,Private,Cool,2016-01-04 00:00:00
W_Account.8305,Fourth Floor Consulting,W_Sales_User.10,3484,98965000,Community,Mid-Market,Environmental,6120 Amanda Brook,Patriciatown,SD,USA,1882,Subsidiary,Cool,2017-02-11 00:00:00
W_Account.8309,New World Systems Corporation,W_Sales_User.5,2195,222596000,Data.com,Mid-Market,Food & Beverage,579 Schroeder Via,Alanfurt,ID,USA,2009,Private,Hot,2016-04-12 00:00:00
W_Account.8312,Euro  American Brands,W_Sales_User.11,3643,75754000,Data.com,Mid-Market,Financial Services,6909 Victoria Squares,New Tylerfurt,IN,USA,1975,Public,Hot,2016-03-18 00:00:00
W_Account.8324,Radiant System Hospitality Division,W_Sales_User.10,2075,434340000,Data.com,Mid-Market,Manufacturing,91729 Sean Shore,Reidshire,KS,USA,1896,Private,Warm,2016-03-30 00:00:00
W_Account.8325,"ISSI, Inc",W_Sales_User.4,1058,334020000,Referral,Mid-Market,Telecommunications,4358 Patrick Crest,Jacobchester,UT,USA,1889,Other,Cool,2016-01-16 00:00:00
W_Account.8327,Tye International,W_Sales_User.1,4689,151904000,Partner,Mid-Market,Other,68837 Matthew Dam,Karenland,WY,USA,1915,Private,Hot,2015-09-03 00:00:00
