External+AF8-Id+AF8AXw-c,Amount+AF8AXw-c,StageName+AF8AXw-c,ForecastCategory+AF8AXw-c,CloseDate+AF8AXw-c,CreatedDate+AF8AXw-c,Opportunity.External+AF8-Id+AF8AXw-c
W+AF8-OpportunityHistory.4574,3800,Proposal/Quote,Commit,2016+AC0-05+AC0-28,2016+AC0-04+AC0-05 00:00:00,W+AF8-Opportunity.53989
W+AF8-OpportunityHistory.4573,3800,Proposal/Quote,Commit,2016+AC0-04+AC0-25,2016+AC0-04+AC0-12 00:00:00,W+AF8-Opportunity.53989
W+AF8-OpportunityHistory.4572,3800,Proposal/Quote,Commit,2016+AC0-05+AC0-26,2016+AC0-04+AC0-25 00:00:00,W+AF8-Opportunity.53989
W+AF8-OpportunityHistory.4571,3800,Closed Lost,Omitted,2016+AC0-05+AC0-26,2016+AC0-05+AC0-11 00:00:00,W+AF8-Opportunity.53989
W+AF8-OpportunityHistory.4570,3800,Negotiation,Commit,2016+AC0-05+AC0-26,2016+AC0-05+AC0-22 00:00:00,W+AF8-Opportunity.53989
W+AF8-OpportunityHistory.4569,3800,Closed Won,Closed,2016+AC0-05+AC0-26,2016+AC0-05+AC0-26 00:00:00,W+AF8-Opportunity.53989
W+AF8-OpportunityHistory.4568,28000,Qualification,Pipeline,2017+AC0-03+AC0-01,2017+AC0-01+AC0-11 00:00:00,W+AF8-Opportunity.54665
W+AF8-OpportunityHistory.4567,28000,Negotiation,BestCase,2017+AC0-03+AC0-01,2017+AC0-01+AC0-15 00:00:00,W+AF8-Opportunity.54665
W+AF8-OpportunityHistory.4566,25000,Negotiation,BestCase,2017+AC0-03+AC0-01,2017+AC0-01+AC0-28 00:00:00,W+AF8-Opportunity.54665
W+AF8-OpportunityHistory.4565,25000,Closed Lost,Omitted,2017+AC0-03+AC0-01,2017+AC0-03+AC0-01 00:00:00,W+AF8-Opportunity.54665
W+AF8-OpportunityHistory.4564,50000,Qualification,Pipeline,2016+AC0-11+AC0-03,2016+AC0-08+AC0-30 00:00:00,W+AF8-Opportunity.55134
W+AF8-OpportunityHistory.4563,50000,Needs Analysis,Pipeline,2016+AC0-11+AC0-03,2016+AC0-10+AC0-14 00:00:00,W+AF8-Opportunity.55134
W+AF8-OpportunityHistory.4562,50000,Closed Lost,Omitted,2016+AC0-11+AC0-03,2016+AC0-11+AC0-03 00:00:00,W+AF8-Opportunity.55134
W+AF8-OpportunityHistory.4561,80000,Qualification,Pipeline,2015+AC0-08+AC0-12,2015+AC0-06+AC0-08 00:00:00,W+AF8-Opportunity.55531
W+AF8-OpportunityHistory.4560,80000,Negotiation,BestCase,2015+AC0-08+AC0-12,2015+AC0-07+AC0-11 00:00:00,W+AF8-Opportunity.55531
W+AF8-OpportunityHistory.4559,80000,Closed Lost,Omitted,2015+AC0-08+AC0-12,2015+AC0-08+AC0-12 00:00:00,W+AF8-Opportunity.55531
W+AF8-OpportunityHistory.4558,10000,Qualification,Pipeline,2015+AC0-11+AC0-22,2015+AC0-09+AC0-11 00:00:00,W+AF8-Opportunity.56199
W+AF8-OpportunityHistory.4557,10000,Closed Lost,Omitted,2015+AC0-11+AC0-22,2015+AC0-09+AC0-12 00:00:00,W+AF8-Opportunity.56199
W+AF8-OpportunityHistory.4556,10000,Negotiation,Pipeline,2015+AC0-11+AC0-22,2015+AC0-11+AC0-06 00:00:00,W+AF8-Opportunity.56199
W+AF8-OpportunityHistory.4555,3000,Negotiation,Pipeline,2015+AC0-11+AC0-22,2015+AC0-11+AC0-19 00:00:00,W+AF8-Opportunity.56199
W+AF8-OpportunityHistory.4554,3000,Closed Lost,Omitted,2015+AC0-11+AC0-22,2015+AC0-11+AC0-22 00:00:00,W+AF8-Opportunity.56199
W+AF8-OpportunityHistory.4553,50000,Qualification,Pipeline,2017+AC0-01+AC0-26,2017+AC0-01+AC0-17 00:00:00,W+AF8-Opportunity.56519
W+AF8-OpportunityHistory.4552,50000,Closed Lost,Omitted,2017+AC0-01+AC0-26,2017+AC0-01+AC0-26 00:00:00,W+AF8-Opportunity.56519
W+AF8-OpportunityHistory.4551,30000,Qualification,Pipeline,2016+AC0-11+AC0-23,2016+AC0-10+AC0-05 00:00:00,W+AF8-Opportunity.56606
W+AF8-OpportunityHistory.4550,30000,Proposal/Quote,Pipeline,2016+AC0-11+AC0-23,2016+AC0-10+AC0-21 00:00:00,W+AF8-Opportunity.56606
W+AF8-OpportunityHistory.4549,30000,Closed Lost,Omitted,2016+AC0-11+AC0-23,2016+AC0-11+AC0-23 00:00:00,W+AF8-Opportunity.56606
W+AF8-OpportunityHistory.4548,20000,Qualification,Pipeline,2016+AC0-06+AC0-09,2016+AC0-04+AC0-04 00:00:00,W+AF8-Opportunity.56734
W+AF8-OpportunityHistory.4547,20000,Proposal/Quote,Pipeline,2016+AC0-06+AC0-09,2016+AC0-04+AC0-26 00:00:00,W+AF8-Opportunity.56734
W+AF8-OpportunityHistory.4546,20000,Closed Lost,Omitted,2016+AC0-06+AC0-09,2016+AC0-06+AC0-09 00:00:00,W+AF8-Opportunity.56734
W+AF8-OpportunityHistory.4545,25000,Qualification,Pipeline,2016+AC0-02+AC0-29,2016+AC0-02+AC0-10 00:00:00,W+AF8-Opportunity.58200
W+AF8-OpportunityHistory.4544,25000,Closed Lost,Omitted,2016+AC0-02+AC0-29,2016+AC0-02+AC0-29 00:00:00,W+AF8-Opportunity.58200
W+AF8-OpportunityHistory.4543,10000,Qualification,Pipeline,2016+AC0-01+AC0-22,2015+AC0-12+AC0-26 00:00:00,W+AF8-Opportunity.58750
W+AF8-OpportunityHistory.4542,10000,Closed Lost,Omitted,2016+AC0-01+AC0-22,2016+AC0-01+AC0-22 00:00:00,W+AF8-Opportunity.58750
W+AF8-OpportunityHistory.4541,103000,Qualification,Pipeline,2017+AC0-02+AC0-28,2017+AC0-01+AC0-01 00:00:00,W+AF8-Opportunity.59328
W+AF8-OpportunityHistory.4540,103000,Needs Analysis,Pipeline,2017+AC0-02+AC0-28,2017+AC0-02+AC0-01 00:00:00,W+AF8-Opportunity.59328
W+AF8-OpportunityHistory.4539,105000,Needs Analysis,Pipeline,2017+AC0-02+AC0-28,2017+AC0-02+AC0-12 00:00:00,W+AF8-Opportunity.59328
W+AF8-OpportunityHistory.4538,105000,Closed Lost,Omitted,2017+AC0-02+AC0-28,2017+AC0-02+AC0-28 00:00:00,W+AF8-Opportunity.59328
W+AF8-OpportunityHistory.4537,35000,Qualification,Pipeline,2017+AC0-05+AC0-11,2017+AC0-03+AC0-29 00:00:00,W+AF8-Opportunity.59440
W+AF8-OpportunityHistory.4536,35000,Needs Analysis,Pipeline,2017+AC0-05+AC0-11,2017+AC0-04+AC0-04 00:00:00,W+AF8-Opportunity.59440
W+AF8-OpportunityHistory.4535,25000,Needs Analysis,Pipeline,2017+AC0-05+AC0-11,2017+AC0-04+AC0-27 00:00:00,W+AF8-Opportunity.59440
W+AF8-OpportunityHistory.4534,25000,Closed Lost,Omitted,2017+AC0-05+AC0-11,2017+AC0-05+AC0-11 00:00:00,W+AF8-Opportunity.59440
W+AF8-OpportunityHistory.4533,55000,Qualification,Pipeline,2016+AC0-02+AC0-12,2016+AC0-01+AC0-22 00:00:00,W+AF8-Opportunity.60691
W+AF8-OpportunityHistory.4532,55000,Closed Lost,Omitted,2016+AC0-02+AC0-12,2016+AC0-02+AC0-12 00:00:00,W+AF8-Opportunity.60691
W+AF8-OpportunityHistory.4531,10000,Qualification,Pipeline,2015+AC0-11+AC0-16,2015+AC0-10+AC0-02 00:00:00,W+AF8-Opportunity.61044
W+AF8-OpportunityHistory.4530,10000,Negotiation,Pipeline,2015+AC0-11+AC0-16,2015+AC0-10+AC0-25 00:00:00,W+AF8-Opportunity.61044
W+AF8-OpportunityHistory.4529,10000,Closed Lost,Omitted,2015+AC0-11+AC0-16,2015+AC0-11+AC0-16 00:00:00,W+AF8-Opportunity.61044
W+AF8-OpportunityHistory.4528,10000,Qualification,Pipeline,2016+AC0-12+AC0-01,2016+AC0-10+AC0-10 00:00:00,W+AF8-Opportunity.61069
W+AF8-OpportunityHistory.4527,10000,Needs Analysis,BestCase,2016+AC0-12+AC0-01,2016+AC0-10+AC0-22 00:00:00,W+AF8-Opportunity.61069
W+AF8-OpportunityHistory.4526,10000,Closed Lost,Omitted,2016+AC0-12+AC0-01,2016+AC0-12+AC0-01 00:00:00,W+AF8-Opportunity.61069
W+AF8-OpportunityHistory.4525,50608,Qualification,Pipeline,2015+AC0-11+AC0-25,2015+AC0-09+AC0-14 00:00:00,W+AF8-Opportunity.17943
W+AF8-OpportunityHistory.4524,50608,Negotiation,BestCase,2015+AC0-11+AC0-25,2015+AC0-09+AC0-23 00:00:00,W+AF8-Opportunity.17943
W+AF8-OpportunityHistory.4523,50608,Closed Lost,Omitted,2015+AC0-11+AC0-25,2015+AC0-10+AC0-20 00:00:00,W+AF8-Opportunity.17943
W+AF8-OpportunityHistory.4522,50608,Proposal/Quote,Commit,2015+AC0-11+AC0-25,2015+AC0-11+AC0-11 00:00:00,W+AF8-Opportunity.17943
W+AF8-OpportunityHistory.4521,50608,Negotiation,Pipeline,2015+AC0-11+AC0-25,2015+AC0-11+AC0-15 00:00:00,W+AF8-Opportunity.17943
W+AF8-OpportunityHistory.4520,50608,Closed Won,Closed,2015+AC0-11+AC0-25,2015+AC0-11+AC0-25 00:00:00,W+AF8-Opportunity.17943
W+AF8-OpportunityHistory.4519,25716,Qualification,Pipeline,2017+AC0-02+AC0-22,2017+AC0-01+AC0-01 00:00:00,W+AF8-Opportunity.19037
W+AF8-OpportunityHistory.4518,25716,Proposal/Quote,Commit,2017+AC0-02+AC0-22,2017+AC0-01+AC0-11 00:00:00,W+AF8-Opportunity.19037
W+AF8-OpportunityHistory.4517,25716,Closed Won,Closed,2017+AC0-02+AC0-22,2017+AC0-02+AC0-22 00:00:00,W+AF8-Opportunity.19037
W+AF8-OpportunityHistory.4516,4000,Qualification,Pipeline,2017+AC0-01+AC0-15,2016+AC0-10+AC0-23 00:00:00,W+AF8-Opportunity.53418
W+AF8-OpportunityHistory.4515,4000,Needs Analysis,Pipeline,2017+AC0-01+AC0-15,2016+AC0-11+AC0-25 00:00:00,W+AF8-Opportunity.53418
W+AF8-OpportunityHistory.4514,4000,Closed Lost,Omitted,2017+AC0-01+AC0-15,2016+AC0-12+AC0-28 00:00:00,W+AF8-Opportunity.53418
W+AF8-OpportunityHistory.4513,4000,Needs Analysis,BestCase,2017+AC0-01+AC0-15,2017+AC0-01+AC0-15 00:00:00,W+AF8-Opportunity.53418
W+AF8-OpportunityHistory.4512,4000,Closed Won,Closed,2017+AC0-01+AC0-15,2017+AC0-01+AC0-15 00:00:00,W+AF8-Opportunity.53418
W+AF8-OpportunityHistory.4511,93000,Qualification,Pipeline,2015+AC0-08+AC0-04,2015+AC0-06+AC0-02 00:00:00,W+AF8-Opportunity.1423
W+AF8-OpportunityHistory.4510,93000,Proposal/Quote,BestCase,2015+AC0-08+AC0-04,2015+AC0-06+AC0-16 00:00:00,W+AF8-Opportunity.1423
W+AF8-OpportunityHistory.4509,100000,Proposal/Quote,BestCase,2015+AC0-08+AC0-04,2015+AC0-07+AC0-18 00:00:00,W+AF8-Opportunity.1423
W+AF8-OpportunityHistory.4508,100000,Closed Lost,Omitted,2015+AC0-08+AC0-04,2015+AC0-08+AC0-04 00:00:00,W+AF8-Opportunity.1423
W+AF8-OpportunityHistory.4507,452000,Qualification,Pipeline,2017+AC0-05+AC0-30,2017+AC0-04+AC0-15 00:00:00,W+AF8-Opportunity.54739
W+AF8-OpportunityHistory.4506,452000,Needs Analysis,Commit,2017+AC0-05+AC0-30,2017+AC0-04+AC0-16 00:00:00,W+AF8-Opportunity.54739
W+AF8-OpportunityHistory.4505,452000,Closed Lost,Omitted,2017+AC0-05+AC0-30,2017+AC0-04+AC0-29 00:00:00,W+AF8-Opportunity.54739
W+AF8-OpportunityHistory.4504,452000,Needs Analysis,Commit,2017+AC0-05+AC0-30,2017+AC0-05+AC0-03 00:00:00,W+AF8-Opportunity.54739
W+AF8-OpportunityHistory.4503,449000,Needs Analysis,Commit,2017+AC0-05+AC0-30,2017+AC0-05+AC0-06 00:00:00,W+AF8-Opportunity.54739
W+AF8-OpportunityHistory.4502,449000,Closed Won,Closed,2017+AC0-05+AC0-30,2017+AC0-05+AC0-30 00:00:00,W+AF8-Opportunity.54739
W+AF8-OpportunityHistory.4501,523301,Qualification,Pipeline,2015+AC0-08+AC0-28,2015+AC0-06+AC0-02 00:00:00,W+AF8-Opportunity.520
W+AF8-OpportunityHistory.4500,523301,Needs Analysis,BestCase,2015+AC0-08+AC0-28,2015+AC0-07+AC0-19 00:00:00,W+AF8-Opportunity.520
W+AF8-OpportunityHistory.4499,523301,Closed Won,Closed,2015+AC0-08+AC0-28,2015+AC0-08+AC0-28 00:00:00,W+AF8-Opportunity.520
W+AF8-OpportunityHistory.4498,107000,Qualification,Pipeline,2016+AC0-01+AC0-06,2015+AC0-12+AC0-14 00:00:00,W+AF8-Opportunity.882
W+AF8-OpportunityHistory.4497,107000,Proposal/Quote,Commit,2016+AC0-01+AC0-06,2015+AC0-12+AC0-26 00:00:00,W+AF8-Opportunity.882
W+AF8-OpportunityHistory.4496,100000,Proposal/Quote,Commit,2016+AC0-01+AC0-06,2016+AC0-01+AC0-03 00:00:00,W+AF8-Opportunity.882
W+AF8-OpportunityHistory.4495,100000,Closed Won,Closed,2016+AC0-01+AC0-06,2016+AC0-01+AC0-06 00:00:00,W+AF8-Opportunity.882
W+AF8-OpportunityHistory.4494,50000,Qualification,Pipeline,2017+AC0-03+AC0-04,2017+AC0-01+AC0-20 00:00:00,W+AF8-Opportunity.2201
W+AF8-OpportunityHistory.4493,50000,Proposal/Quote,BestCase,2017+AC0-03+AC0-04,2017+AC0-02+AC0-13 00:00:00,W+AF8-Opportunity.2201
W+AF8-OpportunityHistory.4492,50000,Closed Won,Closed,2017+AC0-03+AC0-04,2017+AC0-03+AC0-04 00:00:00,W+AF8-Opportunity.2201
W+AF8-OpportunityHistory.4491,50000,Qualification,Pipeline,2017+AC0-03+AC0-05,2016+AC0-12+AC0-22 00:00:00,W+AF8-Opportunity.2602
W+AF8-OpportunityHistory.4490,50000,Needs Analysis,BestCase,2017+AC0-03+AC0-05,2017+AC0-02+AC0-10 00:00:00,W+AF8-Opportunity.2602
W+AF8-OpportunityHistory.4489,50000,Proposal/Quote,BestCase,2017+AC0-03+AC0-05,2017+AC0-02+AC0-12 00:00:00,W+AF8-Opportunity.2602
W+AF8-OpportunityHistory.4488,50000,Closed Lost,Omitted,2017+AC0-03+AC0-05,2017+AC0-03+AC0-05 00:00:00,W+AF8-Opportunity.2602
W+AF8-OpportunityHistory.4487,50000,Qualification,Pipeline,2015+AC0-11+AC0-11,2015+AC0-08+AC0-18 00:00:00,W+AF8-Opportunity.3602
W+AF8-OpportunityHistory.4486,50000,Negotiation,BestCase,2015+AC0-11+AC0-11,2015+AC0-10+AC0-28 00:00:00,W+AF8-Opportunity.3602
W+AF8-OpportunityHistory.4485,50000,Closed Lost,Omitted,2015+AC0-11+AC0-11,2015+AC0-11+AC0-11 00:00:00,W+AF8-Opportunity.3602
W+AF8-OpportunityHistory.4484,24000,Qualification,Pipeline,2017+AC0-02+AC0-24,2016+AC0-10+AC0-18 00:00:00,W+AF8-Opportunity.3977
W+AF8-OpportunityHistory.4483,24000,Proposal/Quote,Pipeline,2017+AC0-02+AC0-24,2016+AC0-11+AC0-13 00:00:00,W+AF8-Opportunity.3977
W+AF8-OpportunityHistory.4482,24000,Negotiation,Commit,2017+AC0-02+AC0-24,2016+AC0-11+AC0-25 00:00:00,W+AF8-Opportunity.3977
W+AF8-OpportunityHistory.4481,24000,Negotiation,Commit,2017+AC0-01+AC0-15,2016+AC0-12+AC0-10 00:00:00,W+AF8-Opportunity.3977
W+AF8-OpportunityHistory.4480,15000,Negotiation,Commit,2017+AC0-01+AC0-15,2016+AC0-12+AC0-11 00:00:00,W+AF8-Opportunity.3977
W+AF8-OpportunityHistory.4479,15000,Closed Lost,Omitted,2017+AC0-01+AC0-15,2017+AC0-01+AC0-15 00:00:00,W+AF8-Opportunity.3977
W+AF8-OpportunityHistory.4478,5100,Qualification,Pipeline,2016+AC0-03+AC0-11,2016+AC0-01+AC0-13 00:00:00,W+AF8-Opportunity.8634
W+AF8-OpportunityHistory.4477,5100,Proposal/Quote,Commit,2016+AC0-03+AC0-11,2016+AC0-02+AC0-18 00:00:00,W+AF8-Opportunity.8634
W+AF8-OpportunityHistory.4476,5100,Closed Lost,Omitted,2016+AC0-03+AC0-11,2016+AC0-03+AC0-11 00:00:00,W+AF8-Opportunity.8634
W+AF8-OpportunityHistory.4475,252000,Qualification,Pipeline,2016+AC0-01+AC0-21,2015+AC0-12+AC0-23 00:00:00,W+AF8-Opportunity.11276
W+AF8-OpportunityHistory.4474,252000,Needs Analysis,BestCase,2016+AC0-01+AC0-21,2016+AC0-01+AC0-13 00:00:00,W+AF8-Opportunity.11276
W+AF8-OpportunityHistory.4473,252000,Needs Analysis,BestCase,2016+AC0-03+AC0-04,2016+AC0-01+AC0-25 00:00:00,W+AF8-Opportunity.11276
W+AF8-OpportunityHistory.4472,250000,Needs Analysis,BestCase,2016+AC0-03+AC0-04,2016+AC0-02+AC0-09 00:00:00,W+AF8-Opportunity.11276
W+AF8-OpportunityHistory.4471,250000,Closed Lost,Omitted,2016+AC0-03+AC0-04,2016+AC0-03+AC0-04 00:00:00,W+AF8-Opportunity.11276
W+AF8-OpportunityHistory.4470,1000,Qualification,Pipeline,2016+AC0-01+AC0-07,2015+AC0-12+AC0-18 00:00:00,W+AF8-Opportunity.11883
W+AF8-OpportunityHistory.4469,1000,Needs Analysis,BestCase,2016+AC0-01+AC0-07,2015+AC0-12+AC0-19 00:00:00,W+AF8-Opportunity.11883
W+AF8-OpportunityHistory.4468,1000,Needs Analysis,BestCase,2015+AC0-12+AC0-27,2016+AC0-01+AC0-21 00:00:00,W+AF8-Opportunity.11883
W+AF8-OpportunityHistory.4467,5000,Needs Analysis,BestCase,2015+AC0-12+AC0-27,2016+AC0-02+AC0-22 00:00:00,W+AF8-Opportunity.11883
W+AF8-OpportunityHistory.4466,5000,Needs Analysis,BestCase,2016+AC0-02+AC0-08,2016+AC0-02+AC0-23 00:00:00,W+AF8-Opportunity.11883
W+AF8-OpportunityHistory.4465,5000,Needs Analysis,BestCase,2016+AC0-03+AC0-08,2016+AC0-03+AC0-03 00:00:00,W+AF8-Opportunity.11883
W+AF8-OpportunityHistory.4464,5000,Closed Lost,Omitted,2016+AC0-03+AC0-08,2016+AC0-03+AC0-08 00:00:00,W+AF8-Opportunity.11883
W+AF8-OpportunityHistory.4463,20000,Qualification,Pipeline,2016+AC0-05+AC0-13,2016+AC0-02+AC0-20 00:00:00,W+AF8-Opportunity.13395
W+AF8-OpportunityHistory.4462,20000,Proposal/Quote,BestCase,2016+AC0-05+AC0-13,2016+AC0-04+AC0-23 00:00:00,W+AF8-Opportunity.13395
W+AF8-OpportunityHistory.4461,20000,Closed Lost,Omitted,2016+AC0-05+AC0-13,2016+AC0-05+AC0-13 00:00:00,W+AF8-Opportunity.13395
W+AF8-OpportunityHistory.4460,300000,Qualification,Pipeline,2016+AC0-11+AC0-08,2016+AC0-08+AC0-23 00:00:00,W+AF8-Opportunity.16844
W+AF8-OpportunityHistory.4459,300000,Negotiation,BestCase,2016+AC0-11+AC0-08,2016+AC0-09+AC0-01 00:00:00,W+AF8-Opportunity.16844
W+AF8-OpportunityHistory.4458,300000,Negotiation,BestCase,2016+AC0-11+AC0-01,2016+AC0-09+AC0-17 00:00:00,W+AF8-Opportunity.16844
W+AF8-OpportunityHistory.4457,300000,Closed Lost,Omitted,2016+AC0-11+AC0-01,2016+AC0-11+AC0-01 00:00:00,W+AF8-Opportunity.16844
W+AF8-OpportunityHistory.4456,65789,Qualification,Pipeline,2017+AC0-02+AC0-25,2017+AC0-02+AC0-04 00:00:00,W+AF8-Opportunity.17360
W+AF8-OpportunityHistory.4455,65789,Closed Lost,Omitted,2017+AC0-02+AC0-25,2017+AC0-02+AC0-25 00:00:00,W+AF8-Opportunity.17360
W+AF8-OpportunityHistory.4454,813,Qualification,Pipeline,2015+AC0-09+AC0-07,2015+AC0-07+AC0-20 00:00:00,W+AF8-Opportunity.18109
W+AF8-OpportunityHistory.4453,813,Negotiation,Pipeline,2015+AC0-09+AC0-07,2015+AC0-07+AC0-29 00:00:00,W+AF8-Opportunity.18109
W+AF8-OpportunityHistory.4452,5813,Negotiation,Pipeline,2015+AC0-09+AC0-07,2015+AC0-09+AC0-05 00:00:00,W+AF8-Opportunity.18109
W+AF8-OpportunityHistory.4451,5813,Closed Lost,Omitted,2015+AC0-09+AC0-07,2015+AC0-09+AC0-07 00:00:00,W+AF8-Opportunity.18109
W+AF8-OpportunityHistory.4450,22501,Qualification,Pipeline,2016+AC0-04+AC0-27,2016+AC0-02+AC0-22 00:00:00,W+AF8-Opportunity.19340
W+AF8-OpportunityHistory.4449,22501,Proposal/Quote,Commit,2016+AC0-04+AC0-27,2016+AC0-03+AC0-17 00:00:00,W+AF8-Opportunity.19340
W+AF8-OpportunityHistory.4448,15501,Proposal/Quote,Commit,2016+AC0-04+AC0-27,2016+AC0-04+AC0-02 00:00:00,W+AF8-Opportunity.19340
W+AF8-OpportunityHistory.4447,15501,Closed Lost,Omitted,2016+AC0-04+AC0-27,2016+AC0-04+AC0-27 00:00:00,W+AF8-Opportunity.19340
W+AF8-OpportunityHistory.4446,5999,Qualification,Pipeline,2016+AC0-02+AC0-07,2015+AC0-12+AC0-09 00:00:00,W+AF8-Opportunity.19503
W+AF8-OpportunityHistory.4445,5999,Proposal/Quote,Commit,2016+AC0-02+AC0-07,2015+AC0-12+AC0-20 00:00:00,W+AF8-Opportunity.19503
W+AF8-OpportunityHistory.4444,4999,Proposal/Quote,Commit,2016+AC0-02+AC0-07,2016+AC0-01+AC0-17 00:00:00,W+AF8-Opportunity.19503
W+AF8-OpportunityHistory.4443,4999,Closed Lost,Omitted,2016+AC0-02+AC0-07,2016+AC0-02+AC0-07 00:00:00,W+AF8-Opportunity.19503
W+AF8-OpportunityHistory.4442,50000,Qualification,Pipeline,2016+AC0-02+AC0-18,2015+AC0-12+AC0-19 00:00:00,W+AF8-Opportunity.19881
W+AF8-OpportunityHistory.4441,50000,Proposal/Quote,BestCase,2016+AC0-02+AC0-18,2015+AC0-12+AC0-24 00:00:00,W+AF8-Opportunity.19881
W+AF8-OpportunityHistory.4440,50000,Proposal/Quote,BestCase,2016+AC0-02+AC0-29,2016+AC0-01+AC0-13 00:00:00,W+AF8-Opportunity.19881
W+AF8-OpportunityHistory.4439,50000,Proposal/Quote,BestCase,2016+AC0-03+AC0-16,2016+AC0-01+AC0-31 00:00:00,W+AF8-Opportunity.19881
W+AF8-OpportunityHistory.4438,50000,Proposal/Quote,BestCase,2016+AC0-02+AC0-23,2016+AC0-02+AC0-10 00:00:00,W+AF8-Opportunity.19881
W+AF8-OpportunityHistory.4437,50000,Closed Lost,Omitted,2016+AC0-02+AC0-23,2016+AC0-02+AC0-23 00:00:00,W+AF8-Opportunity.19881
W+AF8-OpportunityHistory.4436,450000,Qualification,Pipeline,2017+AC0-05+AC0-09,2017+AC0-03+AC0-13 00:00:00,W+AF8-Opportunity.20128
W+AF8-OpportunityHistory.4435,450000,Closed Lost,Omitted,2017+AC0-05+AC0-09,2017+AC0-04+AC0-04 00:00:00,W+AF8-Opportunity.20128
W+AF8-OpportunityHistory.4434,450000,Needs Analysis,BestCase,2017+AC0-05+AC0-09,2017+AC0-04+AC0-17 00:00:00,W+AF8-Opportunity.20128
W+AF8-OpportunityHistory.4433,450000,Closed Lost,Omitted,2017+AC0-05+AC0-09,2017+AC0-05+AC0-09 00:00:00,W+AF8-Opportunity.20128
W+AF8-OpportunityHistory.4432,247000,Qualification,Pipeline,2015+AC0-08+AC0-21,2015+AC0-06+AC0-29 00:00:00,W+AF8-Opportunity.20530
W+AF8-OpportunityHistory.4431,247000,Closed Lost,Omitted,2015+AC0-08+AC0-21,2015+AC0-07+AC0-02 00:00:00,W+AF8-Opportunity.20530
W+AF8-OpportunityHistory.4430,247000,Negotiation,BestCase,2015+AC0-08+AC0-21,2015+AC0-07+AC0-28 00:00:00,W+AF8-Opportunity.20530
W+AF8-OpportunityHistory.4429,250000,Negotiation,BestCase,2015+AC0-08+AC0-21,2015+AC0-08+AC0-20 00:00:00,W+AF8-Opportunity.20530
W+AF8-OpportunityHistory.4428,250000,Closed Lost,Omitted,2015+AC0-08+AC0-21,2015+AC0-08+AC0-21 00:00:00,W+AF8-Opportunity.20530
W+AF8-OpportunityHistory.4427,40000,Qualification,Pipeline,2016+AC0-08+AC0-30,2016+AC0-07+AC0-19 00:00:00,W+AF8-Opportunity.21238
W+AF8-OpportunityHistory.4426,40000,Closed Lost,Omitted,2016+AC0-08+AC0-30,2016+AC0-08+AC0-02 00:00:00,W+AF8-Opportunity.21238
W+AF8-OpportunityHistory.4425,40000,Negotiation,Commit,2016+AC0-08+AC0-30,2016+AC0-08+AC0-26 00:00:00,W+AF8-Opportunity.21238
W+AF8-OpportunityHistory.4424,40000,Closed Lost,Omitted,2016+AC0-08+AC0-30,2016+AC0-08+AC0-30 00:00:00,W+AF8-Opportunity.21238
W+AF8-OpportunityHistory.4423,50000,Qualification,Pipeline,2015+AC0-09+AC0-16,2015+AC0-07+AC0-29 00:00:00,W+AF8-Opportunity.22292
W+AF8-OpportunityHistory.4422,50000,Closed Lost,Omitted,2015+AC0-09+AC0-16,2015+AC0-08+AC0-18 00:00:00,W+AF8-Opportunity.22292
W+AF8-OpportunityHistory.4421,50000,Negotiation,BestCase,2015+AC0-09+AC0-16,2015+AC0-09+AC0-06 00:00:00,W+AF8-Opportunity.22292
W+AF8-OpportunityHistory.4420,50000,Negotiation,BestCase,2015+AC0-09+AC0-27,2015+AC0-09+AC0-16 00:00:00,W+AF8-Opportunity.22292
W+AF8-OpportunityHistory.4419,50000,Closed Lost,Omitted,2015+AC0-09+AC0-27,2015+AC0-09+AC0-27 00:00:00,W+AF8-Opportunity.22292
W+AF8-OpportunityHistory.4418,243,Qualification,Pipeline,2016+AC0-06+AC0-11,2016+AC0-04+AC0-07 00:00:00,W+AF8-Opportunity.22477
W+AF8-OpportunityHistory.4417,243,Qualification,Commit,2016+AC0-06+AC0-11,2016+AC0-05+AC0-01 00:00:00,W+AF8-Opportunity.22477
W+AF8-OpportunityHistory.4416,243,Needs Analysis,Pipeline,2016+AC0-06+AC0-11,2016+AC0-06+AC0-09 00:00:00,W+AF8-Opportunity.22477
W+AF8-OpportunityHistory.4415,243,Closed Won,Closed,2016+AC0-06+AC0-11,2016+AC0-06+AC0-11 00:00:00,W+AF8-Opportunity.22477
W+AF8-OpportunityHistory.4414,4000,Qualification,Pipeline,2015+AC0-06+AC0-26,2015+AC0-06+AC0-02 00:00:00,W+AF8-Opportunity.45758
W+AF8-OpportunityHistory.4413,4000,Closed Won,Closed,2015+AC0-06+AC0-26,2015+AC0-06+AC0-26 00:00:00,W+AF8-Opportunity.45758
W+AF8-OpportunityHistory.4412,60000,Qualification,Pipeline,2015+AC0-09+AC0-15,2015+AC0-08+AC0-22 00:00:00,W+AF8-Opportunity.47391
W+AF8-OpportunityHistory.4411,60000,Negotiation,BestCase,2015+AC0-09+AC0-15,2015+AC0-09+AC0-08 00:00:00,W+AF8-Opportunity.47391
W+AF8-OpportunityHistory.4410,60000,Closed Won,Closed,2015+AC0-09+AC0-15,2015+AC0-09+AC0-15 00:00:00,W+AF8-Opportunity.47391
